PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,602.577,-80.313,-322.582,50.885,500.0,1.0,1.0,378.0,880.0
15.0,911.965,76.991,336.067,-680.303,500.0,-1.0,1.0,378.0,881.0
