particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
67.0,-0.564,0.764,-0.251,-0.419,0.568,-0.187,1.0,211.0,936.0,0.14,67.0
265.0,-0.666,0.73,-0.151,-3.484,3.822,-0.791,-1.0,-211.0,936.0,0.14,265.0
267.0,0.034,0.797,0.408,0.011,0.251,0.128,1.0,211.0,936.0,0.14,267.0
273.0,-0.257,0.097,0.961,-0.97,0.366,3.628,1.0,211.0,936.0,0.14,273.0
276.0,-0.265,-0.013,0.963,-0.892,-0.044,3.248,1.0,211.0,936.0,0.14,276.0
280.0,0.098,-0.609,0.77,0.084,-0.522,0.66,-1.0,-211.0,936.0,0.14,280.0
281.0,0.232,0.574,0.744,0.13,0.321,0.416,1.0,211.0,936.0,0.14,281.0
283.0,-0.456,0.251,-0.145,-0.267,0.147,-0.085,-1.0,-321.0,936.0,0.494,283.0
284.0,-0.618,-0.487,-0.552,-0.313,-0.247,-0.28,1.0,211.0,936.0,0.14,284.0
308.0,-0.43,0.651,-0.601,-0.348,0.526,-0.485,-1.0,-211.0,936.0,0.14,308.0
341.0,-0.591,-0.337,-0.573,-0.181,-0.103,-0.175,1.0,211.0,936.0,0.14,341.0
345.0,0.43,0.17,0.85,0.237,0.094,0.468,-1.0,-211.0,936.0,0.14,345.0
394.0,-0.787,0.517,-0.336,-2.949,1.936,-1.261,1.0,211.0,936.0,0.14,394.0
396.0,-0.951,0.249,-0.092,-0.852,0.223,-0.082,1.0,211.0,936.0,0.14,396.0
397.0,-0.906,0.403,-0.059,-1.081,0.481,-0.07,-1.0,-211.0,936.0,0.14,397.0
399.0,-0.973,0.184,0.01,-0.956,0.181,0.01,1.0,211.0,936.0,0.14,399.0
400.0,-0.919,0.393,0.002,-3.568,1.528,0.008,-1.0,-211.0,936.0,0.14,400.0
402.0,-0.897,0.261,0.333,-0.985,0.287,0.366,1.0,211.0,936.0,0.14,402.0
403.0,-0.747,0.625,0.223,-3.19,2.669,0.953,-1.0,-211.0,936.0,0.14,403.0
408.0,-0.108,0.131,0.97,-0.086,0.105,0.776,-1.0,-211.0,936.0,0.14,408.0
410.0,-0.35,0.813,0.428,-0.27,0.627,0.33,1.0,211.0,936.0,0.14,410.0
411.0,-0.427,0.349,0.831,-0.808,0.66,1.574,-1.0,-211.0,936.0,0.14,411.0
418.0,-0.342,-0.196,0.912,-0.415,-0.238,1.108,1.0,211.0,936.0,0.14,418.0
435.0,-0.225,-0.757,0.501,-0.089,-0.299,0.198,1.0,211.0,936.0,0.14,435.0
440.0,0.013,0.29,-0.953,0.021,0.468,-1.54,1.0,211.0,936.0,0.14,440.0
441.0,0.646,-0.529,-0.509,0.424,-0.347,-0.334,-1.0,-211.0,936.0,0.14,441.0
444.0,-0.131,-0.226,-0.964,-0.398,-0.687,-2.932,1.0,211.0,936.0,0.14,444.0
507.0,-0.036,-0.196,0.97,-0.036,-0.198,0.977,-1.0,-211.0,936.0,0.14,507.0
601.0,-0.209,-0.074,-0.974,-0.539,-0.19,-2.51,1.0,211.0,936.0,0.14,601.0
607.0,0.118,-0.238,0.949,0.098,-0.198,0.788,-1.0,-211.0,936.0,0.14,607.0
643.0,-0.265,0.56,0.707,-0.383,0.809,1.021,1.0,321.0,936.0,0.494,643.0
644.0,0.68,0.476,-0.44,0.979,0.685,-0.633,-1.0,-321.0,936.0,0.494,644.0
648.0,-0.329,0.338,-0.78,-0.395,0.405,-0.935,-1.0,-321.0,936.0,0.494,648.0
652.0,-0.231,-0.633,-0.732,-0.329,-0.899,-1.04,1.0,211.0,936.0,0.14,652.0
657.0,-0.312,-0.136,0.934,-0.402,-0.176,1.204,-1.0,-211.0,936.0,0.14,657.0
667.0,0.004,-0.93,-0.135,0.002,-0.38,-0.055,-1.0,-211.0,936.0,0.14,667.0
670.0,-0.067,-0.366,0.883,-0.033,-0.179,0.432,-1.0,-211.0,936.0,0.14,670.0
676.0,0.179,-0.39,0.897,0.232,-0.506,1.163,1.0,211.0,936.0,0.14,676.0
726.0,0.231,-0.257,0.912,0.144,-0.161,0.57,1.0,211.0,936.0,0.14,726.0
738.0,-0.47,-0.674,0.129,-0.118,-0.169,0.032,1.0,211.0,936.0,0.14,738.0
742.0,-0.34,-0.303,-0.889,-0.852,-0.758,-2.225,-1.0,-211.0,936.0,0.14,742.0
773.0,0.216,-0.07,0.936,0.113,-0.037,0.489,1.0,211.0,936.0,0.14,773.0
774.0,0.043,-0.19,0.978,0.089,-0.39,2.012,1.0,211.0,936.0,0.14,774.0
775.0,0.23,-0.165,0.957,0.528,-0.381,2.203,-1.0,-211.0,936.0,0.14,775.0
796.0,-0.109,-0.157,-0.981,-0.799,-1.145,-7.169,1.0,211.0,936.0,0.14,796.0
797.0,-0.123,-0.207,-0.971,-6.208,-10.428,-48.943,1.0,211.0,936.0,0.14,797.0
798.0,-0.098,-0.195,-0.976,-0.982,-1.958,-9.82,-1.0,-211.0,936.0,0.14,798.0
802.0,0.966,0.146,-0.211,4.039,0.609,-0.884,-1.0,-211.0,936.0,0.14,802.0
