PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,839.827,429.695,143.747,500.008,500.0,1.0,1.0,489.0,1585.0
15.0,635.21,-213.333,-24.15,327.716,500.0,-1.0,1.0,489.0,1586.0
