"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,1.685483870967742,5.6000000000000005,1,59
2,5.05,1.6633663366336633,9.16,2,59
3,8.85,1.6192090395480228,16.04,3,59
4,12.25,1.5795918367346937,22.28,4,59
5,29.9,1.3686421404682274,55.28,5,59
6,37.1,1.2781617250673853,69.44,6,59
7,44.3,1.1840135440180586,84.24,7,59
8,51.4,1.0846264591439687,99.72,8,59
9,3.1,0.8774193548387097,5.,1,135
10,5.05,0.8900990099009901,8.120000000000001,2,135
11,8.85,0.9175141242937853,14.24,3,135
12,12.25,0.9412244897959183,19.76,4,135
13,29.9,1.0667357859531772,48.52,5,135
14,37.1,1.1187924528301885,60.44,6,135
15,44.3,1.1715801354401805,72.52,7,135
16,51.4,1.2245291828793774,84.68,8,135
17,3.1,-2.753225806451613,3.4,1,143
18,5.05,-2.733663366336634,5.5600000000000005,2,143
19,8.85,-2.6943502824858756,9.76,3,143
20,12.25,-2.6591836734693874,13.52,4,143
21,29.9,-2.472107023411371,33.44,5,143
22,37.1,-2.392738544474393,41.88,6,143
23,44.3,-2.3110022573363427,50.6,7,143
24,51.4,-2.2261400778210114,59.56,8,143
25,3.1,2.0403225806451615,2.72,1,145
26,5.05,2.023762376237624,4.4,2,145
27,8.85,1.992090395480226,7.76,3,145
28,12.25,1.964081632653061,10.72,4,145
29,29.9,1.816782608695652,26.44,5,145
30,37.1,1.7554447439353098,33.,6,145
31,44.3,1.6924018058690744,39.68,7,145
32,51.4,1.6288910505836576,46.44,8,145
33,3.1,2.8758064516129034,1.92,1,146
34,5.05,2.878217821782178,3.16,2,146
35,8.85,2.8836158192090395,5.5200000000000005,3,146
36,12.25,2.888163265306122,7.640000000000001,4,146
37,29.9,2.912628762541806,18.64,5,146
38,37.1,2.9225336927223715,23.12,6,146
39,44.3,2.932595936794582,27.6,7,146
40,51.4,2.94252140077821,32.04,8,146
41,3.1,-0.3870967741935484,16.32,1,147
42,5.05,-0.39900990099009903,26.6,2,147
43,8.85,-0.4203389830508475,46.6,3,147
44,12.25,-0.43999999999999995,64.56,4,147
45,29.9,-0.5412709030100334,158.20000000000002,5,147
46,37.1,-0.583132075471698,196.8,6,147
47,44.3,-0.625354401805869,235.8,7,147
48,51.4,-0.6674319066147859,274.64,8,147
49,3.1,3.0387096774193547,16.28,1,150
50,5.05,3.0792079207920793,26.52,2,150
51,8.85,-3.123728813559322,46.68,3,150
52,12.25,-3.051020408163265,64.96000000000001,4,150
53,29.9,-2.6373311036789295,169.20000000000002,5,150
54,37.1,-2.4266469002695414,222.24,6,150
55,3.1,0.7548387096774194,17.72,1,157
56,5.05,0.7762376237623763,28.88,2,157
57,8.85,0.8186440677966103,50.68,3,157
58,12.25,0.856734693877551,70.28,4,157
59,29.9,1.059571906354515,174.36,5,157
60,37.1,1.1463773584905659,218.76,6,157
61,44.3,1.2363566591422122,265.,7,157
62,51.4,1.3305642023346302,313.08,8,157
63,3.1,0.09193548387096774,-14.4,1,190
64,5.05,0.10297029702970298,-23.44,2,190
65,8.85,0.12429378531073447,-41.08,3,190
66,12.25,0.14326530612244898,-56.92,4,190
67,29.9,0.2423210702341137,-139.44,5,190
68,37.1,0.28345552560646897,-173.44,6,190
69,44.3,0.3244966139954853,-207.76,7,190
70,51.4,0.36592996108949416,-241.96,8,190
71,3.1,0.4483870967741935,8.6,1,193
72,5.05,0.4425742574257426,14.,2,193
73,8.85,0.4305084745762712,24.52,3,193
74,12.25,0.42,33.92,4,193
75,29.9,0.36513043478260865,82.92,5,193
76,37.1,0.3426576819407008,102.96000000000001,6,193
77,44.3,0.3201218961625282,123.08,7,193
78,51.4,0.29786381322957195,142.96,8,193
79,3.1,0.056451612903225805,5.48,1,194
80,5.05,0.06534653465346535,8.96,2,194
81,8.85,0.08361581920903956,15.68,3,194
82,12.25,0.09918367346938775,21.72,4,194
83,29.9,0.1822809364548495,53.120000000000005,5,194
84,37.1,0.21609703504043123,66.04,6,194
85,44.3,0.2505869074492099,79.,7,194
86,51.4,0.28443579766536964,91.92,8,194
87,3.1,0.49838709677419357,7.36,1,198
88,5.05,0.502970297029703,12.,2,198
89,8.85,0.5107344632768361,21.,3,198
90,12.25,0.5179591836734694,29.080000000000002,4,198
91,29.9,0.5544615384615385,71.04,5,198
92,37.1,0.569477088948787,88.16,6,198
