PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,719.445,-123.774,71.658,497.138,500.0,1.0,1.0,316.0,2027.0
15.0,579.088,93.447,-40.768,-273.768,500.0,-1.0,1.0,316.0,2028.0
