PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,562.473,50.551,-230.52,-103.348,500.0,1.0,1.0,826.0,1781.0
15.0,674.601,-122.001,335.505,-278.638,500.0,-1.0,1.0,826.0,1782.0
