particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
90.0,-0.206,-0.661,-0.716,-0.32,-1.025,-1.11,-1.0,-211.0,826.0,0.14,90.0
223.0,-0.215,-0.02,-0.972,-0.327,-0.03,-1.478,1.0,211.0,826.0,0.14,223.0
273.0,0.564,-0.127,-0.692,0.646,-0.145,-0.792,-1.0,-321.0,826.0,0.494,273.0
274.0,-0.526,-0.499,0.528,-0.166,-0.157,0.166,1.0,211.0,826.0,0.14,274.0
372.0,0.422,-0.081,0.903,3.899,-0.75,8.337,-1.0,-211.0,826.0,0.14,372.0
373.0,0.213,0.199,0.956,0.763,0.713,3.428,1.0,211.0,826.0,0.14,373.0
386.0,-0.185,-0.04,0.979,-0.358,-0.078,1.897,-1.0,-211.0,826.0,0.14,386.0
389.0,0.083,-0.337,0.927,0.081,-0.329,0.905,-1.0,-211.0,826.0,0.14,389.0
391.0,-0.178,0.828,0.107,-0.048,0.222,0.029,1.0,211.0,826.0,0.14,391.0
392.0,0.338,-0.694,0.591,0.2,-0.411,0.351,-1.0,-211.0,826.0,0.14,392.0
481.0,0.075,-0.508,-0.847,0.075,-0.511,-0.852,1.0,211.0,826.0,0.14,481.0
484.0,0.443,-0.164,-0.873,0.504,-0.186,-0.992,1.0,211.0,826.0,0.14,484.0
584.0,-0.136,0.09,0.974,-0.431,0.286,3.08,-1.0,-321.0,826.0,0.494,584.0
585.0,0.113,-0.383,0.914,0.238,-0.803,1.915,1.0,211.0,826.0,0.14,585.0
590.0,-0.962,-0.058,-0.201,-0.765,-0.046,-0.16,-1.0,-211.0,826.0,0.14,590.0
592.0,-0.881,-0.397,0.07,-0.5,-0.225,0.039,1.0,211.0,826.0,0.14,592.0
594.0,-0.779,0.473,-0.296,-1.336,0.81,-0.507,1.0,321.0,826.0,0.494,594.0
597.0,-0.175,0.599,0.781,-0.789,2.701,3.52,1.0,211.0,826.0,0.14,597.0
598.0,-0.41,-0.051,0.78,-0.122,-0.015,0.231,-1.0,-211.0,826.0,0.14,598.0
600.0,-0.648,0.31,0.685,-0.754,0.361,0.797,1.0,211.0,826.0,0.14,600.0
602.0,-0.251,0.386,0.883,-0.378,0.58,1.326,-1.0,-211.0,826.0,0.14,602.0
604.0,-0.211,0.314,0.925,-1.074,1.598,4.708,1.0,211.0,826.0,0.14,604.0
617.0,0.253,-0.478,-0.68,0.252,-0.477,-0.679,-1.0,-321.0,826.0,0.494,617.0
618.0,-0.054,0.151,-0.971,-0.152,0.422,-2.707,1.0,321.0,826.0,0.494,618.0
632.0,-0.329,-0.477,-0.812,-0.64,-0.928,-1.579,1.0,211.0,826.0,0.14,632.0
634.0,0.26,-0.483,-0.618,0.065,-0.12,-0.153,1.0,211.0,826.0,0.14,634.0
635.0,-0.607,0.082,-0.747,-0.327,0.044,-0.402,-1.0,-211.0,826.0,0.14,635.0
637.0,-0.305,0.499,-0.672,-0.093,0.153,-0.206,1.0,211.0,826.0,0.14,637.0
638.0,0.713,-0.348,0.545,0.369,-0.18,0.282,-1.0,-211.0,826.0,0.14,638.0
646.0,-0.136,-0.213,0.96,-0.154,-0.242,1.092,1.0,211.0,826.0,0.14,646.0
647.0,-0.071,0.18,0.977,-0.108,0.273,1.484,-1.0,-211.0,826.0,0.14,647.0
692.0,0.201,-0.254,-0.944,0.451,-0.57,-2.12,-1.0,-211.0,826.0,0.14,692.0
714.0,0.187,-0.33,-0.91,0.155,-0.272,-0.752,-1.0,-211.0,826.0,0.14,714.0
