"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-0.11129032258064517,-13.44,1,150
2,5.05,-0.10594059405940594,-21.92,2,150
3,8.85,-0.09435028248587571,-38.4,3,150
4,12.25,-0.08489795918367346,-53.2,4,150
5,29.9,-0.0334314381270903,-129.96,5,150
6,37.1,-0.012463611859838273,-161.36,6,150
7,44.3,0.008595936794582391,-192.84,7,150
8,51.4,0.02936964980544747,-223.96,8,150
9,3.1,-0.5241935483870968,-2.48,1,157
10,5.05,-0.5356435643564357,-4.,2,157
11,8.85,-0.5610169491525424,-7.04,3,157
12,12.25,-0.5828571428571429,-9.72,4,157
13,29.9,-0.6984214046822742,-23.88,5,157
14,37.1,-0.7460754716981131,-29.76,6,157
15,44.3,-0.7946636568848757,-35.68,7,157
16,51.4,-0.842988326848249,-41.6,8,157
17,3.1,1.9016129032258065,11.96,1,173
18,5.05,1.8801980198019803,19.48,2,173
19,8.85,1.8401129943502825,34.12,3,173
20,12.25,1.804081632653061,47.32,4,173
21,29.9,1.61323745819398,117.16,5,173
22,37.1,1.5323827493261453,146.84,6,173
23,44.3,1.4482618510158012,177.52,7,173
24,51.4,1.3613891050583657,209.24,8,173
25,3.1,2.3854838709677417,-5.12,1,203
26,5.05,2.375247524752475,-8.36,2,203
27,8.85,2.357627118644068,-14.64,3,203
28,12.25,2.3420408163265303,-20.240000000000002,4,203
29,29.9,2.258896321070234,-49.56,5,203
30,37.1,2.2247547169811317,-61.6,6,203
31,44.3,2.1904288939051915,-73.72,7,203
32,51.4,2.156354085603113,-85.76,8,203
33,3.1,-1.35,1.8,1,206
34,5.05,-1.3366336633663367,2.96,2,206
35,8.85,-1.3096045197740114,5.16,3,206
36,12.25,-1.2861224489795917,7.12,4,206
37,29.9,-1.161344481605351,17.52,5,206
38,37.1,-1.1096280323450134,21.84,6,206
39,44.3,-1.0572234762979682,26.2,7,206
40,51.4,-1.0046536964980544,30.6,8,206
41,3.1,-2.3,3.04,1,247
42,5.05,-2.296039603960396,4.96,2,247
43,8.85,-2.289265536723164,8.68,3,247
44,12.25,-2.2828571428571425,12.,4,247
45,29.9,-2.2491170568561873,29.28,5,247
46,37.1,-2.235385444743935,36.36,6,247
47,44.3,-2.2216659142212185,43.4,7,247
48,51.4,-2.2081478599221787,50.4,8,247
49,3.1,-1.0870967741935484,-2.6,1,249
50,5.05,-1.0970297029702971,-4.24,2,249
51,8.85,-1.116949152542373,-7.44,3,249
52,12.25,-1.1342857142857141,-10.28,4,249
53,29.9,-1.2260468227424748,-25.2,5,249
54,37.1,-1.263865229110512,-31.36,6,249
55,44.3,-1.3019774266365687,-37.52,7,249
56,51.4,-1.3398249027237354,-43.68,8,249
57,3.1,2.143548387096774,-7.640000000000001,1,251
58,5.05,2.1534653465346536,-12.44,2,251
59,8.85,2.173446327683616,-21.8,3,251
60,12.25,2.190612244897959,-30.16,4,251
61,29.9,2.2811839464882944,-73.88,5,251
62,37.1,2.3184150943396222,-91.84,6,251
63,44.3,2.3559774266365685,-109.96000000000001,7,251
64,51.4,2.3932957198443576,-128.,8,251
65,3.1,2.3306451612903225,3.2,1,296
66,5.05,2.3089108910891087,5.24,2,296
67,8.85,2.2666666666666666,9.16,3,296
68,12.25,2.2293877551020405,12.72,4,296
69,29.9,2.030448160535117,31.52,5,296
70,37.1,1.9455148247978433,39.52,6,296
71,44.3,1.8576433408577877,47.84,7,296
72,51.4,1.765817120622568,56.480000000000004,8,296
73,3.1,1.8338709677419356,-1.68,1,297
74,5.05,1.8465346534653466,-2.7600000000000002,2,297
75,8.85,1.869491525423729,-4.8,3,297
76,12.25,1.8902040816326529,-6.68,4,297
77,29.9,1.9979264214046821,-16.36,5,297
78,37.1,2.0422911051212935,-20.36,6,297
79,44.3,2.087507900677201,-24.400000000000002,7,297
80,51.4,2.1322762645914395,-28.400000000000002,8,297
81,3.1,-2.8725806451612903,-10.48,1,300
82,5.05,-2.9158415841584158,-17.12,2,300
83,8.85,-3.0005649717514125,-30.12,3,300
84,12.25,-3.077551020408163,-41.96,4,300
85,29.9,2.7580936454849496,-110.48,5,300
86,37.1,2.518840970350404,-147.12,6,300
87,3.1,-0.49193548387096775,-4.68,1,301
88,5.05,-0.4613861386138614,-7.640000000000001,2,301
89,8.85,-0.4033898305084746,-13.44,3,301
90,12.25,-0.3510204081632653,-18.64,4,301
91,29.9,-0.06640802675585283,-47.,5,301
92,37.1,0.0614932614555256,-59.68,6,301
93,44.3,0.2014672686230248,-73.60000000000001,7,301
94,51.4,0.36017509727626457,-89.36,8,301
95,3.1,2.446774193548387,1.2,1,303
96,5.05,2.413861386138614,1.92,2,303
97,8.85,2.3502824858757063,3.4,3,303
98,12.25,2.2922448979591836,4.68,4,303
99,29.9,1.9734782608695651,11.92,5,303
100,37.1,1.8274770889487868,15.24,6,303
101,44.3,1.6610880361173812,19.,7,303
102,3.1,-0.6064516129032258,2.2800000000000002,1,304
103,5.05,-0.5702970297029704,3.72,2,304
104,8.85,-0.49887005649717514,6.5200000000000005,3,304
105,12.25,-0.4351020408163265,9.040000000000001,4,304
106,29.9,-0.0785752508361204,23.2,5,304
107,37.1,0.09063611859838273,29.92,6,304
108,44.3,0.29364334085778776,38.,7,304
109,3.1,-0.20967741935483872,-10.6,1,331
110,5.05,-0.1891089108910891,-17.32,2,331
111,8.85,-0.14858757062146893,-30.36,3,331
112,12.25,-0.11224489795918366,-42.08,4,331
113,29.9,0.07937123745819398,-104.16,5,331
114,37.1,0.16101886792452827,-130.56,6,331
115,44.3,0.24506094808126408,-157.88,7,331
116,51.4,0.3327237354085603,-186.08,8,331
117,3.1,0.5967741935483871,-3.12,1,334
118,5.05,0.6138613861386139,-5.08,2,334
119,8.85,0.648587570621469,-8.92,3,334
120,12.25,0.6799999999999999,-12.32,4,334
121,29.9,0.8448829431438126,-30.44,5,334
122,37.1,0.9141509433962263,-38.04,6,334
123,44.3,0.9851557562076748,-45.84,7,334
124,51.4,1.0577704280155642,-53.800000000000004,8,334
125,3.1,-2.7419354838709675,10.56,1,336
126,5.05,-2.7514851485148517,17.240000000000002,2,336
127,8.85,-2.7689265536723164,30.2,3,336
128,12.25,-2.784489795918367,41.800000000000004,4,336
129,29.9,-2.866916387959866,102.28,5,336
130,37.1,-2.900630727762803,127.16,6,336
131,44.3,-2.9346681715575618,152.16,7,336
132,51.4,-2.9683852140077818,177.,8,336
133,3.1,-2.4725806451612904,8.52,1,376
134,5.05,-2.4217821782178217,13.92,2,376
135,8.85,-2.3214689265536723,24.52,3,376
136,12.25,-2.229795918367347,34.24,4,376
137,29.9,-1.6642943143812707,94.08,5,376
138,37.1,-1.2519514824797842,137.64000000000001,6,376
139,3.1,-2.456451612903226,0.76,1,482
140,5.05,-2.4613861386138614,1.24,2,482
141,8.85,-2.471186440677966,2.16,3,482
142,12.25,-2.48,3.,4,482
143,29.9,-2.5257792642140466,7.36,5,482
144,37.1,-2.544409703504043,9.120000000000001,6,482
145,44.3,-2.563124153498871,10.92,7,482
146,51.4,-2.5816848249027236,12.68,8,482
147,3.1,-2.0387096774193547,0.52,1,483
148,5.05,-2.0316831683168317,0.84,2,483
149,8.85,-2.0192090395480227,1.44,3,483
150,12.25,-2.007755102040816,2.,4,483
151,29.9,-1.9477792642140468,4.92,5,483
152,37.1,-1.9233369272237193,6.12,6,483
153,44.3,-1.8987042889390517,7.32,7,483
154,51.4,-1.8743657587548637,8.52,8,483
155,3.1,1.2758064516129033,4.4,1,652
156,5.05,1.2792079207920792,7.2,2,652
157,8.85,1.2841807909604521,12.6,3,652
158,12.25,1.2889795918367346,17.44,4,652
159,29.9,1.3139464882943144,42.52,5,652
160,37.1,1.3241671159029649,52.800000000000004,6,652
161,44.3,1.3343656884875845,63.04,7,652
162,51.4,1.3444552529182878,73.16,8,652
163,3.1,-0.6516129032258065,7.68,1,659
164,5.05,-0.6900990099009902,12.52,2,659
165,8.85,-0.764406779661017,22.04,3,659
166,12.25,-0.8322448979591835,30.64,4,659
167,29.9,-1.2113779264214046,79.04,5,659
168,37.1,-1.396840970350404,102.64,6,659
169,44.3,-1.6293137697516928,132.24,7,659
170,3.1,2.52258064516129,13.120000000000001,1,693
171,5.05,2.5514851485148515,21.400000000000002,2,693
172,8.85,2.6084745762711865,37.6,3,693
173,12.25,2.6599999999999997,52.2,4,693
174,29.9,2.938782608695652,131.32,5,693
175,37.1,3.0630242587601075,166.6,6,693
176,44.3,-3.084559819413092,205.08,7,693
177,51.4,-2.932533073929961,248.24,8,693
178,3.1,2.445161290322581,4.72,1,694
179,5.05,2.4415841584158415,7.68,2,694
180,8.85,2.433898305084746,13.44,3,694
181,12.25,2.427755102040816,18.64,4,694
182,29.9,2.3938729096989966,45.480000000000004,5,694
183,37.1,2.3800916442048514,56.480000000000004,6,694
184,44.3,2.366261851015801,67.44,7,694
185,51.4,2.352614785992218,78.28,8,694
186,3.1,-0.5,11.84,1,794
187,5.05,-0.49207920792079207,19.28,2,794
188,8.85,-0.4768361581920904,33.8,3,794
189,12.25,-0.4624489795918367,46.76,4,794
190,29.9,-0.3878729096989966,114.44,5,794
191,37.1,-0.35759568733153635,142.20000000000002,6,794
192,44.3,-0.3267223476297968,170.08,7,794
193,51.4,-0.2964747081712062,197.72,8,794
194,3.1,1.617741935483871,18.240000000000002,1,795
195,5.05,1.608910891089109,29.72,2,795
196,8.85,1.5915254237288137,52.08,3,795
197,12.25,1.5759183673469386,72.08,4,795
198,29.9,1.4934983277591973,176.44,5,795
199,37.1,1.4596172506738543,219.32,6,795
200,44.3,1.4255440180586907,262.44,7,795
201,51.4,1.3916848249027236,305.28000000000003,8,795
202,3.1,1.4,4.32,1,804
203,5.05,1.399009900990099,7.,2,804
204,8.85,1.3977401129943503,12.280000000000001,3,804
205,12.25,1.3963265306122448,17.04,4,804
206,29.9,1.3886555183946487,41.56,5,804
207,37.1,1.3855687331536386,51.56,6,804
208,44.3,1.3824875846501128,61.56,7,804
209,51.4,1.3795136186770427,71.44,8,804
210,3.1,1.1887096774193548,4.84,1,805
211,5.05,1.191089108910891,7.92,2,805
212,8.85,1.197175141242938,13.88,3,805
213,12.25,1.2028571428571428,19.2,4,805
214,29.9,1.2317324414715718,46.88,5,805
215,37.1,1.243520215633423,58.2,6,805
216,44.3,1.255237020316027,69.48,7,805
217,51.4,1.266863813229572,80.64,8,805
218,3.1,1.2435483870967743,5.12,1,806
219,5.05,1.2415841584158416,8.32,2,806
220,8.85,1.2378531073446328,14.56,3,806
221,12.25,1.2342857142857142,20.16,4,806
222,29.9,1.2176321070234113,49.2,5,806
223,37.1,1.2108032345013475,61.04,6,806
224,44.3,1.2039683972911963,72.92,7,806
225,51.4,1.1971439688715952,84.60000000000001,8,806
226,3.1,1.367741935483871,4.28,1,810
227,5.05,1.3841584158415843,7.,2,810
228,8.85,1.4152542372881356,12.24,3,810
229,12.25,1.4436734693877549,16.96,4,810
230,29.9,1.5925418060200667,41.800000000000004,5,810
231,37.1,1.6543611859838272,52.160000000000004,6,810
232,44.3,1.7181896162528214,62.76,7,810
233,51.4,1.7820233463035018,73.44,8,810
234,3.1,1.4838709677419355,7.68,1,812
235,5.05,1.4712871287128713,12.52,2,812
236,8.85,1.4491525423728815,21.92,3,812
237,12.25,1.4289795918367345,30.36,4,812
238,29.9,1.3237257525083612,74.4,5,812
239,37.1,1.280086253369272,92.60000000000001,6,812
240,44.3,1.2364334085778779,110.96000000000001,7,812
241,51.4,1.1923151750972762,129.28,8,812
242,3.1,1.1048387096774193,5.5200000000000005,1,816
243,5.05,1.106930693069307,8.96,2,816
244,8.85,1.111864406779661,15.72,3,816
245,12.25,1.1159183673469386,21.76,4,816
246,29.9,1.137123745819398,53.08,5,816
247,37.1,1.1457358490566036,65.88,6,816
248,44.3,1.1543882618510157,78.64,7,816
249,51.4,1.1628793774319066,91.28,8,816
250,3.1,1.5419354838709678,5.4,1,820
251,5.05,1.5326732673267327,8.76,2,820
252,8.85,1.5152542372881357,15.36,3,820
253,12.25,1.4995918367346937,21.28,4,820
254,29.9,1.4187892976588627,52.08,5,820
255,37.1,1.3855687331536386,64.72,6,820
256,44.3,1.3521715575620765,77.44,7,820
257,51.4,1.3189221789883268,90.08,8,820
258,3.1,1.1935483870967742,5.72,1,821
259,5.05,1.199009900990099,9.28,2,821
260,8.85,1.2112994350282487,16.28,3,821
261,12.25,1.2216326530612245,22.56,4,821
262,29.9,1.276876254180602,55.120000000000005,5,821
263,37.1,1.29933153638814,68.44,6,821
264,44.3,1.3218555304740405,81.8,7,821
265,51.4,1.3441906614785992,95.,8,821
266,3.1,0.8290322580645161,10.52,1,824
267,5.05,0.8396039603960396,17.16,2,824
268,8.85,0.8610169491525425,30.080000000000002,3,824
269,12.25,0.8799999999999999,41.64,4,824
270,29.9,0.9787224080267558,102.04,5,824
271,37.1,1.0194501347708893,126.96000000000001,6,824
272,44.3,1.0605237020316025,152.04,7,824
273,51.4,1.1015603112840466,177.08,8,824
274,3.1,2.174193548387097,2.8000000000000003,1,863
275,5.05,2.1623762376237625,4.5600000000000005,2,863
276,8.85,2.1384180790960454,8.040000000000001,3,863
277,12.25,2.117142857142857,11.120000000000001,4,863
278,29.9,2.005545150501672,27.240000000000002,5,863
279,37.1,1.9595363881401615,33.92,6,863
280,44.3,1.912672686230248,40.68,7,863
281,51.4,1.8660311284046691,47.4,8,863
282,3.1,3.075806451612903,3.24,1,864
283,5.05,3.0801980198019803,5.24,2,864
284,8.85,3.0875706214689265,9.200000000000001,3,864
285,12.25,3.093877551020408,12.76,4,864
286,29.9,3.1274314381270902,31.12,5,864
287,37.1,3.1410134770889484,38.64,6,864
288,44.3,-3.1283837471783293,46.160000000000004,7,864
289,51.4,-3.1149027237354083,53.56,8,864
290,3.1,1.729032258064516,4.5200000000000005,1,865
291,5.05,1.7831683168316832,7.36,2,865
292,8.85,1.8892655367231639,13.,3,865
293,12.25,1.986938775510204,18.16,4,865
294,29.9,2.60571906354515,51.,5,865
295,3.1,3.0838709677419356,2.64,1,868
296,5.05,3.0782178217821783,4.28,2,868
297,8.85,3.065536723163842,7.5200000000000005,3,868
298,12.25,3.054285714285714,10.4,4,868
299,29.9,2.9963210702341136,25.400000000000002,5,868
