particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
97.0,0.009,0.204,0.977,0.017,0.41,1.965,1.0,211.0,813.0,0.14,97.0
98.0,0.038,0.177,0.983,0.519,2.416,13.439,-1.0,-211.0,813.0,0.14,98.0
238.0,-0.727,0.596,0.014,-0.298,0.245,0.006,1.0,211.0,813.0,0.14,238.0
239.0,-0.438,0.787,-0.406,-0.4,0.718,-0.371,-1.0,-211.0,813.0,0.14,239.0
266.0,-0.049,0.541,0.774,-0.021,0.232,0.332,1.0,211.0,813.0,0.14,266.0
325.0,0.26,-0.31,-0.893,0.185,-0.22,-0.634,1.0,211.0,813.0,0.14,325.0
327.0,-0.4,-0.665,-0.01,-0.088,-0.147,-0.002,1.0,211.0,813.0,0.14,327.0
328.0,-0.596,0.33,-0.567,-0.18,0.099,-0.171,-1.0,-211.0,813.0,0.14,328.0
484.0,0.062,0.288,0.914,0.031,0.143,0.455,1.0,211.0,813.0,0.14,484.0
488.0,0.879,0.456,-0.106,1.371,0.711,-0.166,-1.0,-211.0,813.0,0.14,488.0
509.0,-0.194,0.181,0.964,-0.923,0.864,4.594,1.0,211.0,813.0,0.14,509.0
517.0,-0.333,0.194,-0.596,-0.233,0.136,-0.418,-1.0,-321.0,813.0,0.494,517.0
518.0,-0.67,-0.464,-0.528,-0.392,-0.272,-0.309,1.0,211.0,813.0,0.14,518.0
523.0,0.569,0.507,-0.544,0.801,0.714,-0.767,1.0,321.0,813.0,0.494,523.0
524.0,0.766,0.001,-0.619,0.619,0.001,-0.5,-1.0,-211.0,813.0,0.14,524.0
525.0,0.502,-0.137,0.325,0.314,-0.085,0.203,-1.0,-321.0,813.0,0.494,525.0
526.0,0.943,0.238,0.141,0.705,0.178,0.105,1.0,211.0,813.0,0.14,526.0
529.0,0.877,0.229,0.396,0.835,0.218,0.377,1.0,211.0,813.0,0.14,529.0
531.0,0.6,0.601,-0.171,0.167,0.168,-0.048,1.0,211.0,813.0,0.14,531.0
532.0,0.769,0.635,0.005,1.553,1.282,0.011,-1.0,-211.0,813.0,0.14,532.0
542.0,-0.555,0.601,0.522,-0.323,0.35,0.304,1.0,211.0,813.0,0.14,542.0
543.0,0.095,0.612,0.747,0.055,0.355,0.433,-1.0,-211.0,813.0,0.14,543.0
553.0,0.223,0.182,0.955,0.408,0.332,1.744,-1.0,-211.0,813.0,0.14,553.0
567.0,-0.22,0.056,0.96,-0.187,0.047,0.814,-1.0,-211.0,813.0,0.14,567.0
569.0,-0.872,-0.221,-0.351,-0.471,-0.119,-0.189,1.0,211.0,813.0,0.14,569.0
575.0,-0.094,0.197,0.975,-0.355,0.746,3.686,1.0,211.0,813.0,0.14,575.0
576.0,-0.184,0.249,0.941,-0.186,0.252,0.951,-1.0,-211.0,813.0,0.14,576.0
580.0,0.109,0.236,0.965,0.875,1.905,7.786,1.0,211.0,813.0,0.14,580.0
581.0,0.045,0.191,0.979,0.129,0.55,2.823,-1.0,-211.0,813.0,0.14,581.0
603.0,-0.351,0.031,-0.936,-10.847,0.953,-28.928,1.0,-11.0,813.0,0.001,603.0
607.0,0.409,-0.487,0.772,5.114,-6.084,9.647,-1.0,-211.0,813.0,0.14,607.0
