PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,919.218,653.08,-59.112,-406.145,500.0,1.0,1.0,133.0,1739.0
15.0,882.799,-651.275,-34.951,322.419,500.0,-1.0,1.0,133.0,1740.0
