"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,0.3564516129032258,-4.76,1,234
2,5.05,0.3603960396039604,-7.76,2,234
3,8.85,0.3694915254237288,-13.6,3,234
4,12.25,0.37795918367346937,-18.8,4,234
5,29.9,0.4200535117056856,-45.92,5,234
6,37.1,0.4373261455525606,-57.04,6,234
7,44.3,0.4546636568848758,-68.12,7,234
8,51.4,0.4717665369649805,-79.12,8,234
9,3.1,-0.020967741935483872,-15.92,1,235
10,5.05,-0.027722772277227723,-25.92,2,235
11,8.85,-0.04067796610169492,-45.44,3,235
12,12.25,-0.05224489795918367,-62.88,4,235
13,29.9,-0.1131438127090301,-153.76,5,235
14,37.1,-0.13819946091644203,-190.96,6,235
15,44.3,-0.1630925507900677,-228.28,7,235
16,51.4,-0.1879260700389105,-265.2,8,235
17,3.1,1.132258064516129,-4.2,1,237
18,5.05,1.1396039603960397,-6.88,2,237
19,8.85,1.1559322033898305,-12.040000000000001,3,237
20,12.25,1.1702040816326529,-16.64,4,237
21,29.9,1.244809364548495,-40.76,5,237
22,37.1,1.2754123989218327,-50.64,6,237
23,44.3,1.306198645598194,-60.56,7,237
24,51.4,1.336715953307393,-70.4,8,237
25,3.1,0.853225806451613,-5.44,1,239
26,5.05,0.8554455445544554,-8.88,2,239
27,8.85,0.86045197740113,-15.56,3,239
28,12.25,0.8653061224489795,-21.52,4,239
29,29.9,0.8892307692307692,-52.52,5,239
30,37.1,0.8990296495956872,-65.2,6,239
31,44.3,0.9088668171557561,-77.84,7,239
32,51.4,0.9185291828793773,-90.36,8,239
33,3.1,2.8838709677419354,-1.8800000000000001,1,246
34,5.05,2.873267326732673,-3.04,2,246
35,8.85,2.8531073446327686,-5.32,3,246
36,12.25,2.83469387755102,-7.36,4,246
37,29.9,2.738535117056856,-18.04,5,246
38,37.1,2.6990134770889482,-22.44,6,246
39,44.3,2.65913769751693,-26.88,7,246
40,51.4,2.619190661478599,-31.32,8,246
41,3.1,-1.7919354838709678,-1.32,1,248
42,5.05,-1.795049504950495,-2.16,2,248
43,8.85,-1.802824858757062,-3.7600000000000002,3,248
44,12.25,-1.8089795918367346,-5.2,4,248
45,29.9,-1.8422541806020065,-12.68,5,248
46,37.1,-1.85588679245283,-15.76,6,248
47,44.3,-1.8695395033860043,-18.8,7,248
48,51.4,-1.882964980544747,-21.84,8,248
49,3.1,-1.7903225806451613,2.2800000000000002,1,250
50,5.05,-1.7841584158415842,3.68,2,250
51,8.85,-1.7728813559322034,6.48,3,250
52,12.25,-1.7628571428571427,8.96,4,250
53,29.9,-1.7104615384615383,21.88,5,250
54,37.1,-1.689185983827493,27.16,6,250
55,44.3,-1.6675349887133182,32.480000000000004,7,250
56,51.4,-1.6463540856031127,37.72,8,250
57,3.1,-2.314516129032258,17.84,1,253
58,5.05,-2.2564356435643567,29.12,2,253
59,8.85,-2.1429378531073446,51.44,3,253
60,12.25,-2.0383673469387755,72.,4,253
61,29.9,-1.3429431438127089,209.,5,253
62,3.1,-1.5725806451612903,-10.6,1,265
63,5.05,-1.5841584158415842,-17.240000000000002,2,265
64,8.85,-1.6067796610169491,-30.240000000000002,3,265
65,12.25,-1.6261224489795916,-41.88,4,265
66,29.9,-1.7292240802675585,-102.68,5,265
67,37.1,-1.7714824797843662,-127.76,6,265
68,44.3,-1.8145101580135439,-153.08,7,265
69,51.4,-1.8571673151750971,-178.32,8,265
70,3.1,-1.5338709677419355,15.96,1,269
71,5.05,-1.5207920792079208,26.,2,269
72,8.85,-1.4966101694915255,45.6,3,269
73,12.25,-1.4742857142857142,63.160000000000004,4,269
74,29.9,-1.3592040133779264,154.96,5,269
75,37.1,-1.3117951482479782,192.96,6,269
76,44.3,-1.263295711060948,231.4,7,269
77,51.4,-1.2154007782101166,269.84000000000003,8,269
78,3.1,-0.2645161290322581,-5.48,1,394
79,5.05,-0.25742574257425743,-8.88,2,394
80,8.85,-0.24463276836158193,-15.6,3,394
81,12.25,-0.233469387755102,-21.6,4,394
82,29.9,-0.17500334448160534,-52.76,5,394
83,37.1,-0.15102964959568732,-65.52,6,394
84,44.3,-0.1269435665914221,-78.32000000000001,7,394
85,51.4,-0.10319066147859922,-91.,8,394
86,3.1,1.3935483870967742,-11.08,1,428
87,5.05,1.3831683168316833,-18.080000000000002,2,428
88,8.85,1.3621468926553673,-31.68,3,428
89,12.25,1.3432653061224489,-43.84,4,428
90,29.9,1.2459464882943143,-107.44,5,428
91,37.1,1.2057628032345011,-133.64000000000001,6,428
92,44.3,1.1653634311512413,-160.08,7,428
93,51.4,1.1247120622568092,-186.4,8,428
94,3.1,-0.2854838709677419,-10.32,1,430
95,5.05,-0.2702970297029703,-16.8,2,430
96,8.85,-0.2401129943502825,-29.48,3,430
97,12.25,-0.21346938775510202,-40.84,4,430
98,29.9,-0.07209364548494983,-100.44,5,430
99,37.1,-0.013380053908355793,-125.28,6,430
100,44.3,0.046663656884875844,-150.6,7,430
101,51.4,0.10722568093385214,-176.12,8,430
102,3.1,0.7612903225806451,-7.04,1,460
103,5.05,0.7534653465346535,-11.48,2,460
104,8.85,0.7389830508474576,-20.12,3,460
105,12.25,0.7257142857142856,-27.84,4,460
106,29.9,0.6570301003344481,-68.08,5,460
107,37.1,0.6288625336927223,-84.60000000000001,6,460
108,44.3,0.6004875846501128,-101.16,7,460
109,51.4,0.5723774319066147,-117.60000000000001,8,460
110,3.1,2.532258064516129,-13.64,1,461
111,5.05,2.5584158415841585,-22.240000000000002,2,461
112,8.85,2.6084745762711865,-39.04,3,461
113,12.25,2.654285714285714,-54.160000000000004,4,461
114,29.9,2.8983010033444816,-135.36,5,461
115,37.1,3.0047385444743933,-170.76,6,461
116,44.3,3.118022573363431,-208.44,7,461
117,51.4,-3.0427354085603113,-248.96,8,461
118,3.1,0.8080645161290323,-7.5200000000000005,1,464
119,5.05,0.7980198019801981,-12.24,2,464
120,8.85,0.7785310734463277,-21.48,3,464
121,12.25,0.7612244897959183,-29.72,4,464
122,29.9,0.6693110367892976,-72.8,5,464
123,37.1,0.6317035040431266,-90.52,6,464
124,44.3,0.5935801354401805,-108.36,7,464
125,51.4,0.5557081712062256,-126.16,8,464
126,3.1,3.0709677419354837,-2.8000000000000003,1,469
127,5.05,3.0851485148514852,-4.5600000000000005,2,469
128,8.85,3.114689265536723,-8.,3,469
129,12.25,3.140816326530612,-11.120000000000001,4,469
130,29.9,-3.004394648829431,-27.32,5,469
131,37.1,-2.946819407008086,-34.08,6,469
132,44.3,-2.8885417607223474,-40.92,7,469
133,51.4,-2.829408560311284,-47.84,8,469
134,3.1,2.7225806451612904,-2.32,1,470
135,5.05,2.710891089108911,-3.7600000000000002,2,470
136,8.85,2.688135593220339,-6.6000000000000005,3,470
137,12.25,2.6681632653061222,-9.120000000000001,4,470
138,29.9,2.562622073578595,-22.400000000000002,5,470
139,37.1,2.5189326145552555,-27.84,6,470
140,44.3,2.4748623024830696,-33.36,7,470
141,51.4,2.4309338521400776,-38.88,8,470
142,3.1,-1.8161290322580645,-0.88,1,472
143,5.05,-1.807920792079208,-1.44,2,472
