val_loss,eff,pur,current_lr,epoch,step,train_loss
0.009362589567899704,0.9898017048835754,0.011606622487306595,0.0001250000059371814,0,69,
,,,,0,69,0.010683879256248474
0.005921254865825176,0.9481359720230103,0.041992004960775375,0.0002500000118743628,1,139,
,,,,1,139,0.00952189415693283
0.005066802725195885,0.948167622089386,0.06003161147236824,0.00037500003236345947,2,209,
,,,,2,209,0.009294305928051472
0.004798658192157745,0.9423450231552124,0.091935895383358,0.0003499999875202775,3,279,
,,,,3,279,0.009100101888179779
0.004861905239522457,0.958533525466919,0.07878979295492172,0.0006249999278225005,4,349,
,,,,4,349,0.008990034461021423
0.004756718408316374,0.9592124223709106,0.08996333926916122,0.0007500000647269189,5,419,
,,,,5,419,0.008987197652459145
0.004667995497584343,0.9643828868865967,0.08569091558456421,0.0008749999688006938,6,489,
,,,,6,489,0.008906617760658264
0.0046204254031181335,0.9728273153305054,0.09306923300027847,0.000699999975040555,7,559,
,,,,7,559,0.008860656060278416
0.00457328325137496,0.9598798155784607,0.1053246557712555,0.000699999975040555,8,629,
,,,,8,629,0.008676715195178986
0.004598725587129593,0.9715770483016968,0.09407748281955719,0.000699999975040555,9,699,
,,,,9,699,0.008638381026685238
0.004555549006909132,0.9679791927337646,0.09882408380508423,0.000699999975040555,10,769,
,,,,10,769,0.008676080964505672
0.004524210002273321,0.9753496050834656,0.11258616298437119,0.0004900000058114529,11,839,
,,,,11,839,0.008529306389391422
0.004484445787966251,0.9715574979782104,0.12373358011245728,0.0004900000058114529,12,909,
,,,,12,909,0.00840179342776537
0.004538563545793295,0.973206102848053,0.1023925244808197,0.0004900000058114529,13,979,
,,,,13,979,0.008501943200826645
0.004601975437253714,0.9517248272895813,0.12333963066339493,0.0004900000058114529,14,1049,
,,,,14,1049,0.00842505693435669
0.0045354957692325115,0.9741462469100952,0.1100754588842392,0.0003430000215303153,15,1119,
,,,,15,1119,0.008366965688765049
0.004461078904569149,0.971485435962677,0.14051483571529388,0.0003430000215303153,16,1189,
,,,,16,1189,0.008227989077568054
0.00441956939175725,0.9640820026397705,0.12744832038879395,0.0003430000215303153,17,1259,
,,,,17,1259,0.008530331775546074
0.004499233327805996,0.9696434736251831,0.13755378127098083,0.0003430000215303153,18,1329,
,,,,18,1329,0.008372537791728973
0.00442533940076828,0.9755545258522034,0.13229219615459442,0.00024009998014662415,19,1399,
,,,,19,1399,0.008175891824066639
0.004470755811780691,0.9806925654411316,0.11842112243175507,0.00024009998014662415,20,1469,
,,,,20,1469,0.008154710754752159
0.004381646867841482,0.9735896587371826,0.15339362621307373,0.00024009998014662415,21,1539,
,,,,21,1539,0.008144460618495941
0.004484302364289761,0.9699742197990417,0.14617131650447845,0.00024009998014662415,22,1609,
,,,,22,1609,0.00810335110872984
0.0044025215320289135,0.9631434082984924,0.17136487364768982,0.0001680699788266793,23,1679,
,,,,23,1679,0.008013328537344933
0.0042952075600624084,0.9733619093894958,0.18325833976268768,0.0001680699788266793,24,1749,
,,,,24,1749,0.007814494892954826
0.004246929194778204,0.9776610136032104,0.1723884493112564,0.0001680699788266793,25,1819,
,,,,25,1819,0.00768430158495903
0.004248862154781818,0.9790569543838501,0.16360968351364136,0.0001680699788266793,26,1889,
,,,,26,1889,0.0077963294461369514
0.004233718384057283,0.9762263298034668,0.17551815509796143,0.00011764898954425007,27,1959,
,,,,27,1959,0.007791711483150721
0.0041503277607262135,0.9629651308059692,0.2007121741771698,0.00011764898954425007,28,2029,
,,,,28,2029,0.007561916951090097
0.004052726551890373,0.9776880145072937,0.19156043231487274,0.00011764898954425007,29,2099,
,,,,29,2099,0.007570142392069101
