"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-0.20483870967741935,-6.,1,84
2,5.05,-0.2198019801980198,-9.8,2,84
3,8.85,-0.2514124293785311,-17.16,3,84
4,12.25,-0.2791836734693877,-23.8,4,84
5,29.9,-0.4261939799331103,-58.56,5,84
6,37.1,-0.4875471698113207,-73.08,6,84
7,44.3,-0.550139954853273,-87.88,7,84
8,51.4,-0.6133891050583657,-102.84,8,84
9,3.1,2.8725806451612903,2.84,1,88
10,5.05,2.8633663366336632,4.64,2,88
11,8.85,2.8468926553672316,8.120000000000001,3,88
12,12.25,2.8326530612244896,11.24,4,88
13,29.9,2.7563879598662204,27.560000000000002,5,88
14,37.1,2.7252237196765496,34.24,6,88
15,44.3,2.693828442437923,40.96,7,88
16,51.4,2.6625836575875486,47.6,8,88
17,3.1,1.617741935483871,-2.7600000000000002,1,138
18,5.05,1.6,-4.48,2,138
19,8.85,1.5627118644067797,-7.88,3,138
20,12.25,1.5293877551020407,-10.92,4,138
21,29.9,1.3544280936454849,-27.,5,138
22,37.1,1.2802695417789756,-33.8,6,138
23,44.3,1.2047358916478554,-40.76,7,138
24,51.4,1.1263657587548637,-47.92,8,138
25,3.1,-1.4080645161290322,-1.44,1,139
26,5.05,-1.3524752475247526,-2.4,2,139
27,8.85,-1.2429378531073447,-4.2,3,139
28,12.25,-1.1428571428571428,-5.88,4,139
29,29.9,-0.4921471571906354,-16.72,5,139
30,3.1,1.5758064516129031,7.16,1,146
31,5.05,1.602970297029703,11.68,2,146
32,8.85,1.6542372881355933,20.52,3,146
33,12.25,1.7004081632653059,28.44,4,146
34,29.9,1.9482341137123744,71.16,5,146
35,37.1,2.0566792452830187,89.8,6,146
36,44.3,2.1723160270880357,109.72,7,146
37,51.4,2.2970505836575876,131.2,8,146
38,3.1,-0.40161290322580645,-0.88,1,348
39,5.05,-0.41287128712871285,-1.44,2,348
40,8.85,-0.43276836158192095,-2.56,3,348
41,12.25,-0.4510204081632653,-3.52,4,348
42,29.9,-0.545819397993311,-8.68,5,348
43,37.1,-0.5848733153638813,-10.8,6,348
44,44.3,-0.6242799097065462,-12.92,7,348
45,51.4,-0.6635291828793773,-15.040000000000001,8,348
46,3.1,-0.0064516129032258064,-15.52,1,365
47,5.05,0.0039603960396039604,-25.28,2,365
48,8.85,0.024858757062146894,-44.28,3,365
49,12.25,0.0436734693877551,-61.32,4,365
50,29.9,0.14100334448160534,-150.24,5,365
51,37.1,0.18118059299191372,-186.88,6,365
52,44.3,0.22165237020316025,-223.84,7,365
53,51.4,0.26207782101167315,-260.64,8,365
54,3.1,-1.235483870967742,-5.72,1,366
55,5.05,-1.2495049504950495,-9.32,2,366
56,8.85,-1.2779661016949153,-16.36,3,366
57,12.25,-1.303673469387755,-22.68,4,366
58,29.9,-1.437096989966555,-55.72,5,366
59,37.1,-1.4924258760107814,-69.44,6,366
60,44.3,-1.5489571106094806,-83.44,7,366
61,51.4,-1.6057392996108948,-97.48,8,366
62,3.1,-0.5306451612903226,-3.16,1,368
63,5.05,-0.5257425742574258,-5.16,2,368
64,8.85,-0.516949152542373,-9.,3,368
65,12.25,-0.5081632653061224,-12.48,4,368
66,29.9,-0.4642876254180602,-30.48,5,368
67,37.1,-0.4463072776280323,-37.84,6,368
68,44.3,-0.42826185101580133,-45.2,7,368
69,51.4,-0.4104474708171206,-52.480000000000004,8,368
70,3.1,-0.7661290322580645,-3.36,1,372
71,5.05,-0.7623762376237624,-5.48,2,372
72,8.85,-0.7548022598870057,-9.56,3,372
73,12.25,-0.7481632653061224,-13.24,4,372
74,29.9,-0.7135451505016722,-32.36,5,372
75,37.1,-0.6993369272237195,-40.160000000000004,6,372
76,44.3,-0.6850654627539503,-47.96,7,372
77,51.4,-0.6710700389105058,-55.68,8,372
78,3.1,-0.3467741935483871,-14.96,1,373
79,5.05,-0.3693069306930693,-24.36,2,373
80,8.85,-0.4129943502824859,-42.72,3,373
81,12.25,-0.45183673469387753,-59.24,4,373
82,29.9,-0.6588494983277592,-147.,5,373
83,37.1,-0.7471752021563342,-184.56,6,373
84,44.3,-0.8395620767494356,-223.72,7,373
85,51.4,-0.9360583657587548,-264.52,8,373
86,3.1,-1.0661290322580645,-4.,1,374
87,5.05,-1.0613861386138614,-6.48,2,374
88,8.85,-1.0508474576271187,-11.4,3,374
89,12.25,-1.0420408163265305,-15.76,4,374
90,29.9,-0.9943010033444816,-38.480000000000004,5,374
91,37.1,-0.9748194070080861,-47.800000000000004,6,374
92,44.3,-0.9552234762979683,-57.120000000000005,7,374
93,51.4,-0.9359260700389105,-66.32000000000001,8,374
94,3.1,2.1129032258064515,2.64,1,382
95,5.05,2.125742574257426,4.32,2,382
96,8.85,2.1497175141242937,7.5600000000000005,3,382
97,12.25,2.1714285714285713,10.44,4,382
98,29.9,2.2848227424749163,25.64,5,382
99,37.1,2.3316118598382745,31.88,6,382
100,44.3,2.3792325056433405,38.24,7,382
101,51.4,2.4267665369649802,44.6,8,382
102,3.1,0.7338709677419355,6.12,1,385
103,5.05,0.7237623762376237,9.96,2,385
104,8.85,0.7033898305084746,17.44,3,385
105,12.25,0.6848979591836734,24.16,4,385
106,29.9,0.5889163879598662,59.160000000000004,5,385
107,37.1,0.5494070080862533,73.56,6,385
108,44.3,0.5095395033860045,88.12,7,385
109,51.4,0.4699143968871595,102.60000000000001,8,385
110,3.1,-0.6451612903225806,14.120000000000001,1,408
111,5.05,-0.6336633663366337,22.96,2,408
112,8.85,-0.6084745762711865,40.28,3,408
113,12.25,-0.5865306122448979,55.800000000000004,4,408
114,29.9,-0.47111036789297656,136.88,5,408
115,37.1,-0.42330458221024253,170.44,6,408
116,44.3,-0.3749977426636568,204.4,7,408
117,51.4,-0.3266381322957198,238.4,8,408
118,3.1,-3.129032258064516,12.,1,409
119,5.05,3.133663366336634,19.56,2,409
120,8.85,3.0937853107344635,34.32,3,409
121,12.25,3.057551020408163,47.56,4,409
