PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,821.71,-105.681,639.523,-71.068,500.0,1.0,1.0,734.0,1776.0
15.0,1534.473,121.288,-708.309,-1260.236,500.0,-1.0,1.0,734.0,1777.0
