PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,592.368,73.276,287.947,-112.324,500.0,1.0,1.0,555.0,1619.0
15.0,687.592,14.055,-232.682,410.42,500.0,-1.0,1.0,555.0,1620.0
