PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,944.916,-540.365,-167.626,568.132,500.0,1.0,1.0,447.0,1848.0
15.0,1362.374,45.169,-272.219,1236.9,500.0,-1.0,1.0,447.0,1849.0
