particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
91.0,-0.056,-0.262,0.95,-0.05,-0.231,0.838,1.0,211.0,304.0,0.14,91.0
94.0,0.01,0.404,0.9,0.008,0.346,0.772,1.0,211.0,304.0,0.14,94.0
178.0,-0.147,0.087,-0.974,-0.139,0.083,-0.925,1.0,211.0,304.0,0.14,178.0
197.0,0.884,-0.031,-0.347,0.396,-0.014,-0.155,-1.0,-211.0,304.0,0.14,197.0
212.0,0.807,-0.038,0.445,0.291,-0.014,0.16,-1.0,-211.0,304.0,0.14,212.0
215.0,0.153,-0.73,-0.634,0.104,-0.496,-0.431,-1.0,-211.0,304.0,0.14,215.0
230.0,0.201,0.509,-0.796,0.109,0.276,-0.432,-1.0,-211.0,304.0,0.14,230.0
232.0,-0.175,-0.894,0.355,-0.115,-0.587,0.233,-1.0,-211.0,304.0,0.14,232.0
233.0,0.504,-0.28,0.795,0.377,-0.209,0.594,1.0,211.0,304.0,0.14,233.0
256.0,0.245,0.78,-0.52,0.138,0.441,-0.294,1.0,211.0,304.0,0.14,256.0
342.0,-0.257,-0.036,-0.909,-0.11,-0.015,-0.389,-1.0,-211.0,304.0,0.14,342.0
413.0,-0.351,0.834,-0.357,-0.212,0.502,-0.215,-1.0,-211.0,304.0,0.14,413.0
414.0,0.506,-0.61,-0.436,0.166,-0.2,-0.143,1.0,211.0,304.0,0.14,414.0
423.0,0.137,-0.085,0.971,0.107,-0.067,0.759,-1.0,-211.0,304.0,0.14,423.0
427.0,0.197,-0.246,0.949,1.146,-1.434,5.532,-1.0,-211.0,304.0,0.14,427.0
432.0,-0.276,0.319,0.905,-0.648,0.751,2.128,-1.0,-211.0,304.0,0.14,432.0
453.0,0.348,-0.153,0.918,0.427,-0.188,1.126,-1.0,-211.0,304.0,0.14,453.0
459.0,-0.709,-0.128,-0.633,-0.351,-0.063,-0.313,1.0,211.0,304.0,0.14,459.0
460.0,0.673,-0.032,-0.71,0.462,-0.022,-0.487,-1.0,-211.0,304.0,0.14,460.0
471.0,-0.163,0.394,-0.84,-0.067,0.163,-0.348,-1.0,-211.0,304.0,0.14,471.0
497.0,-0.252,0.398,-0.851,-0.153,0.242,-0.517,1.0,211.0,304.0,0.14,497.0
498.0,-0.676,0.531,-0.152,-0.193,0.152,-0.043,-1.0,-211.0,304.0,0.14,498.0
500.0,-0.06,0.472,-0.871,-0.068,0.533,-0.983,1.0,211.0,304.0,0.14,500.0
503.0,0.28,-0.492,0.673,0.082,-0.144,0.197,1.0,211.0,304.0,0.14,503.0
520.0,-0.4,-0.084,0.877,-0.22,-0.046,0.483,1.0,211.0,304.0,0.14,520.0
523.0,0.153,0.138,0.953,0.096,0.087,0.601,1.0,211.0,304.0,0.14,523.0
524.0,0.633,0.586,0.291,0.214,0.198,0.098,1.0,211.0,304.0,0.14,524.0
546.0,0.43,0.783,-0.343,0.208,0.378,-0.166,1.0,211.0,304.0,0.14,546.0
550.0,0.181,0.239,0.945,0.192,0.255,1.005,1.0,211.0,304.0,0.14,550.0
551.0,-0.397,0.148,0.885,-0.286,0.107,0.638,-1.0,-211.0,304.0,0.14,551.0
569.0,-0.319,0.054,-0.931,-0.261,0.044,-0.762,-1.0,-211.0,304.0,0.14,569.0
618.0,0.114,0.457,-0.874,0.128,0.515,-0.985,1.0,211.0,304.0,0.14,618.0
619.0,-0.135,0.386,-0.886,-0.086,0.246,-0.563,-1.0,-211.0,304.0,0.14,619.0
627.0,0.116,-0.511,-0.84,0.114,-0.5,-0.822,1.0,211.0,304.0,0.14,627.0
633.0,0.122,-0.219,0.967,0.339,-0.607,2.676,-1.0,-211.0,304.0,0.14,633.0
637.0,0.165,-0.003,0.986,0.627,-0.01,3.739,1.0,211.0,304.0,0.14,637.0
645.0,0.251,-0.27,0.929,0.92,-0.992,3.409,-1.0,-211.0,304.0,0.14,645.0
647.0,0.115,-0.673,0.564,0.035,-0.203,0.17,1.0,211.0,304.0,0.14,647.0
648.0,0.042,0.295,0.94,0.035,0.246,0.787,-1.0,-211.0,304.0,0.14,648.0
650.0,0.457,0.133,0.875,0.742,0.217,1.422,1.0,211.0,304.0,0.14,650.0
884.0,-0.256,-0.023,-0.957,-0.26,-0.023,-0.975,1.0,211.0,304.0,0.14,884.0
908.0,-0.058,0.373,0.922,-0.098,0.627,1.551,1.0,211.0,304.0,0.14,908.0
910.0,-0.427,0.328,0.841,-1.418,1.09,2.792,1.0,211.0,304.0,0.14,910.0
914.0,0.442,0.199,-0.75,0.486,0.218,-0.824,-1.0,-321.0,304.0,0.494,914.0
917.0,0.334,0.042,-0.933,0.372,0.047,-1.04,1.0,211.0,304.0,0.14,917.0
918.0,0.174,-0.178,-0.965,0.294,-0.301,-1.63,-1.0,-211.0,304.0,0.14,918.0
921.0,0.348,0.378,-0.853,0.543,0.592,-1.335,-1.0,-211.0,304.0,0.14,921.0
922.0,-0.024,-0.301,-0.732,-0.019,-0.243,-0.591,1.0,321.0,304.0,0.494,922.0
934.0,-0.52,-0.714,-0.302,-0.202,-0.278,-0.118,-1.0,-211.0,304.0,0.14,934.0
937.0,0.391,-0.681,0.528,0.168,-0.293,0.227,1.0,211.0,304.0,0.14,937.0
939.0,-0.552,-0.692,0.462,-1.347,-1.69,1.127,-1.0,-211.0,304.0,0.14,939.0
943.0,-0.632,0.149,0.687,-0.271,0.064,0.295,1.0,211.0,304.0,0.14,943.0
944.0,-0.58,-0.786,0.185,-0.759,-1.029,0.242,-1.0,-211.0,304.0,0.14,944.0
947.0,-0.413,0.39,0.675,-0.123,0.116,0.2,1.0,211.0,304.0,0.14,947.0
952.0,-0.254,0.108,0.956,-0.344,0.147,1.296,1.0,211.0,304.0,0.14,952.0
