particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
86.0,0.218,-0.306,-0.919,0.255,-0.358,-1.077,1.0,211.0,861.0,0.14,86.0
155.0,-0.022,0.244,0.931,-0.011,0.126,0.479,-1.0,-211.0,861.0,0.14,155.0
156.0,-0.043,0.157,0.979,-0.05,0.182,1.135,1.0,211.0,861.0,0.14,156.0
193.0,0.589,-0.443,-0.599,0.934,-0.703,-0.95,-1.0,-321.0,861.0,0.494,193.0
194.0,0.886,-0.157,0.115,0.293,-0.052,0.038,1.0,211.0,861.0,0.14,194.0
237.0,-0.435,0.097,0.868,-0.278,0.062,0.556,-1.0,-211.0,861.0,0.14,237.0
239.0,0.04,0.213,0.976,0.16,0.85,3.888,-1.0,-211.0,861.0,0.14,239.0
241.0,0.099,0.437,0.841,0.046,0.2,0.386,1.0,211.0,861.0,0.14,241.0
242.0,-0.616,0.414,0.668,-1.36,0.914,1.475,-1.0,-211.0,861.0,0.14,242.0
376.0,-0.101,0.345,0.258,-0.056,0.19,0.142,-1.0,-321.0,861.0,0.494,376.0
377.0,-0.914,-0.038,-0.215,-0.372,-0.015,-0.088,1.0,211.0,861.0,0.14,377.0
378.0,-0.863,-0.294,0.203,-0.339,-0.116,0.08,-1.0,-211.0,861.0,0.14,378.0
397.0,0.069,-0.166,0.976,0.08,-0.192,1.128,-1.0,-211.0,861.0,0.14,397.0
400.0,0.013,0.336,0.94,0.03,0.778,2.175,-1.0,-211.0,861.0,0.14,400.0
405.0,-0.404,-0.191,0.843,-0.188,-0.089,0.393,1.0,211.0,861.0,0.14,405.0
465.0,0.234,0.371,-0.894,0.358,0.567,-1.367,1.0,211.0,861.0,0.14,465.0
552.0,-0.163,0.009,-0.985,-0.45,0.026,-2.725,1.0,211.0,861.0,0.14,552.0
556.0,-0.355,0.013,-0.928,-0.456,0.017,-1.194,-1.0,-211.0,861.0,0.14,556.0
558.0,0.194,-0.904,-0.336,0.149,-0.695,-0.259,1.0,211.0,861.0,0.14,558.0
559.0,0.506,0.304,-0.788,0.401,0.241,-0.625,-1.0,-211.0,861.0,0.14,559.0
