PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,540.947,-201.006,16.038,-44.311,500.0,1.0,1.0,798.0,1645.0
15.0,2084.609,386.109,54.126,-1985.846,500.0,-1.0,1.0,798.0,1646.0
