val_loss,eff,pur,current_lr,auc,epoch,step,train_loss
0.03566829860210419,1.0,1.0,0.00019999995129182935,0.0,0,70,
,,,,,0,70,0.16285906732082367
0.015790000557899475,1.0,1.0,0.0003999999025836587,0.0,1,141,
,,,,,1,141,0.023271776735782623
0.007221936713904142,1.0,1.0,0.0005999999702908099,0.0,2,212,
,,,,,2,212,0.010760149918496609
0.0035099713131785393,1.0,1.0,0.0007999998051673174,0.0,3,283,
,,,,,3,283,0.005050164647400379
0.0018917166162282228,1.0,1.0,0.0010000000474974513,0.0,4,354,
,,,,,4,354,0.0025792252272367477
0.0011205513728782535,1.0,1.0,0.0011999999405816197,0.0,5,425,
,,,,,5,425,0.0014563845470547676
0.0007163641275838017,1.0,1.0,0.0013999997172504663,0.0,6,496,
,,,,,6,496,0.0008960801642388105
0.00048638926818966866,1.0,1.0,0.0011199999134987593,0.0,7,567,
,,,,,7,567,0.0005903385463170707
0.00034648162545636296,1.0,1.0,0.0018000002019107342,0.0,8,638,
,,,,,8,638,0.0004105478001292795
0.0002565815520938486,1.0,1.0,0.0020000000949949026,0.0,9,709,
,,,,,9,709,0.0002981704310514033
0.00020061917894054204,1.0,1.0,0.0020000000949949026,0.0,10,780,
,,,,,10,780,0.0002269028191221878
0.00016299716662615538,1.0,1.0,0.0020000000949949026,0.0,11,851,
,,,,,11,851,0.00018087092030327767
0.00013617707008961588,1.0,1.0,0.0020000000949949026,0.0,12,922,
,,,,,12,922,0.0001490077847847715
0.00011625548359006643,1.0,1.0,0.0020000000949949026,0.0,13,993,
,,,,,13,993,0.00012584406067617238
0.00010098261554958299,1.0,1.0,0.0020000000949949026,0.0,14,1064,
,,,,,14,1064,0.00010838179150596261
8.901755791157484e-05,1.0,1.0,0.0013999997172504663,0.0,15,1135,
,,,,,15,1135,9.48245360632427e-05
8.205901394831017e-05,1.0,1.0,0.0013999997172504663,0.0,16,1206,
,,,,,16,1206,8.544768206775188e-05
7.597958028782159e-05,1.0,1.0,0.0013999997172504663,0.0,17,1277,
,,,,,17,1277,7.895864109741524e-05
7.066006219247356e-05,1.0,1.0,0.0013999997172504663,0.0,18,1348,
,,,,,18,1348,7.328041829168797e-05
6.599615153390914e-05,1.0,1.0,0.0013999997172504663,0.0,19,1419,
,,,,,19,1419,6.828061304986477e-05
6.182397191878408e-05,1.0,1.0,0.0013999997172504663,0.0,20,1490,
,,,,,20,1490,6.387504981830716e-05
5.8173274737782776e-05,1.0,1.0,0.0013999997172504663,0.0,21,1561,
,,,,,21,1561,5.9952944866381586e-05
5.4865322454134e-05,1.0,1.0,0.0013999997172504663,0.0,22,1632,
,,,,,22,1632,5.6457429309375584e-05
5.181066080695018e-05,1.0,1.0,0.0009800000116229057,0.0,23,1703,
,,,,,23,1703,5.331438296707347e-05
4.990336310584098e-05,1.0,1.0,0.0009800000116229057,0.0,24,1774,
,,,,,24,1774,5.087481622467749e-05
4.818977686227299e-05,1.0,1.0,0.0009800000116229057,0.0,25,1845,
,,,,,25,1845,4.902125510852784e-05
4.652088682632893e-05,1.0,1.0,0.0009800000116229057,0.0,26,1916,
,,,,,26,1916,4.73020518256817e-05
4.488178819883615e-05,1.0,1.0,0.0009800000116229057,0.0,27,1987,
,,,,,27,1987,4.568856820696965e-05
4.3421514419605955e-05,1.0,1.0,0.0009800000116229057,0.0,28,2058,
,,,,,28,2058,4.4165724830236286e-05
4.2035728256450966e-05,1.0,1.0,0.0009800000116229057,0.0,29,2129,
,,,,,29,2129,4.2731866415124387e-05
