particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
152.0,-0.509,0.033,0.62,-0.119,0.008,0.145,1.0,211.0,429.0,0.14,152.0
153.0,0.458,0.462,-0.713,0.246,0.248,-0.383,-1.0,-211.0,429.0,0.14,153.0
155.0,0.531,-0.058,-0.842,1.013,-0.111,-1.606,1.0,211.0,429.0,0.14,155.0
159.0,0.34,0.227,-0.912,4.848,3.237,-13.001,-1.0,-211.0,429.0,0.14,159.0
163.0,0.373,0.213,-0.903,3.556,2.027,-8.601,-1.0,-211.0,429.0,0.14,163.0
164.0,0.856,0.008,-0.408,0.377,0.003,-0.18,1.0,211.0,429.0,0.14,164.0
165.0,0.302,0.297,-0.906,1.496,1.474,-4.493,-1.0,-211.0,429.0,0.14,165.0
217.0,0.192,-0.205,0.955,0.285,-0.304,1.418,-1.0,-211.0,429.0,0.14,217.0
244.0,0.831,-0.53,0.081,0.784,-0.5,0.077,-1.0,-211.0,429.0,0.14,244.0
246.0,0.825,0.384,0.08,0.283,0.132,0.027,1.0,211.0,429.0,0.14,246.0
247.0,0.635,-0.542,-0.52,0.49,-0.418,-0.401,-1.0,-211.0,429.0,0.14,247.0
249.0,-0.096,-0.507,0.705,-0.028,-0.145,0.202,1.0,211.0,429.0,0.14,249.0
250.0,0.681,-0.11,-0.721,1.377,-0.223,-1.457,-1.0,-211.0,429.0,0.14,250.0
253.0,0.494,0.379,-0.774,0.596,0.457,-0.933,1.0,211.0,429.0,0.14,253.0
254.0,0.221,0.081,-0.959,0.194,0.071,-0.843,-1.0,-211.0,429.0,0.14,254.0
263.0,0.106,-0.245,-0.944,0.076,-0.176,-0.681,-1.0,-211.0,429.0,0.14,263.0
268.0,0.256,-0.028,-0.965,0.72,-0.079,-2.718,1.0,211.0,429.0,0.14,268.0
300.0,0.111,-0.21,-0.965,0.14,-0.264,-1.217,1.0,211.0,429.0,0.14,300.0
302.0,0.265,-0.034,-0.963,0.813,-0.104,-2.954,-1.0,-211.0,429.0,0.14,302.0
310.0,0.512,0.113,0.765,0.191,0.042,0.285,-1.0,-211.0,429.0,0.14,310.0
312.0,-0.36,-0.154,0.876,-0.179,-0.077,0.435,1.0,211.0,429.0,0.14,312.0
338.0,0.195,-0.021,-0.969,0.183,-0.02,-0.909,-1.0,-211.0,429.0,0.14,338.0
393.0,-0.27,0.211,0.939,-33.542,26.123,116.515,-1.0,-211.0,429.0,0.14,393.0
394.0,-0.259,0.228,0.939,-3.464,3.042,12.542,1.0,211.0,429.0,0.14,394.0
399.0,0.42,0.048,0.895,0.408,0.047,0.868,1.0,211.0,429.0,0.14,399.0
403.0,-0.214,0.899,-0.359,-0.228,0.958,-0.382,1.0,211.0,429.0,0.14,403.0
405.0,-0.261,0.211,0.942,-11.02,8.907,39.786,1.0,211.0,429.0,0.14,405.0
406.0,-0.272,0.215,0.938,-12.859,10.151,44.371,-1.0,-211.0,429.0,0.14,406.0
411.0,-0.256,0.166,0.952,-1.717,1.115,6.393,1.0,211.0,429.0,0.14,411.0
412.0,-0.346,0.319,0.882,-1.54,1.42,3.926,-1.0,-211.0,429.0,0.14,412.0
413.0,0.659,0.225,0.657,0.316,0.108,0.315,1.0,211.0,429.0,0.14,413.0
414.0,-0.579,0.136,0.8,-0.971,0.227,1.341,-1.0,-211.0,429.0,0.14,414.0
415.0,-0.332,-0.635,0.626,-0.151,-0.288,0.284,1.0,211.0,429.0,0.14,415.0
416.0,0.331,0.909,-0.033,0.184,0.504,-0.019,-1.0,-211.0,429.0,0.14,416.0
417.0,0.038,0.88,-0.26,0.014,0.311,-0.092,-1.0,-211.0,429.0,0.14,417.0
430.0,-0.742,0.038,0.669,-3.811,0.196,3.438,1.0,-11.0,429.0,0.001,430.0
434.0,0.326,-0.474,0.818,5.377,-7.811,13.472,-1.0,-211.0,429.0,0.14,434.0
