PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,756.788,-104.354,-143.642,539.634,500.0,1.0,1.0,884.0,1189.0
15.0,997.863,131.833,-319.381,791.421,500.0,-1.0,1.0,884.0,1190.0
