PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,562.726,-38.304,136.188,-215.978,500.0,1.0,1.0,898.0,1102.0
15.0,927.628,50.352,-149.627,-765.226,500.0,-1.0,1.0,898.0,1103.0
