PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,2168.985,-587.604,309.241,2003.393,500.0,1.0,1.0,524.0,666.0
15.0,1094.4,730.693,-143.459,627.071,500.0,-1.0,1.0,524.0,667.0
