PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,637.915,-52.273,207.487,333.395,500.0,1.0,1.0,913.0,2153.0
15.0,1774.159,128.267,-246.269,1679.446,500.0,-1.0,1.0,913.0,2154.0
