"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-1.0564516129032258,0.56,1,141
2,5.05,-1.0623762376237624,0.92,2,141
3,8.85,-1.0745762711864406,1.6,3,141
4,12.25,-1.0853061224489795,2.24,4,141
5,29.9,-1.1416722408026756,5.48,5,141
6,37.1,-1.1647061994609162,6.8,6,141
7,44.3,-1.1879277652370202,8.120000000000001,7,141
8,51.4,-1.2107704280155642,9.44,8,141
9,3.1,1.8693548387096774,-1.72,1,142
10,5.05,1.8762376237623763,-2.8000000000000003,2,142
11,8.85,1.8909604519774013,-4.92,3,142
12,12.25,1.9036734693877548,-6.8,4,142
13,29.9,1.9710903010033443,-16.6,5,142
14,37.1,1.9986684636118595,-20.6,6,142
15,44.3,2.0262618510158013,-24.64,7,142
16,51.4,2.053758754863813,-28.64,8,142
17,3.1,-1.9967741935483871,8.64,1,356
18,5.05,-1.988118811881188,14.08,2,356
19,8.85,-1.9717514124293787,24.68,3,356
20,12.25,-1.957959183673469,34.160000000000004,4,356
21,29.9,-1.8839866220735784,83.56,5,356
22,37.1,-1.8535956873315362,103.84,6,356
23,44.3,-1.823259593679458,124.2,7,356
24,51.4,-1.7929377431906615,144.4,8,356
25,3.1,-1.217741935483871,2.16,1,364
26,5.05,-1.2118811881188118,3.52,2,364
27,8.85,-1.1983050847457628,6.2,3,364
28,12.25,-1.1861224489795916,8.56,4,364
29,29.9,-1.1242742474916387,20.96,5,364
30,37.1,-1.0989056603773584,26.,6,364
31,44.3,-1.0734176072234762,31.12,7,364
32,51.4,-1.0482451361867704,36.160000000000004,8,364
33,3.1,-2.0919354838709676,-8.92,1,387
34,5.05,-2.10990099009901,-14.56,2,387
35,8.85,-2.143502824858757,-25.52,3,387
36,12.25,-2.173877551020408,-35.36,4,387
37,29.9,-2.333832775919732,-87.2,5,387
38,37.1,-2.400894878706199,-108.92,6,387
39,44.3,-2.4695665914221214,-131.2,7,387
40,51.4,-2.539284046692607,-153.8,8,387
41,3.1,-1.0596774193548386,-1.8800000000000001,1,396
42,5.05,-1.0663366336633664,-3.08,2,396
43,8.85,-1.077401129943503,-5.4,3,396
44,12.25,-1.0877551020408163,-7.48,4,396
45,29.9,-1.1413311036789298,-18.240000000000002,5,396
46,37.1,-1.1632398921832883,-22.64,6,396
47,44.3,-1.185241534988713,-27.080000000000002,7,396
48,51.4,-1.2069338521400779,-31.44,8,396
49,3.1,-1.135483870967742,2.96,1,418
50,5.05,-1.1336633663366338,4.8,2,418
51,8.85,-1.1282485875706214,8.44,3,418
52,12.25,-1.1240816326530612,11.68,4,418
53,29.9,-1.1015317725752507,28.48,5,418
54,37.1,-1.092398921832884,35.32,6,418
55,44.3,-1.0831647855530473,42.2,7,418
56,51.4,-1.0741089494163423,48.96,8,418
57,3.1,-2.2048387096774196,5.48,1,420
58,5.05,-2.211881188118812,8.92,2,420
59,8.85,-2.225988700564972,15.64,3,420
60,12.25,-2.2383673469387753,21.64,4,420
61,29.9,-2.302448160535117,52.92,5,420
62,37.1,-2.3287708894878705,65.72,6,420
63,44.3,-2.3552099322799096,78.56,7,420
64,51.4,-2.3813229571984436,91.32000000000001,8,420
65,3.1,-2.143548387096774,6.48,1,598
66,5.05,-2.1475247524752477,10.52,2,598
67,8.85,-2.1542372881355933,18.48,3,598
68,12.25,-2.1599999999999997,25.560000000000002,4,598
69,29.9,-2.1913511705685615,62.4,5,598
70,37.1,-2.2040431266846356,77.44,6,598
71,44.3,-2.2167539503386,92.52,7,598
72,51.4,-2.2293813229571984,107.4,8,598
73,3.1,-1.6096774193548387,0.16,1,601
74,5.05,-1.6297029702970298,0.28,2,601
75,8.85,-1.6694915254237288,0.44,3,601
76,12.25,-1.7053061224489794,0.64,4,601
77,29.9,-1.8929698996655517,1.56,5,601
78,37.1,-1.9723665768194067,1.96,6,601
79,44.3,-2.054889390519187,2.4,7,601
80,51.4,-2.13988326848249,2.8000000000000003,8,601
81,3.1,-1.961290322580645,2.24,1,602
82,5.05,-1.9445544554455445,3.64,2,602
83,8.85,-1.9124293785310735,6.36,3,602
84,12.25,-1.8832653061224487,8.84,4,602
85,29.9,-1.7310434782608695,21.72,5,602
86,37.1,-1.667466307277628,27.12,6,602
87,44.3,-1.602297968397291,32.64,7,602
88,51.4,-1.5362840466926069,38.24,8,602
89,3.1,0.0967741935483871,-3.96,1,628
90,5.05,0.07920792079207921,-6.44,2,628
91,8.85,0.04406779661016949,-11.32,3,628
92,12.25,0.013061224489795917,-15.68,4,628
93,29.9,-0.15066889632107022,-38.68,5,628
94,37.1,-0.21939622641509432,-48.36,6,628
95,44.3,-0.28965237020316026,-58.24,7,628
96,51.4,-0.3617626459143969,-68.32000000000001,8,628
97,3.1,2.567741935483871,2.8000000000000003,1,641
98,5.05,2.613861386138614,4.6000000000000005,2,641
99,8.85,2.703954802259887,8.08,3,641
100,12.25,2.786530612244898,11.28,4,641
101,29.9,-3.0113311036789296,30.080000000000002,5,641
102,37.1,-2.7326469002695415,40.84,6,641
103,3.1,-2.475806451612903,7.68,1,649
104,5.05,-2.4534653465346534,12.52,2,649
105,8.85,-2.410734463276836,22.,3,649
106,12.25,-2.3722448979591833,30.48,4,649
107,29.9,-2.1688361204013376,75.64,5,649
108,37.1,-2.081514824797843,94.92,6,649
109,44.3,-1.9911873589164784,115.,7,649
110,51.4,-1.8965252918287936,135.88,8,649
111,3.1,1.7790322580645161,7.04,1,660
112,5.05,1.802970297029703,11.44,2,660
113,8.85,1.8502824858757063,20.080000000000002,3,660
114,12.25,1.8926530612244896,27.84,4,660
115,29.9,2.1193712374581937,69.32000000000001,5,660
116,37.1,2.2171482479784363,87.24,6,660
117,44.3,2.3202889390519186,106.12,7,660
118,51.4,2.429214007782101,126.08,8,660
119,3.1,0.017741935483870968,12.96,1,663
120,5.05,-0.01089108910891089,21.12,2,663
121,8.85,-0.06610169491525424,37.08,3,663
122,12.25,-0.11632653061224489,51.44,4,663
123,29.9,-0.38821404682274246,129.24,5,663
124,37.1,-0.5088086253369272,163.76,6,663
125,44.3,-0.6397065462753949,201.20000000000002,7,663
126,51.4,-0.7849105058365758,242.8,8,663
127,3.1,2.596774193548387,10.08,1,665
128,5.05,2.622772277227723,16.44,2,665
129,8.85,2.674576271186441,28.88,3,665
130,12.25,2.720816326530612,40.04,4,665
131,29.9,2.9699397993311036,100.16,5,665
132,37.1,3.079061994609164,126.44,6,665
133,44.3,-3.088090293453724,154.52,7,665
134,51.4,-2.9619027237354083,184.84,8,665
135,3.1,0.9725806451612903,-3.68,1,670
136,5.05,0.9534653465346534,-6.,2,670
137,8.85,0.9175141242937853,-10.52,3,670
138,12.25,0.8848979591836734,-14.6,4,670
139,29.9,0.7146822742474916,-36.04,5,670
140,37.1,0.6428840970350403,-45.08,6,670
141,44.3,0.5692505643340857,-54.36,7,670
142,51.4,0.49366147859922177,-63.84,8,670
143,3.1,-2.2016129032258065,0.44,1,671
144,5.05,-2.1891089108910893,0.68,2,671
145,8.85,-2.163276836158192,1.2,3,671
146,12.25,-2.140408163265306,1.68,4,671
147,29.9,-2.020782608695652,4.12,5,671
148,37.1,-1.9713584905660375,5.12,6,671
149,44.3,-1.9209616252821669,6.16,7,671
150,51.4,-1.8706614785992217,7.16,8,671
151,3.1,1.5451612903225806,0.6,1,672
152,5.05,1.5247524752475248,1.,2,672
153,8.85,1.484180790960452,1.76,3,672
154,12.25,1.4477551020408161,2.44,4,672
155,29.9,1.2556120401337791,6.04,5,672
156,37.1,1.1743288409703503,7.5600000000000005,6,672
157,44.3,1.089534988713318,9.120000000000001,7,672
158,51.4,1.0024046692607003,10.76,8,672
159,3.1,0.43709677419354837,-12.84,1,674
160,5.05,0.44356435643564357,-20.92,2,674
161,8.85,0.4542372881355932,-36.64,3,674
162,12.25,0.4640816326530612,-50.76,4,674
163,29.9,0.515571906354515,-124.,5,674
164,37.1,0.5368517520215632,-153.96,6,674
165,44.3,0.5578916478555304,-184.,7,674
166,51.4,0.5788599221789883,-213.68,8,674
167,3.1,1.664516129032258,-12.280000000000001,1,677
168,5.05,1.6782178217821782,-20.04,2,677
169,8.85,1.7056497175141243,-35.12,3,677
170,12.25,1.7297959183673468,-48.6,4,677
171,29.9,1.8572642140468225,-119.44,5,677
172,37.1,1.910140161725067,-148.84,6,677
173,44.3,1.963711060948081,-178.64000000000001,7,677
174,51.4,2.017774319066148,-208.6,8,677
175,3.1,2.7370967741935486,-15.120000000000001,1,679
176,5.05,2.715841584158416,-24.64,2,679
177,8.85,2.6740112994350285,-43.24,3,679
178,12.25,2.6367346938775507,-59.92,4,679
179,29.9,2.437538461538461,-148.56,5,679
180,37.1,2.3527816711590295,-186.32,6,679
181,44.3,2.264568848758465,-225.56,7,679
182,51.4,2.1728910505836576,-266.28000000000003,8,679
183,3.1,-2.3967741935483873,1.2,1,727
184,5.05,-2.4168316831683168,1.92,2,727
185,8.85,-2.4570621468926555,3.4,3,727
186,12.25,-2.4930612244897956,4.68,4,727
187,29.9,-2.6834983277591973,11.64,5,727
188,37.1,-2.7643557951482474,14.56,6,727
189,44.3,-2.8481715575620763,17.64,7,727
190,51.4,-2.934914396887159,20.76,8,727
191,3.1,3.0483870967741935,-4.5200000000000005,1,728
192,5.05,3.0574257425742575,-7.4,2,728
193,8.85,3.0751412429378533,-12.96,3,728
194,12.25,3.091020408163265,-17.92,4,728
195,29.9,-3.10923745819398,-43.88,5,728
196,37.1,-3.0749380053908353,-54.56,6,728
197,44.3,-3.0407358916478553,-65.28,7,728
198,51.4,-3.006420233463035,-75.96000000000001,8,728
199,3.1,1.6112903225806452,6.8,1,891
200,5.05,1.5841584158415842,11.040000000000001,2,891
201,8.85,1.5310734463276836,19.400000000000002,3,891
202,12.25,1.4832653061224488,26.92,4,891
203,29.9,1.2262742474916386,67.44,5,891
204,37.1,1.1127439353099728,85.28,6,891
205,44.3,0.9920632054176071,104.4,7,891
206,51.4,0.858863813229572,125.24000000000001,8,891
207,3.1,-2.567741935483871,-4.,1,1192
208,5.05,-2.5465346534653466,-6.5200000000000005,2,1192
209,8.85,-2.505084745762712,-11.44,3,1192
210,12.25,-2.46734693877551,-15.88,4,1192
211,29.9,-2.2675384615384613,-39.32,5,1192
212,37.1,-2.182598382749326,-49.32,6,1192
213,44.3,-2.0939548532731376,-59.72,7,1192
214,51.4,-2.001898832684825,-70.52,8,1192
215,3.1,-0.714516129032258,-14.92,1,1495
216,5.05,-0.6900990099009902,-24.28,2,1495
217,8.85,-0.6446327683615819,-42.6,3,1495
218,12.25,-0.6032653061224489,-59.08,4,1495
219,29.9,-0.38309698996655517,-147.,5,1495
220,37.1,-0.28886253369272236,-184.84,6,1495
221,44.3,-0.18911060948081262,-224.56,7,1495
222,51.4,-0.08447081712062256,-266.36,8,1495
223,3.1,-1.5129032258064516,-16.92,1,1520
224,5.05,-1.5,-27.560000000000002,2,1520
225,8.85,-1.4757062146892657,-48.32,3,1520
226,12.25,-1.453469387755102,-66.92,4,1520
227,29.9,-1.3393043478260869,-164.24,5,1520
228,37.1,-1.2919999999999998,-204.48000000000002,6,1520
229,44.3,-1.2441083521444694,-245.20000000000002,7,1520
230,51.4,-1.196284046692607,-285.92,8,1520
231,3.1,0.5709677419354838,-18.56,1,1529
232,5.05,0.5910891089108911,-30.240000000000002,2,1529
233,8.85,0.6299435028248588,-53.,3,1529
234,12.25,0.6640816326530612,-73.48,4,1529
235,29.9,0.8465886287625417,-181.68,5,1529
236,37.1,0.9237735849056602,-227.48000000000002,6,1529
237,44.3,1.0033453724604966,-274.72,7,1529
238,51.4,1.0850894941634242,-323.24,8,1529
239,3.1,1.0725806451612903,-6.68,1,1536
240,5.05,1.0712871287128714,-10.88,2,1536
241,8.85,1.0677966101694916,-19.04,3,1536
242,12.25,1.0648979591836734,-26.400000000000002,4,1536
243,29.9,1.0493377926421403,-64.4,5,1536
244,37.1,1.0430026954177896,-79.92,6,1536
245,44.3,1.0366546275395032,-95.44,7,1536
246,51.4,1.0303190661478598,-110.72,8,1536
247,3.1,2.0338709677419353,-10.200000000000001,1,1537
248,5.05,2.0396039603960396,-16.64,2,1537
249,8.85,2.049717514124294,-29.16,3,1537
250,12.25,2.0591836734693874,-40.36,4,1537
251,29.9,2.107545150501672,-98.60000000000001,5,1537
252,37.1,2.1273369272237193,-122.4,6,1537
253,44.3,2.147218961625282,-146.28,7,1537
254,51.4,2.1668715953307394,-169.84,8,1537
255,3.1,1.3887096774193548,-11.200000000000001,1,1538
256,5.05,1.3861386138613863,-18.28,2,1538
257,8.85,1.3819209039548024,-32.,3,1538
258,12.25,1.3783673469387754,-44.32,4,1538
259,29.9,1.3592040133779264,-108.2,5,1538
260,37.1,1.351385444743935,-134.24,6,1538
261,44.3,1.3434988713318283,-160.32,7,1538
262,51.4,1.3357898832684825,-186.04,8,1538
263,3.1,-1.3080645161290323,9.120000000000001,1,1653
264,5.05,-1.302970297029703,14.84,2,1653
265,8.85,-1.293220338983051,26.04,3,1653
266,12.25,-1.283673469387755,36.04,4,1653
267,29.9,-1.2363946488294313,88.08,5,1653
268,37.1,-1.2171266846361184,109.32000000000001,6,1653
269,44.3,-1.1975981941309253,130.64000000000001,7,1653
270,51.4,-1.1784902723735409,151.72,8,1653
271,3.1,-0.7709677419354839,9.76,1,1655
272,5.05,-0.7821782178217822,15.92,2,1655
273,8.85,-0.8033898305084746,27.92,3,1655
274,12.25,-0.8220408163265306,38.68,4,1655
275,29.9,-0.9212976588628762,94.76,5,1655
276,37.1,-0.9621725067385444,117.88,6,1655
277,44.3,-1.0034221218961623,141.20000000000002,7,1655
278,51.4,-1.0444747081712062,164.44,8,1655
279,3.1,-1.7306451612903226,8.16,1,1656
280,5.05,-1.7277227722772277,13.32,2,1656
281,8.85,-1.719774011299435,23.32,3,1656
282,12.25,-1.713469387755102,32.28,4,1656
283,29.9,-1.6797591973244146,78.84,5,1656
284,37.1,-1.665908355795148,97.84,6,1656
285,44.3,-1.6521083521444693,116.88,7,1656
286,51.4,-1.6384163424124514,135.68,8,1656
287,3.1,0.49516129032258066,18.080000000000002,1,1664
288,5.05,0.49306930693069306,29.48,2,1664
289,8.85,0.48700564971751414,51.64,3,1664
290,12.25,0.4824489795918367,71.52,4,1664
291,29.9,0.45712374581939796,174.56,5,1664
292,3.1,0.4612903225806452,-3.12,1,1712
293,5.05,0.45643564356435645,-5.08,2,1712
294,8.85,0.44745762711864406,-8.88,3,1712
295,12.25,0.43999999999999995,-12.280000000000001,4,1712
296,29.9,0.40015384615384614,-30.,5,1712
297,37.1,0.38389757412398917,-37.24,6,1712
298,44.3,0.36755304740406314,-44.480000000000004,7,1712
299,51.4,0.35144357976653695,-51.64,8,1712
300,3.1,1.7693548387096774,11.28,1,1734
301,5.05,1.802970297029703,18.36,2,1734
302,8.85,1.8711864406779661,32.28,3,1734
303,12.25,1.9330612244897958,44.88,4,1734
304,29.9,2.2732240802675583,114.52,5,1734
305,37.1,2.432878706199461,147.16,6,1734
306,44.3,2.619458239277652,185.28,7,1734
307,3.1,-1.3725806451612903,0.68,1,1736
308,5.05,-1.3594059405940595,1.12,2,1736
309,8.85,-1.3322033898305086,1.96,3,1736
310,12.25,-1.3081632653061224,2.68,4,1736
311,29.9,-1.182040133779264,6.6000000000000005,5,1736
312,37.1,-1.1296064690026952,8.24,6,1736
313,44.3,-1.0764108352144468,9.88,7,1736
314,51.4,-1.0229105058365757,11.56,8,1736
315,3.1,2.503225806451613,0.48,1,1768
316,5.05,2.4752475247524752,0.8,2,1768
317,8.85,2.419774011299435,1.4000000000000001,3,1768
318,12.25,2.370204081632653,1.96,4,1768
319,29.9,2.101745819397993,4.92,5,1768
320,37.1,1.9824474393530995,6.24,6,1768
321,44.3,1.8539593679458237,7.640000000000001,7,1768
322,51.4,1.7111789883268482,9.200000000000001,8,1768
323,3.1,-0.9370967741935484,0.24,1,1769
324,5.05,-0.899009900990099,0.36,2,1769
325,8.85,-0.824858757062147,0.64,3,1769
326,12.25,-0.7575510204081632,0.88,4,1769
327,29.9,-0.3799130434782608,2.2800000000000002,5,1769
328,37.1,-0.19593530997304578,2.96,6,1769
329,44.3,0.03430699774266365,3.8000000000000003,7,1769
330,3.1,-3.085483870967742,4.2,1,1771
331,5.05,-3.1346534653465348,6.84,2,1771
332,8.85,3.051412429378531,12.08,3,1771
333,12.25,2.9628571428571426,16.84,4,1771
334,29.9,2.4242341137123744,45.76,5,1771
335,37.1,2.07088409703504,64.76,6,1771
336,3.1,0.9451612903225807,0.84,1,1772
337,5.05,0.9663366336633663,1.36,2,1772
338,8.85,1.007909604519774,2.4,3,1772
339,12.25,1.0448979591836733,3.36,4,1772
340,29.9,1.2420802675585283,8.28,5,1772
341,37.1,1.3261832884097033,10.4,6,1772
342,44.3,1.4133408577878102,12.56,7,1772
343,51.4,1.5040700389105057,14.84,8,1772
344,3.1,-1.0951612903225807,-16.16,1,1774
345,5.05,-1.113861386138614,-26.32,2,1774
346,8.85,-1.1491525423728814,-46.2,3,1774
347,12.25,-1.180408163265306,-64.,4,1774
348,29.9,-1.3463545150501672,-157.88,5,1774
349,37.1,-1.416086253369272,-197.36,6,1774
350,44.3,-1.487634311512415,-237.84,7,1774
351,51.4,-1.5605603112840467,-279.08,8,1774
352,3.1,-2.9612903225806453,-17.12,1,1799
353,5.05,-2.9524752475247524,-27.92,2,1799
354,8.85,-2.935593220338983,-48.92,3,1799
355,12.25,-2.920408163265306,-67.72,4,1799
356,29.9,-2.8429230769230767,-165.72,5,1799
357,37.1,-2.811185983827493,-205.92000000000002,6,1799
358,44.3,-2.7790970654627536,-246.36,7,1799
359,51.4,-2.7473190661478597,-286.48,8,1799
360,3.1,2.574193548387097,-3.2800000000000002,1,1804
361,5.05,2.5584158415841585,-5.36,2,1804
362,8.85,2.5271186440677966,-9.4,3,1804
363,12.25,2.4987755102040814,-13.,4,1804
364,29.9,2.3507759197324414,-32.04,5,1804
365,37.1,2.2889056603773583,-40.,6,1804
