PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,704.748,203.727,-415.031,-181.423,500.0,1.0,1.0,55.0,1235.0
15.0,721.801,-256.224,397.814,-217.001,500.0,-1.0,1.0,55.0,1236.0
