PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1415.884,-210.007,-180.024,-1295.46,500.0,1.0,1.0,689.0,392.0
15.0,1835.961,288.574,232.62,-1727.242,500.0,-1.0,1.0,689.0,393.0
