PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,747.81,-205.527,-313.371,410.824,500.0,1.0,1.0,267.0,2239.0
15.0,600.982,96.974,236.968,213.592,500.0,-1.0,1.0,267.0,2240.0
