PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,707.966,3.201,-273.433,-420.048,500.0,1.0,1.0,651.0,1385.0
15.0,626.068,-37.479,322.658,-190.914,500.0,-1.0,1.0,651.0,1386.0
