particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
102.0,-0.351,0.546,0.717,-0.194,0.302,0.396,1.0,211.0,628.0,0.14,102.0
124.0,0.313,0.071,-0.941,0.397,0.09,-1.191,1.0,211.0,628.0,0.14,124.0
127.0,-0.076,-0.574,-0.804,-0.078,-0.589,-0.824,-1.0,-211.0,628.0,0.14,127.0
256.0,0.329,-0.055,-0.942,1.689,-0.283,-4.829,1.0,211.0,628.0,0.14,256.0
257.0,0.205,0.009,-0.978,0.952,0.043,-4.54,-1.0,-211.0,628.0,0.14,257.0
266.0,-0.02,-0.164,-0.986,-0.258,-2.155,-12.963,-1.0,-211.0,628.0,0.14,266.0
308.0,0.192,0.799,-0.57,0.031,0.13,-0.093,-1.0,11.0,628.0,0.001,308.0
309.0,0.189,0.797,-0.573,0.122,0.515,-0.37,1.0,-11.0,628.0,0.001,309.0
312.0,-0.493,0.027,-0.731,-0.146,0.008,-0.217,1.0,211.0,628.0,0.14,312.0
314.0,0.418,0.012,0.906,0.843,0.024,1.828,1.0,211.0,628.0,0.14,314.0
315.0,0.092,-0.366,0.898,0.058,-0.228,0.56,-1.0,-211.0,628.0,0.14,315.0
338.0,0.113,0.252,0.942,0.083,0.186,0.693,1.0,211.0,628.0,0.14,338.0
345.0,-0.255,0.348,0.875,-0.161,0.219,0.551,-1.0,-211.0,628.0,0.14,345.0
346.0,-0.077,-0.767,0.6,-0.05,-0.498,0.39,1.0,211.0,628.0,0.14,346.0
347.0,0.689,0.588,0.361,0.432,0.369,0.226,-1.0,-211.0,628.0,0.14,347.0
348.0,0.779,-0.031,0.457,0.254,-0.01,0.149,-1.0,-211.0,628.0,0.14,348.0
350.0,0.19,-0.307,-0.815,0.058,-0.094,-0.25,-1.0,-211.0,628.0,0.14,350.0
364.0,-0.189,0.156,0.966,-0.311,0.257,1.586,-1.0,-211.0,628.0,0.14,364.0
396.0,0.012,-0.234,-0.956,0.009,-0.187,-0.763,1.0,211.0,628.0,0.14,396.0
397.0,-0.225,-0.246,-0.936,-0.286,-0.314,-1.193,-1.0,-211.0,628.0,0.14,397.0
408.0,0.237,-0.022,-0.968,0.389,-0.037,-1.588,-1.0,-211.0,628.0,0.14,408.0
410.0,0.247,-0.045,-0.967,1.079,-0.199,-4.225,-1.0,-211.0,628.0,0.14,410.0
423.0,0.012,-0.181,-0.981,0.097,-1.459,-7.91,1.0,321.0,628.0,0.494,423.0
425.0,-0.198,0.106,-0.942,-0.11,0.059,-0.525,1.0,211.0,628.0,0.14,425.0
707.0,0.125,0.137,0.982,0.721,0.785,5.649,1.0,211.0,628.0,0.14,707.0
711.0,-0.911,-0.173,0.255,-0.466,-0.089,0.13,-1.0,-211.0,628.0,0.14,711.0
714.0,0.127,-0.201,-0.964,0.148,-0.233,-1.118,-1.0,-211.0,628.0,0.14,714.0
869.0,-0.129,-0.176,0.973,-0.24,-0.328,1.811,1.0,211.0,628.0,0.14,869.0
874.0,-0.464,0.261,0.842,-0.785,0.441,1.423,1.0,211.0,628.0,0.14,874.0
895.0,-0.294,0.159,-0.929,-0.262,0.142,-0.826,-1.0,-211.0,628.0,0.14,895.0
897.0,0.189,-0.433,-0.875,0.243,-0.555,-1.122,1.0,211.0,628.0,0.14,897.0
962.0,0.09,-0.225,0.961,0.095,-0.238,1.019,-1.0,-211.0,628.0,0.14,962.0
965.0,0.395,-0.45,0.766,0.236,-0.269,0.457,-1.0,-211.0,628.0,0.14,965.0
969.0,0.389,-0.725,-0.417,0.141,-0.262,-0.151,1.0,211.0,628.0,0.14,969.0
1059.0,-0.231,-0.023,0.971,-0.635,-0.064,2.678,1.0,211.0,628.0,0.14,1059.0
1063.0,-0.058,0.182,0.977,-0.088,0.276,1.481,-1.0,-211.0,628.0,0.14,1063.0
1065.0,-0.504,0.467,0.724,-1.214,1.127,1.746,1.0,211.0,628.0,0.14,1065.0
1067.0,-0.101,0.303,0.338,-0.056,0.169,0.189,1.0,321.0,628.0,0.494,1067.0
1068.0,-0.455,0.652,0.584,-0.385,0.551,0.494,-1.0,-211.0,628.0,0.14,1068.0
1073.0,0.185,0.322,0.923,0.257,0.446,1.28,1.0,211.0,628.0,0.14,1073.0
1076.0,-0.126,-0.174,0.944,-0.07,-0.098,0.529,-1.0,-211.0,628.0,0.14,1076.0
1078.0,0.207,0.599,0.498,0.049,0.141,0.117,1.0,211.0,628.0,0.14,1078.0
1197.0,0.158,-0.103,-0.981,0.49,-0.319,-3.044,-1.0,-211.0,628.0,0.14,1197.0
1244.0,0.079,0.204,-0.975,0.462,1.204,-5.742,-1.0,-211.0,628.0,0.14,1244.0
1294.0,0.184,0.083,0.978,0.504,0.228,2.679,-1.0,-211.0,628.0,0.14,1294.0
1369.0,-0.205,-0.075,-0.973,-1.356,-0.497,-6.426,1.0,321.0,628.0,0.494,1369.0
1392.0,-0.681,-0.697,-0.131,-1.846,-1.886,-0.355,-1.0,-321.0,628.0,0.494,1392.0
1393.0,-0.278,-0.407,0.868,-0.609,-0.893,1.902,1.0,211.0,628.0,0.14,1393.0
1464.0,0.708,0.561,0.287,1.096,0.87,0.445,-1.0,-321.0,628.0,0.494,1464.0
1466.0,0.857,-0.26,0.132,0.998,-0.303,0.153,-1.0,-321.0,628.0,0.494,1466.0
1468.0,0.545,-0.765,-0.213,0.283,-0.397,-0.11,1.0,211.0,628.0,0.14,1468.0
1470.0,-0.277,-0.49,-0.817,-0.31,-0.549,-0.916,-1.0,-211.0,628.0,0.14,1470.0
1476.0,0.514,0.688,0.341,0.188,0.251,0.125,-1.0,-211.0,628.0,0.14,1476.0
1484.0,0.548,-0.817,0.057,0.45,-0.671,0.047,1.0,211.0,628.0,0.14,1484.0
1492.0,-0.256,-0.097,-0.957,-0.355,-0.134,-1.328,1.0,211.0,628.0,0.14,1492.0
1515.0,-0.366,0.433,-0.817,-0.504,0.595,-1.125,1.0,211.0,628.0,0.14,1515.0
1516.0,0.201,0.651,-0.113,0.039,0.126,-0.022,-1.0,-211.0,628.0,0.14,1516.0
1520.0,-0.931,-0.254,-0.151,-0.604,-0.165,-0.098,1.0,211.0,628.0,0.14,1520.0
1526.0,-0.177,0.761,0.594,-0.128,0.553,0.432,1.0,211.0,628.0,0.14,1526.0
