"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,1.1758064516129032,6.44,1,67
2,5.05,1.1653465346534653,10.52,2,67
3,8.85,1.144632768361582,18.44,3,67
4,12.25,1.126530612244898,25.52,4,67
5,29.9,1.0308026755852842,62.56,5,67
6,37.1,0.9914070080862533,77.8,6,67
7,44.3,0.9517697516930022,93.16,7,67
8,51.4,0.9122451361867704,108.48,8,67
9,3.1,2.779032258064516,0.68,1,70
10,5.05,2.793069306930693,1.08,2,70
11,8.85,2.8192090395480225,1.92,3,70
12,12.25,2.8428571428571425,2.68,4,70
13,29.9,2.9664147157190635,6.5600000000000005,5,70
14,37.1,3.01766037735849,8.16,6,70
15,44.3,3.069516930022573,9.8,7,70
16,51.4,3.1219143968871594,11.44,8,70
17,3.1,-2.2806451612903227,-0.56,1,195
18,5.05,-2.294059405940594,-0.88,2,195
19,8.85,-2.319774011299435,-1.56,3,195
20,12.25,-2.343265306122449,-2.16,4,195
21,29.9,-2.4652842809364546,-5.28,5,195
22,37.1,-2.515816711590296,-6.6000000000000005,6,195
23,44.3,-2.567345372460496,-7.92,7,195
24,51.4,-2.618793774319066,-9.24,8,195
25,3.1,2.2435483870967743,4.28,1,196
26,5.05,2.2683168316831686,6.96,2,196
27,8.85,2.3175141242937856,12.24,3,196
28,12.25,2.3620408163265303,17.,4,196
29,29.9,2.5996923076923073,42.4,5,196
30,37.1,2.703504043126684,53.4,6,196
31,44.3,2.812713318284424,65.12,7,196
32,51.4,2.930019455252918,77.60000000000001,8,196
33,3.1,-3.0483870967741935,-6.28,1,200
34,5.05,-3.0366336633663367,-10.200000000000001,2,200
35,8.85,-3.014124293785311,-17.88,3,200
36,12.25,-2.994285714285714,-24.76,4,200
37,29.9,-2.8906822742474914,-60.68,5,200
38,37.1,-2.8478436657681936,-75.52,6,200
39,44.3,-2.804884875846501,-90.48,7,200
40,51.4,-2.7615408560311283,-105.44,8,200
41,3.1,-2.824193548387097,17.48,1,236
42,5.05,-2.8445544554455444,28.48,2,236
43,8.85,-2.8858757062146894,49.92,3,236
44,12.25,-2.9224489795918362,69.2,4,236
45,29.9,-3.1173110367892973,171.48,5,236
46,37.1,3.083094339622641,215.,6,236
47,44.3,2.996988713318284,260.12,7,236
48,51.4,2.907793774319066,306.76,8,236
49,3.1,2.293548387096774,1.36,1,238
50,5.05,2.286138613861386,2.24,2,238
51,8.85,2.270621468926554,3.92,3,238
52,12.25,2.2567346938775508,5.4,4,238
53,29.9,2.1843010033444816,13.24,5,238
54,37.1,2.1545552560646897,16.48,6,238
55,44.3,2.124731376975169,19.68,7,238
56,51.4,2.095101167315175,22.88,8,238
57,3.1,-0.07096774193548387,1.36,1,239
58,5.05,-0.0594059405940594,2.2,2,239
59,8.85,-0.03898305084745763,3.88,3,239
60,12.25,-0.02040816326530612,5.36,4,239
61,29.9,0.0763010033444816,13.120000000000001,5,239
62,37.1,0.11602156334231804,16.28,6,239
63,44.3,0.15633860045146725,19.52,7,239
64,51.4,0.19639299610894942,22.72,8,239
65,3.1,0.853225806451613,-2.7600000000000002,1,240
66,5.05,0.8336633663366336,-4.5200000000000005,2,240
67,8.85,0.7937853107344633,-7.92,3,240
68,12.25,0.7583673469387754,-10.96,4,240
69,29.9,0.5698127090301003,-27.16,5,240
70,37.1,0.489654986522911,-34.,6,240
71,44.3,0.407079006772009,-41.12,7,240
72,51.4,0.3214124513618677,-48.44,8,240
73,3.1,-2.3854838709677417,-3.68,1,241
74,5.05,-2.376237623762376,-6.,2,241
75,8.85,-2.3587570621468927,-10.48,3,241
76,12.25,-2.343265306122449,-14.52,4,241
77,29.9,-2.2633311036789294,-35.56,5,241
78,37.1,-2.230528301886792,-44.2,6,241
79,44.3,-2.1974130925507898,-52.88,7,241
80,51.4,-2.1646225680933853,-61.480000000000004,8,241
81,3.1,1.961290322580645,4.92,1,334
82,5.05,1.9198019801980197,8.040000000000001,2,334
83,8.85,1.837853107344633,14.120000000000001,3,334
84,12.25,1.763673469387755,19.68,4,334
85,29.9,1.3358929765886287,51.52,5,334
86,37.1,1.1147601078167115,68.,6,334
87,3.1,-2.346774193548387,18.48,1,356
