particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
219.0,0.058,-0.192,0.96,0.145,-0.483,2.417,-1.0,-321.0,374.0,0.494
220.0,-0.563,0.05,0.778,-0.288,0.026,0.398,1.0,211.0,374.0,0.14
223.0,0.217,-0.184,0.956,0.436,-0.368,1.918,-1.0,-211.0,374.0,0.14
224.0,0.289,-0.113,0.928,0.195,-0.077,0.627,1.0,211.0,374.0,0.14
245.0,-0.173,0.066,-0.982,-0.519,0.198,-2.949,-1.0,-211.0,374.0,0.14
249.0,-0.214,0.092,0.972,-0.857,0.368,3.893,1.0,211.0,374.0,0.14
262.0,0.345,0.878,0.062,0.147,0.375,0.027,-1.0,-211.0,374.0,0.14
265.0,-0.039,-0.557,-0.82,-0.042,-0.597,-0.88,-1.0,-211.0,374.0,0.14
299.0,-0.062,-0.534,-0.262,-0.038,-0.329,-0.161,-1.0,-321.0,374.0,0.494
327.0,0.6,0.08,0.776,0.47,0.063,0.608,1.0,211.0,374.0,0.14
328.0,0.568,-0.179,0.796,0.721,-0.228,1.01,-1.0,-211.0,374.0,0.14
331.0,0.775,-0.389,0.207,0.239,-0.12,0.064,1.0,211.0,374.0,0.14
364.0,0.167,-0.197,-0.959,0.201,-0.238,-1.159,-1.0,-211.0,374.0,0.14
370.0,0.043,-0.239,0.964,0.055,-0.308,1.246,1.0,211.0,374.0,0.14
383.0,-0.22,-0.546,-0.705,-0.078,-0.193,-0.249,1.0,211.0,374.0,0.14
386.0,-0.18,-0.915,0.334,-0.185,-0.943,0.345,1.0,211.0,374.0,0.14
388.0,0.339,0.85,-0.308,0.182,0.457,-0.165,1.0,211.0,374.0,0.14
389.0,-0.533,0.425,0.426,-0.125,0.1,0.1,-1.0,-211.0,374.0,0.14
390.0,-0.275,-0.194,-0.93,-0.253,-0.179,-0.858,1.0,211.0,374.0,0.14
391.0,-0.009,-0.536,-0.836,-0.011,-0.634,-0.988,-1.0,-211.0,374.0,0.14
639.0,0.372,0.372,-0.784,0.558,0.558,-1.177,1.0,321.0,374.0,0.494
640.0,0.279,0.379,-0.874,1.138,1.543,-3.562,-1.0,-321.0,374.0,0.494
641.0,0.017,0.232,-0.968,0.027,0.367,-1.527,1.0,211.0,374.0,0.14
642.0,0.436,-0.282,-0.845,0.483,-0.313,-0.937,-1.0,-211.0,374.0,0.14
643.0,0.164,0.687,-0.706,0.358,1.502,-1.543,1.0,211.0,374.0,0.14
644.0,-0.26,-0.411,-0.861,-0.24,-0.38,-0.795,-1.0,-211.0,374.0,0.14
645.0,-0.683,0.548,0.436,-1.604,1.287,1.024,1.0,321.0,374.0,0.494
646.0,-0.478,0.679,0.049,-0.425,0.605,0.044,-1.0,-321.0,374.0,0.494
656.0,0.029,0.212,0.976,0.084,0.626,2.878,1.0,211.0,374.0,0.14
657.0,0.236,-0.008,0.962,0.244,-0.008,0.994,-1.0,-211.0,374.0,0.14
658.0,0.318,0.637,0.322,0.071,0.142,0.072,1.0,211.0,374.0,0.14
663.0,-0.198,0.235,0.942,-0.207,0.246,0.984,-1.0,-211.0,374.0,0.14
770.0,0.603,-0.777,-0.152,0.875,-1.128,-0.221,-1.0,-211.0,374.0,0.14
772.0,0.599,-0.8,0.03,7.606,-10.153,0.381,1.0,211.0,374.0,0.14
776.0,-0.009,-0.976,0.17,-0.009,-1.005,0.175,1.0,211.0,374.0,0.14
781.0,-0.227,-0.09,-0.97,-1.65,-0.654,-7.05,-1.0,-211.0,374.0,0.14
783.0,-0.758,-0.119,-0.366,-0.201,-0.031,-0.097,1.0,211.0,374.0,0.14
792.0,0.559,-0.657,-0.505,2.884,-3.392,-2.605,1.0,211.0,374.0,0.14
802.0,-0.048,-0.185,0.961,-0.12,-0.461,2.395,1.0,321.0,374.0,0.494
807.0,0.357,-0.378,-0.809,0.183,-0.193,-0.414,-1.0,-211.0,374.0,0.14
808.0,0.794,0.073,0.545,0.43,0.04,0.295,1.0,211.0,374.0,0.14
846.0,0.146,0.115,-0.974,0.566,0.443,-3.771,1.0,321.0,374.0,0.494
848.0,0.109,0.287,-0.945,0.468,1.224,-4.034,-1.0,-321.0,374.0,0.494
851.0,-0.451,0.41,0.777,-0.392,0.357,0.676,1.0,211.0,374.0,0.14
852.0,-0.688,0.689,0.033,-0.427,0.427,0.021,1.0,211.0,374.0,0.14
