"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-1.8435483870967742,2.08,1,185
2,5.05,-1.8336633663366337,3.36,2,185
3,8.85,-1.8141242937853108,5.88,3,185
4,12.25,-1.7967346938775508,8.16,4,185
5,29.9,-1.7067090301003343,20.,5,185
6,37.1,-1.6698490566037734,24.88,6,185
7,44.3,-1.6324604966139953,29.76,7,185
8,51.4,-1.5953540856031128,34.64,8,185
9,3.1,-1.367741935483871,6.28,1,186
10,5.05,-1.400990099009901,10.24,2,186
11,8.85,-1.4672316384180792,18.,3,186
12,12.25,-1.52734693877551,25.,4,186
13,29.9,-1.8593110367892975,63.72,5,186
14,37.1,-2.0129649595687327,81.68,6,186
15,44.3,-2.1915801354401805,102.56,7,186
16,51.4,-2.41552140077821,128.68,8,186
17,3.1,-0.9741935483870968,0.36,1,187
18,5.05,-0.9722772277227723,0.6,2,187
19,8.85,-0.9689265536723164,1.04,3,187
20,12.25,-0.9653061224489795,1.48,4,187
21,29.9,-0.9474515050167224,3.56,5,187
22,37.1,-0.9401778975741238,4.44,6,187
23,44.3,-0.9328893905191873,5.28,7,187
24,51.4,-0.9257392996108949,6.12,8,187
25,3.1,-0.853225806451613,1.68,1,189
26,5.05,-0.8504950495049505,2.7600000000000002,2,189
27,8.85,-0.8451977401129944,4.84,3,189
28,12.25,-0.8408163265306121,6.68,4,189
29,29.9,-0.8167959866220735,16.32,5,189
30,37.1,-0.8070188679245281,20.240000000000002,6,189
31,44.3,-0.7972731376975168,24.16,7,189
32,51.4,-0.7876887159533074,28.080000000000002,8,189
33,3.1,-1.05,0.52,1,190
34,5.05,-1.0514851485148515,0.88,2,190
35,8.85,-1.0553672316384182,1.52,3,190
36,12.25,-1.0591836734693876,2.08,4,190
37,29.9,-1.0781070234113712,5.12,5,190
38,37.1,-1.085800539083558,6.32,6,190
39,44.3,-1.0935259593679456,7.5600000000000005,7,190
40,51.4,-1.1011634241245136,8.8,8,190
41,3.1,-0.1629032258064516,9.,1,192
42,5.05,-0.15148514851485148,14.68,2,192
43,8.85,-0.1271186440677966,25.72,3,192
44,12.25,-0.10530612244897958,35.64,4,192
45,29.9,0.007846153846153846,87.4,5,192
46,37.1,0.05434501347708894,108.8,6,192
47,44.3,0.102,130.48,7,192
48,51.4,0.1491634241245136,152.12,8,192
49,3.1,-1.1838709677419355,2.48,1,193
50,5.05,-1.19009900990099,4.04,2,193
51,8.85,-1.2016949152542373,7.08,3,193
52,12.25,-1.2118367346938774,9.84,4,193
53,29.9,-1.2656187290969898,24.,5,193
54,37.1,-1.2876010781671157,29.8,6,193
55,44.3,-1.3095756207674942,35.64,7,193
56,51.4,-1.3313579766536965,41.4,8,193
57,3.1,-1.1306451612903226,0.6,1,195
58,5.05,-1.1227722772277229,0.96,2,195
59,8.85,-1.109039548022599,1.68,3,195
60,12.25,-1.0967346938775508,2.36,4,195
61,29.9,-1.0321672240802675,5.72,5,195
62,37.1,-1.0057951482479783,7.12,6,195
63,44.3,-0.9791693002257336,8.52,7,195
64,51.4,-0.9527937743190661,9.88,8,195
65,3.1,0.47419354838709676,1.8800000000000001,1,200
66,5.05,0.49405940594059405,3.08,2,200
67,8.85,0.5327683615819209,5.4,3,200
68,12.25,0.5673469387755101,7.48,4,200
69,29.9,0.751752508361204,18.48,5,200
70,37.1,0.8297466307277627,23.12,6,200
71,44.3,0.9101715575620767,27.96,7,200
72,51.4,0.9933424124513618,32.88,8,200
73,3.1,-1.582258064516129,6.36,1,201
