PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,607.387,145.683,75.138,-303.397,500.0,1.0,1.0,747.0,1207.0
15.0,698.452,-123.254,-48.205,-469.383,500.0,-1.0,1.0,747.0,1208.0
