PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,518.0,106.392,-73.172,-40.623,500.0,1.0,1.0,796.0,2456.0
15.0,740.783,-106.589,97.569,527.141,500.0,-1.0,1.0,796.0,2457.0
