PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,528.564,-166.53,-20.41,35.087,500.0,1.0,1.0,629.0,926.0
15.0,767.049,124.645,-84.543,-561.855,500.0,-1.0,1.0,629.0,927.0
