particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
39.0,0.255,-0.282,0.899,0.574,-0.635,2.026,1.0,321.0,65.0,0.494,39.0
40.0,0.016,0.288,0.926,0.033,0.581,1.865,-1.0,-321.0,65.0,0.494,40.0
163.0,0.144,-0.811,-0.567,1.338,-7.519,-5.252,1.0,211.0,65.0,0.14,163.0
166.0,0.016,-0.935,-0.34,0.022,-1.309,-0.477,-1.0,-211.0,65.0,0.14,166.0
170.0,-0.031,-0.601,-0.677,-0.01,-0.198,-0.223,-1.0,-211.0,65.0,0.14,170.0
172.0,0.592,-0.6,-0.166,0.161,-0.164,-0.045,1.0,211.0,65.0,0.14,172.0
174.0,-0.004,-0.819,0.242,-0.004,-0.779,0.23,-1.0,-321.0,65.0,0.494,174.0
179.0,-0.198,-0.765,0.601,-0.231,-0.895,0.702,-1.0,-211.0,65.0,0.14,179.0
184.0,-0.348,-0.343,0.86,-1.168,-1.15,2.883,-1.0,-321.0,65.0,0.494,184.0
185.0,-0.184,-0.542,0.817,-0.34,-0.999,1.506,1.0,211.0,65.0,0.14,185.0
190.0,-0.208,0.035,0.975,-0.44,0.075,2.065,1.0,211.0,65.0,0.14,190.0
191.0,0.02,0.765,0.54,0.008,0.306,0.216,-1.0,-211.0,65.0,0.14,191.0
192.0,0.39,-0.042,0.918,0.991,-0.107,2.334,1.0,211.0,65.0,0.14,192.0
196.0,0.586,-0.111,0.801,1.847,-0.35,2.524,1.0,211.0,65.0,0.14,196.0
203.0,0.183,0.172,-0.967,0.593,0.558,-3.137,1.0,211.0,65.0,0.14,203.0
214.0,0.032,0.578,-0.764,0.016,0.284,-0.376,-1.0,-211.0,65.0,0.14,214.0
216.0,-0.688,0.102,0.583,-0.229,0.034,0.194,1.0,211.0,65.0,0.14,216.0
217.0,0.019,0.489,0.862,0.02,0.513,0.903,1.0,211.0,65.0,0.14,217.0
245.0,0.022,-0.796,-0.604,0.092,-3.3,-2.504,1.0,211.0,65.0,0.14,245.0
249.0,0.364,-0.774,-0.384,0.516,-1.097,-0.545,1.0,321.0,65.0,0.494,249.0
250.0,-0.173,-0.884,0.33,-0.086,-0.439,0.164,-1.0,-211.0,65.0,0.14,250.0
256.0,-0.077,-0.966,0.211,-0.083,-1.051,0.229,1.0,211.0,65.0,0.14,256.0
260.0,-0.386,-0.551,0.731,-0.464,-0.662,0.878,1.0,211.0,65.0,0.14,260.0
267.0,-0.256,-0.102,0.959,-0.522,-0.207,1.954,1.0,211.0,65.0,0.14,267.0
268.0,-0.209,-0.069,0.975,-0.678,-0.223,3.167,-1.0,-211.0,65.0,0.14,268.0
270.0,-0.35,-0.324,0.872,-0.436,-0.403,1.084,-1.0,-211.0,65.0,0.14,270.0
272.0,-0.19,-0.03,0.981,-1.496,-0.232,7.707,1.0,211.0,65.0,0.14,272.0
273.0,-0.116,-0.194,0.973,-0.314,-0.523,2.623,-1.0,-211.0,65.0,0.14,273.0
274.0,0.624,-0.363,0.683,0.786,-0.457,0.86,1.0,211.0,65.0,0.14,274.0
275.0,0.585,0.138,0.797,1.236,0.292,1.684,-1.0,-211.0,65.0,0.14,275.0
278.0,0.565,0.177,0.806,4.655,1.463,6.645,-1.0,-211.0,65.0,0.14,278.0
280.0,0.712,0.124,0.684,1.02,0.178,0.98,-1.0,-211.0,65.0,0.14,280.0
282.0,0.415,-0.03,0.906,0.76,-0.055,1.658,1.0,211.0,65.0,0.14,282.0
283.0,0.481,0.552,0.663,0.428,0.492,0.591,-1.0,-211.0,65.0,0.14,283.0
284.0,0.762,-0.267,0.578,0.949,-0.333,0.72,1.0,211.0,65.0,0.14,284.0
286.0,0.373,0.701,0.181,0.09,0.168,0.043,1.0,211.0,65.0,0.14,286.0
287.0,0.415,-0.45,0.686,0.147,-0.159,0.243,-1.0,-211.0,65.0,0.14,287.0
289.0,0.356,0.286,0.867,0.249,0.2,0.605,1.0,211.0,65.0,0.14,289.0
290.0,-0.357,0.428,0.601,-0.087,0.104,0.146,-1.0,-211.0,65.0,0.14,290.0
294.0,-0.146,-0.101,-0.982,-0.348,-0.24,-2.341,1.0,211.0,65.0,0.14,294.0
325.0,0.275,-0.252,0.82,0.088,-0.081,0.263,1.0,211.0,65.0,0.14,325.0
326.0,-0.31,-0.465,0.82,-0.34,-0.51,0.899,-1.0,-211.0,65.0,0.14,326.0
327.0,-0.029,-0.52,0.665,-0.007,-0.135,0.173,1.0,211.0,65.0,0.14,327.0
328.0,-0.401,-0.637,0.654,-0.721,-1.145,1.176,-1.0,-211.0,65.0,0.14,328.0
329.0,-0.455,-0.124,0.879,-0.966,-0.263,1.865,1.0,211.0,65.0,0.14,329.0
362.0,-0.22,0.017,-0.975,-0.894,0.069,-3.961,1.0,211.0,65.0,0.14,362.0
363.0,-0.162,0.082,-0.983,-3.595,1.815,-21.794,-1.0,-211.0,65.0,0.14,363.0
371.0,-0.236,0.056,-0.97,-3.515,0.828,-14.422,1.0,211.0,65.0,0.14,371.0
378.0,-0.231,0.034,-0.972,-1.516,0.224,-6.379,1.0,211.0,65.0,0.14,378.0
379.0,-0.187,0.109,-0.975,-0.59,0.346,-3.085,-1.0,-211.0,65.0,0.14,379.0
388.0,0.228,0.161,0.96,2.568,1.822,10.836,1.0,211.0,65.0,0.14,388.0
390.0,-0.174,0.201,0.964,-3.368,3.874,18.617,-1.0,-211.0,65.0,0.14,390.0
391.0,-0.194,0.185,0.963,-3.232,3.09,16.079,-1.0,-211.0,65.0,0.14,391.0
392.0,-0.09,0.195,0.976,-0.283,0.615,3.085,1.0,211.0,65.0,0.14,392.0
