PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,507.82,-66.935,-58.157,4.322,500.0,1.0,1.0,151.0,1615.0
15.0,586.688,300.907,40.491,-44.916,500.0,-1.0,1.0,151.0,1616.0
