PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,866.228,74.87,-427.982,-558.191,500.0,1.0,1.0,131.0,1251.0
15.0,860.099,-133.608,423.549,-540.856,500.0,-1.0,1.0,131.0,1252.0
