PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1269.465,874.942,269.926,723.296,500.0,1.0,1.0,79.0,592.0
15.0,1838.416,-938.112,-277.986,1473.921,500.0,-1.0,1.0,79.0,593.0
