PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,528.828,54.451,23.071,-161.746,500.0,1.0,1.0,121.0,1754.0
15.0,590.579,-1.364,-102.174,-297.225,500.0,-1.0,1.0,121.0,1755.0
