"EventID","TruthID","PID","Layer","r[cm]","phi","z[cm]","E[GeV]","px[GeV]","py[GeV]","pz[GeV]"
0.,2,-211.,1,3.1,-1.614516129032258,0.04,5.858,-0.264,-5.85,0.084
0.,2,-211.,2,5.05,-1.612871287128713,0.08,5.858,-0.264,-5.85,0.084
0.,2,-211.,3,8.85,-1.6112994350282486,0.12,5.858,-0.264,-5.85,0.084
0.,2,-211.,4,12.25,-1.6097959183673467,0.16,5.858,-0.264,-5.85,0.084
0.,2,-211.,5,29.9,-1.6006153846153846,0.44,5.858,-0.264,-5.85,0.084
0.,2,-211.,6,37.1,-1.5969002695417787,0.52,5.858,-0.264,-5.85,0.084
0.,2,-211.,7,44.3,-1.5932415349887132,0.64,5.858,-0.264,-5.85,0.084
0.,2,-211.,8,51.4,-1.589599221789883,0.72,5.858,-0.264,-5.85,0.084
0.,3,-321.,1,3.1,-3.1,7.72,3.199,-1.178,-0.039,2.933
0.,3,-321.,2,5.05,-3.096039603960396,12.56,3.199,-1.178,-0.039,2.933
0.,3,-321.,3,8.85,-3.0858757062146895,22.04,3.199,-1.178,-0.039,2.933
0.,3,-321.,4,12.25,-3.077142857142857,30.48,3.199,-1.178,-0.039,2.933
0.,3,-321.,5,29.9,3.0985484949832776,74.48,3.199,-1.178,-0.039,2.933
0.,3,-321.,6,37.1,3.080161725067385,92.44,3.199,-1.178,-0.039,2.933
0.,3,-321.,7,44.3,3.0617652370203157,110.48,3.199,-1.178,-0.039,2.933
0.,3,-321.,8,51.4,3.0435953307392993,128.28,3.199,-1.178,-0.039,2.933
0.,4,-321.,1,3.1,-2.3193548387096774,127.48,27.384,-0.46,-0.481,27.372
0.,4,-321.,2,5.05,-2.3108910891089107,207.72,27.384,-0.46,-0.481,27.372
0.,4,-321.,3,8.85,-2.2937853107344632,364.08,27.384,-0.46,-0.481,27.372
0.,4,-321.,4,12.25,-2.278775510204081,504.04,27.384,-0.46,-0.481,27.372
0.,4,-321.,5,29.9,-2.1987424749163877,1233.44,27.384,-0.46,-0.481,27.372
0.,4,-321.,6,37.1,-2.166010781671159,1533.,27.384,-0.46,-0.481,27.372
0.,4,-321.,7,44.3,-2.1330203160270877,1834.24,27.384,-0.46,-0.481,27.372
0.,4,-321.,8,51.4,-2.100260700389105,2133.32,27.384,-0.46,-0.481,27.372
0.,6,-211.,1,3.1,2.225806451612903,-2.7600000000000002,0.953,-0.421,0.564,-0.627
0.,6,-211.,2,5.05,2.233663366336634,-4.48,0.953,-0.421,0.564,-0.627
0.,6,-211.,3,8.85,2.2497175141242938,-7.88,0.953,-0.421,0.564,-0.627
0.,6,-211.,4,12.25,2.264081632653061,-10.92,0.953,-0.421,0.564,-0.627
0.,6,-211.,5,29.9,2.339745819397993,-26.72,0.953,-0.421,0.564,-0.627
0.,6,-211.,6,37.1,2.370652291105121,-33.2,0.953,-0.421,0.564,-0.627
0.,6,-211.,7,44.3,2.401796839729119,-39.72,0.953,-0.421,0.564,-0.627
0.,6,-211.,8,51.4,2.4327198443579765,-46.160000000000004,0.953,-0.421,0.564,-0.627
0.,7,321.,1,3.1,0.1435483870967742,-1.56,1.302,1.065,0.164,-0.539
0.,7,321.,2,5.05,0.13861386138613863,-2.52,1.302,1.065,0.164,-0.539
0.,7,321.,3,8.85,0.12824858757062146,-4.44,1.302,1.065,0.164,-0.539
0.,7,321.,4,12.25,0.11877551020408163,-6.12,1.302,1.065,0.164,-0.539
0.,7,321.,5,29.9,0.06947826086956521,-14.96,1.302,1.065,0.164,-0.539
0.,7,321.,6,37.1,0.049396226415094335,-18.6,1.302,1.065,0.164,-0.539
0.,7,321.,7,44.3,0.029241534988713316,-22.2,1.302,1.065,0.164,-0.539
0.,7,321.,8,51.4,0.009260700389105057,-25.8,1.302,1.065,0.164,-0.539
0.,8,-321.,1,3.1,1.0129032258064516,-8.08,5.296,1.008,1.596,-4.924
0.,8,-321.,2,5.05,1.0158415841584159,-13.16,5.296,1.008,1.596,-4.924
0.,8,-321.,3,8.85,1.0214689265536723,-23.080000000000002,5.296,1.008,1.596,-4.924
0.,8,-321.,4,12.25,1.026938775510204,-31.96,5.296,1.008,1.596,-4.924
0.,8,-321.,5,29.9,1.0550234113712373,-78.04,5.296,1.008,1.596,-4.924
0.,8,-321.,6,37.1,1.066463611859838,-96.84,5.296,1.008,1.596,-4.924
0.,8,-321.,7,44.3,1.0778690744920991,-115.64,5.296,1.008,1.596,-4.924
0.,8,-321.,8,51.4,1.089190661478599,-134.24,5.296,1.008,1.596,-4.924
0.,9,321.,1,3.1,0.24838709677419354,-13.4,8.454,1.839,0.476,-8.223
0.,9,321.,2,5.05,0.24554455445544554,-21.88,8.454,1.839,0.476,-8.223
0.,9,321.,3,8.85,0.23954802259887006,-38.32,8.454,1.839,0.476,-8.223
0.,9,321.,4,12.25,0.23387755102040814,-53.04,8.454,1.839,0.476,-8.223
0.,9,321.,5,29.9,0.2060468227424749,-129.48,8.454,1.839,0.476,-8.223
0.,9,321.,6,37.1,0.19465229110512128,-160.68,8.454,1.839,0.476,-8.223
0.,9,321.,7,44.3,0.18327765237020313,-191.92000000000002,8.454,1.839,0.476,-8.223
0.,9,321.,8,51.4,0.17205058365758755,-222.76,8.454,1.839,0.476,-8.223
0.,10,-321.,1,3.1,0.056451612903225805,-15.280000000000001,2.693,0.526,0.02,-2.594
0.,10,-321.,2,5.05,0.06633663366336634,-24.88,2.693,0.526,0.02,-2.594
0.,10,-321.,3,8.85,0.08870056497175141,-43.64,2.693,0.526,0.02,-2.594
0.,10,-321.,4,12.25,0.10775510204081631,-60.4,2.693,0.526,0.02,-2.594
0.,10,-321.,5,29.9,0.20911705685618728,-148.08,2.693,0.526,0.02,-2.594
0.,10,-321.,6,37.1,0.250921832884097,-184.20000000000002,2.693,0.526,0.02,-2.594
0.,10,-321.,7,44.3,0.2931060948081264,-220.72,2.693,0.526,0.02,-2.594
0.,10,-321.,8,51.4,0.3351050583657587,-257.08,2.693,0.526,0.02,-2.594
0.,13,211.,1,3.1,-2.041935483870968,-24.48,1.783,-0.093,-0.203,-1.764
0.,13,211.,2,5.05,-2.0683168316831684,-39.92,1.783,-0.093,-0.203,-1.764
0.,13,211.,3,8.85,-2.119774011299435,-70.08,1.783,-0.093,-0.203,-1.764
0.,13,211.,4,12.25,-2.1657142857142855,-97.2,1.783,-0.093,-0.203,-1.764
0.,13,211.,5,29.9,-2.4130903010033444,-243.08,1.783,-0.093,-0.203,-1.764
0.,13,211.,6,37.1,-2.52177358490566,-306.8,1.783,-0.093,-0.203,-1.764
0.,13,211.,7,44.3,-2.6370338600451464,-374.8,1.783,-0.093,-0.203,-1.764
0.,13,211.,8,51.4,-2.761871595330739,-448.12,1.783,-0.093,-0.203,-1.764
0.,14,-211.,1,3.1,0.9064516129032258,-155.96,32.066,0.4,0.496,-32.059
0.,14,-211.,2,5.05,0.9158415841584159,-254.12,32.066,0.4,0.496,-32.059
0.,14,-211.,3,8.85,0.9338983050847458,-445.40000000000003,32.066,0.4,0.496,-32.059
0.,14,-211.,4,12.25,0.9497959183673469,-616.6800000000001,32.066,0.4,0.496,-32.059
0.,14,-211.,5,29.9,1.0333043478260868,-1509.3600000000001,32.066,0.4,0.496,-32.059
0.,14,-211.,6,37.1,1.067563342318059,-1876.24,32.066,0.4,0.496,-32.059
0.,14,-211.,7,44.3,1.102121896162528,-2245.32,32.066,0.4,0.496,-32.059
0.,14,-211.,8,51.4,1.1363540856031127,-2611.96,32.066,0.4,0.496,-32.059
0.,16,-211.,1,3.1,-1.3870967741935485,-714.32,85.87,0.059,-0.368,-85.869
0.,16,-211.,2,5.05,-1.3712871287128714,-1163.84,85.87,0.059,-0.368,-85.869
0.,16,-211.,3,8.85,-1.340677966101695,-2040.76,85.87,0.059,-0.368,-85.869
0.,16,-211.,4,12.25,-1.313061224489796,-2826.96,85.87,0.059,-0.368,-85.869
0.,16,-211.,5,29.9,-1.168963210702341,-6957.16,85.87,0.059,-0.368,-85.869
0.,16,-211.,6,37.1,-1.1088948787061994,-8680.04,85.87,0.059,-0.368,-85.869
0.,16,-211.,7,44.3,-1.047706546275395,-10436.08,85.87,0.059,-0.368,-85.869
0.,16,-211.,8,51.4,-0.9857354085603113,-12208.6,85.87,0.059,-0.368,-85.869
0.,19,-321.,1,3.1,-1.4403225806451614,1.04,4.189,0.505,-3.919,1.302
0.,19,-321.,2,5.05,-1.4386138613861386,1.68,4.189,0.505,-3.919,1.302
0.,19,-321.,3,8.85,-1.4361581920903956,2.92,4.189,0.505,-3.919,1.302
0.,19,-321.,4,12.25,-1.433469387755102,4.04,4.189,0.505,-3.919,1.302
0.,19,-321.,5,29.9,-1.4199264214046823,9.84,4.189,0.505,-3.919,1.302
0.,19,-321.,6,37.1,-1.4145283018867922,12.24,4.189,0.505,-3.919,1.302
0.,19,-321.,7,44.3,-1.4090428893905191,14.6,4.189,0.505,-3.919,1.302
0.,19,-321.,8,51.4,-1.4036575875486381,16.96,4.189,0.505,-3.919,1.302
0.,20,211.,1,3.1,-1.5612903225806452,0.84,7.058,0.071,-6.821,1.809
0.,20,211.,2,5.05,-1.5623762376237624,1.32,7.058,0.071,-6.821,1.809
0.,20,211.,3,8.85,-1.564406779661017,2.36,7.058,0.071,-6.821,1.809
0.,20,211.,4,12.25,-1.5657142857142856,3.24,7.058,0.071,-6.821,1.809
0.,20,211.,5,29.9,-1.5735518394648829,7.92,7.058,0.071,-6.821,1.809
0.,20,211.,6,37.1,-1.5766469002695416,9.84,7.058,0.071,-6.821,1.809
0.,20,211.,7,44.3,-1.5798871331828441,11.76,7.058,0.071,-6.821,1.809
0.,20,211.,8,51.4,-1.5829844357976652,13.64,7.058,0.071,-6.821,1.809
0.,21,-211.,1,3.1,-1.5629032258064517,0.72,2.063,0.007,-2.005,0.466
0.,21,-211.,2,5.05,-1.5594059405940595,1.16,2.063,0.007,-2.005,0.466
0.,21,-211.,3,8.85,-1.5542372881355933,2.04,2.063,0.007,-2.005,0.466
0.,21,-211.,4,12.25,-1.5489795918367346,2.84,2.063,0.007,-2.005,0.466
0.,21,-211.,5,29.9,-1.5226086956521738,6.96,2.063,0.007,-2.005,0.466
0.,21,-211.,6,37.1,-1.511854447439353,8.64,2.063,0.007,-2.005,0.466
0.,21,-211.,7,44.3,-1.5010654627539501,10.32,2.063,0.007,-2.005,0.466
0.,21,-211.,8,51.4,-1.490443579766537,11.96,2.063,0.007,-2.005,0.466
0.,22,211.,1,3.1,-1.467741935483871,1.12,1.839,0.186,-1.718,0.614
0.,22,211.,2,5.05,-1.4712871287128713,1.8,1.839,0.186,-1.718,0.614
0.,22,211.,3,8.85,-1.4785310734463277,3.16,1.839,0.186,-1.718,0.614
0.,22,211.,4,12.25,-1.484081632653061,4.36,1.839,0.186,-1.718,0.614
0.,22,211.,5,29.9,-1.51476254180602,10.64,1.839,0.186,-1.718,0.614
0.,22,211.,6,37.1,-1.5273423180592989,13.200000000000001,1.839,0.186,-1.718,0.614
0.,22,211.,7,44.3,-1.5398239277652368,15.76,1.839,0.186,-1.718,0.614
0.,22,211.,8,51.4,-1.5522256809338522,18.28,1.839,0.186,-1.718,0.614
0.,23,211.,1,3.1,-1.6741935483870967,0.6,0.734,-0.064,-0.704,0.141
0.,23,211.,2,5.05,-1.683168316831683,1.,0.734,-0.064,-0.704,0.141
0.,23,211.,3,8.85,-1.6988700564971753,1.76,0.734,-0.064,-0.704,0.141
0.,23,211.,4,12.25,-1.713469387755102,2.44,0.734,-0.064,-0.704,0.141
0.,23,211.,5,29.9,-1.788468227424749,6.,0.734,-0.064,-0.704,0.141
0.,23,211.,6,37.1,-1.8194123989218327,7.44,0.734,-0.064,-0.704,0.141
0.,23,211.,7,44.3,-1.8502753950338597,8.88,0.734,-0.064,-0.704,0.141
0.,23,211.,8,51.4,-1.8811789883268482,10.32,0.734,-0.064,-0.704,0.141
0.,24,-211.,1,3.1,-1.5516129032258064,1.72,1.292,0.012,-1.12,0.628
0.,24,-211.,2,5.05,-1.5465346534653466,2.84,1.292,0.012,-1.12,0.628
0.,24,-211.,3,8.85,-1.5361581920903955,4.96,1.292,0.012,-1.12,0.628
0.,24,-211.,4,12.25,-1.52734693877551,6.88,1.292,0.012,-1.12,0.628
0.,24,-211.,5,29.9,-1.4799665551839465,16.8,1.292,0.012,-1.12,0.628
0.,24,-211.,6,37.1,-1.4606253369272235,20.84,1.292,0.012,-1.12,0.628
0.,24,-211.,7,44.3,-1.441277652370203,24.88,1.292,0.012,-1.12,0.628
0.,24,-211.,8,51.4,-1.422046692607004,28.92,1.292,0.012,-1.12,0.628
0.,25,-211.,1,3.1,-1.4838709677419355,0.32,1.545,0.123,-1.526,0.149
0.,25,-211.,2,5.05,-1.4801980198019802,0.48,1.545,0.123,-1.526,0.149
0.,25,-211.,3,8.85,-1.4728813559322034,0.88,1.545,0.123,-1.526,0.149
0.,25,-211.,4,12.25,-1.4665306122448978,1.2,1.545,0.123,-1.526,0.149
0.,25,-211.,5,29.9,-1.431752508361204,2.92,1.545,0.123,-1.526,0.149
0.,25,-211.,6,37.1,-1.4177358490566037,3.6,1.545,0.123,-1.526,0.149
0.,25,-211.,7,44.3,-1.4035169300225732,4.32,1.545,0.123,-1.526,0.149
0.,25,-211.,8,51.4,-1.3896342412451361,5.,1.545,0.123,-1.526,0.149
0.,26,211.,1,3.1,-1.632258064516129,-0.28,1.485,-0.082,-1.469,-0.138
0.,26,211.,2,5.05,-1.6366336633663368,-0.48,1.485,-0.082,-1.469,-0.138
0.,26,211.,3,8.85,-1.644632768361582,-0.84,1.485,-0.082,-1.469,-0.138
0.,26,211.,4,12.25,-1.6514285714285712,-1.16,1.485,-0.082,-1.469,-0.138
0.,26,211.,5,29.9,-1.6874916387959864,-2.8000000000000003,1.485,-0.082,-1.469,-0.138
0.,26,211.,6,37.1,-1.7021994609164417,-3.48,1.485,-0.082,-1.469,-0.138
0.,26,211.,7,44.3,-1.716884875846501,-4.16,1.485,-0.082,-1.469,-0.138
0.,26,211.,8,51.4,-1.7314202334630349,-4.84,1.485,-0.082,-1.469,-0.138
0.,27,-211.,1,3.1,-1.5596774193548386,-0.48,4.579,0.043,-4.522,-0.705
0.,27,-211.,2,5.05,-1.5584158415841585,-0.8,4.579,0.043,-4.522,-0.705
0.,27,-211.,3,8.85,-1.5553672316384182,-1.36,4.579,0.043,-4.522,-0.705
0.,27,-211.,4,12.25,-1.5530612244897957,-1.92,4.579,0.043,-4.522,-0.705
0.,27,-211.,5,29.9,-1.5414849498327758,-4.68,4.579,0.043,-4.522,-0.705
0.,27,-211.,6,37.1,-1.5366900269541777,-5.8,4.579,0.043,-4.522,-0.705
0.,27,-211.,7,44.3,-1.5319187358916477,-6.92,4.579,0.043,-4.522,-0.705
0.,27,-211.,8,51.4,-1.5272217898832685,-8.,4.579,0.043,-4.522,-0.705
0.,28,211.,1,3.1,-1.5467741935483872,0.48,1.41,0.043,-1.387,0.207
0.,28,211.,2,5.05,-1.5504950495049505,0.76,1.41,0.043,-1.387,0.207
0.,28,211.,3,8.85,-1.5587570621468927,1.32,1.41,0.043,-1.387,0.207
0.,28,211.,4,12.25,-1.5661224489795917,1.84,1.41,0.043,-1.387,0.207
0.,28,211.,5,29.9,-1.6044816053511703,4.48,1.41,0.043,-1.387,0.207
0.,28,211.,6,37.1,-1.6199946091644202,5.5600000000000005,1.41,0.043,-1.387,0.207
0.,28,211.,7,44.3,-1.6356072234762977,6.6000000000000005,1.41,0.043,-1.387,0.207
0.,28,211.,8,51.4,-1.6509844357976653,7.68,1.41,0.043,-1.387,0.207
0.,29,211.,1,3.1,-1.570967741935484,-0.08,1.663,0.009,-1.657,-0.034
0.,29,211.,2,5.05,-1.5742574257425743,-0.12,1.663,0.009,-1.657,-0.034
0.,29,211.,3,8.85,-1.5813559322033899,-0.2,1.663,0.009,-1.657,-0.034
0.,29,211.,4,12.25,-1.5873469387755101,-0.24,1.663,0.009,-1.657,-0.034
0.,29,211.,5,29.9,-1.6194916387959866,-0.6,1.663,0.009,-1.657,-0.034
0.,29,211.,6,37.1,-1.6324582210242586,-0.76,1.663,0.009,-1.657,-0.034
0.,29,211.,7,44.3,-1.6455846501128666,-0.92,1.663,0.009,-1.657,-0.034
0.,29,211.,8,51.4,-1.6584591439688714,-1.04,1.663,0.009,-1.657,-0.034
0.,31,-211.,1,3.1,-0.75,4.4,0.404,0.153,-0.155,0.31
0.,31,-211.,2,5.05,-0.7227722772277227,7.2,0.404,0.153,-0.155,0.31
0.,31,-211.,3,8.85,-0.6694915254237288,12.64,0.404,0.153,-0.155,0.31
0.,31,-211.,4,12.25,-0.6224489795918366,17.52,0.404,0.153,-0.155,0.31
0.,31,-211.,5,29.9,-0.36785953177257524,43.88,0.404,0.153,-0.155,0.31
0.,31,-211.,6,37.1,-0.25614555256064686,55.44,0.404,0.153,-0.155,0.31
0.,31,-211.,7,44.3,-0.1366139954853273,67.8,0.404,0.153,-0.155,0.31
0.,31,-211.,8,51.4,-0.00588715953307393,81.28,0.404,0.153,-0.155,0.31
0.,32,211.,1,3.1,1.9919354838709677,8.96,0.893,-0.126,0.259,0.834
0.,32,211.,2,5.05,1.9712871287128713,14.64,0.893,-0.126,0.259,0.834
0.,32,211.,3,8.85,1.9310734463276837,25.68,0.893,-0.126,0.259,0.834
0.,32,211.,4,12.25,1.8959183673469386,35.56,0.893,-0.126,0.259,0.834
0.,32,211.,5,29.9,1.7071638795986621,88.04,0.893,-0.126,0.259,0.834
0.,32,211.,6,37.1,1.6273261455525605,110.28,0.893,-0.126,0.259,0.834
0.,32,211.,7,44.3,1.5445823927765234,133.32,0.893,-0.126,0.259,0.834
0.,32,211.,8,51.4,1.459089494163424,157.04,0.893,-0.126,0.259,0.834
0.,33,-211.,1,3.1,1.3725806451612903,4.8,0.423,0.052,0.211,0.335
0.,33,-211.,2,5.05,1.399009900990099,7.8,0.423,0.052,0.211,0.335
0.,33,-211.,3,8.85,1.451412429378531,13.68,0.423,0.052,0.211,0.335
0.,33,-211.,4,12.25,1.4991836734693875,18.96,0.423,0.052,0.211,0.335
0.,33,-211.,5,29.9,1.7542408026755851,47.52,0.423,0.052,0.211,0.335
0.,33,-211.,6,37.1,1.8663342318059297,60.04,0.423,0.052,0.211,0.335
0.,33,-211.,7,44.3,1.9865056433408577,73.48,0.423,0.052,0.211,0.335
0.,33,-211.,8,51.4,2.117260700389105,88.08,0.423,0.052,0.211,0.335
0.,37,211.,1,3.1,0.7612903225806451,93.12,9.777,0.229,0.231,9.771
0.,37,211.,2,5.05,0.7435643564356436,151.76,9.777,0.229,0.231,9.771
0.,37,211.,3,8.85,0.707909604519774,266.16,9.777,0.229,0.231,9.771
0.,37,211.,4,12.25,0.6767346938775509,368.76,9.777,0.229,0.231,9.771
0.,37,211.,5,29.9,0.5106822742474916,909.96,9.777,0.229,0.231,9.771
0.,37,211.,6,37.1,0.4410835579514824,1137.3600000000001,9.777,0.229,0.231,9.771
0.,37,211.,7,44.3,0.36924153498871326,1370.8,9.777,0.229,0.231,9.771
0.,37,211.,8,51.4,0.29640856031128404,1608.48,9.777,0.229,0.231,9.771
0.,39,211.,1,3.1,0.3419354838709677,3214.48,734.237,0.664,0.246,734.236
0.,39,211.,2,5.05,0.3336633663366337,5236.76,734.237,0.664,0.246,734.236
0.,39,211.,3,8.85,0.31751412429378534,9178.76,734.237,0.664,0.246,734.236
0.,39,211.,4,12.25,0.3028571428571428,12707.76,734.237,0.664,0.246,734.236
0.,39,211.,5,29.9,0.22787959866220733,31087.16,734.237,0.664,0.246,734.236
0.,39,211.,6,37.1,0.19703504043126682,38629.16,734.237,0.664,0.246,734.236
0.,39,211.,7,44.3,0.16608577878103836,46208.92,734.237,0.664,0.246,734.236
0.,39,211.,8,51.4,0.13540466926070038,53728.200000000004,734.237,0.664,0.246,734.236
0.,40,211.,1,3.1,2.053225806451613,-2.92,0.437,-0.148,0.263,-0.283
0.,40,211.,2,5.05,2.0326732673267327,-4.72,0.437,-0.148,0.263,-0.283
0.,40,211.,3,8.85,1.9954802259887006,-8.32,0.437,-0.148,0.263,-0.283
0.,40,211.,4,12.25,1.9612244897959181,-11.52,0.437,-0.148,0.263,-0.283
0.,40,211.,5,29.9,1.7819866220735785,-28.48,0.437,-0.148,0.263,-0.283
0.,40,211.,6,37.1,1.7060485175202154,-35.64,0.437,-0.148,0.263,-0.283
0.,40,211.,7,44.3,1.6279322799097065,-43.,0.437,-0.148,0.263,-0.283
0.,40,211.,8,51.4,1.5474630350194551,-50.6,0.437,-0.148,0.263,-0.283
0.,41,-211.,1,3.1,2.1,-2.48,3.529,-1.379,2.375,-2.212
0.,41,-211.,2,5.05,2.101980198019802,-4.08,3.529,-1.379,2.375,-2.212
0.,41,-211.,3,8.85,2.106779661016949,-7.12,3.529,-1.379,2.375,-2.212
0.,41,-211.,4,12.25,2.110204081632653,-9.88,3.529,-1.379,2.375,-2.212
0.,41,-211.,5,29.9,2.1294916387959866,-24.080000000000002,3.529,-1.379,2.375,-2.212
0.,41,-211.,6,37.1,2.1373261455525605,-29.88,3.529,-1.379,2.375,-2.212
0.,41,-211.,7,44.3,2.1452234762979683,-35.68,3.529,-1.379,2.375,-2.212
0.,41,-211.,8,51.4,2.1529805447470816,-41.44,3.529,-1.379,2.375,-2.212
0.,42,-321.,1,3.1,1.6693548387096775,-3.08,1.286,-0.073,0.838,-0.838
0.,42,-321.,2,5.05,1.6752475247524752,-5.04,1.286,-0.073,0.838,-0.838
0.,42,-321.,3,8.85,1.689265536723164,-8.8,1.286,-0.073,0.838,-0.838
0.,42,-321.,4,12.25,1.7012244897959181,-12.200000000000001,1.286,-0.073,0.838,-0.838
0.,42,-321.,5,29.9,1.7644749163879598,-29.84,1.286,-0.073,0.838,-0.838
0.,42,-321.,6,37.1,1.7902695417789756,-37.08,1.286,-0.073,0.838,-0.838
0.,42,-321.,7,44.3,1.816198645598194,-44.32,1.286,-0.073,0.838,-0.838
0.,42,-321.,8,51.4,1.841887159533074,-51.480000000000004,1.286,-0.073,0.838,-0.838
0.,43,211.,1,3.1,1.7758064516129033,-4.4,2.362,-0.286,1.326,-1.928
0.,43,211.,2,5.05,1.7722772277227723,-7.16,2.362,-0.286,1.326,-1.928
0.,43,211.,3,8.85,1.7638418079096045,-12.56,2.362,-0.286,1.326,-1.928
0.,43,211.,4,12.25,1.7563265306122446,-17.400000000000002,2.362,-0.286,1.326,-1.928
0.,43,211.,5,29.9,1.7171705685618728,-42.52,2.362,-0.286,1.326,-1.928
0.,43,211.,6,37.1,1.7011913746630725,-52.800000000000004,2.362,-0.286,1.326,-1.928
0.,43,211.,7,44.3,1.6852641083521442,-63.08,2.362,-0.286,1.326,-1.928
0.,43,211.,8,51.4,1.669373540856031,-73.2,2.362,-0.286,1.326,-1.928
0.,44,-211.,1,3.1,1.303225806451613,-5.04,4.458,0.625,2.244,-3.798
0.,44,-211.,2,5.05,1.305940594059406,-8.24,4.458,0.625,2.244,-3.798
0.,44,-211.,3,8.85,1.3107344632768363,-14.44,4.458,0.625,2.244,-3.798
0.,44,-211.,4,12.25,1.3151020408163263,-19.96,4.458,0.625,2.244,-3.798
0.,44,-211.,5,29.9,1.3375986622073577,-48.76,4.458,0.625,2.244,-3.798
0.,44,-211.,6,37.1,1.3468948787061992,-60.52,4.458,0.625,2.244,-3.798
0.,44,-211.,7,44.3,1.35623927765237,-72.28,4.458,0.625,2.244,-3.798
0.,44,-211.,8,51.4,1.3652918287937743,-83.88,4.458,0.625,2.244,-3.798
0.,45,211.,1,3.1,0.7403225806451613,-12.84,2.291,0.39,0.369,-2.223
0.,45,211.,2,5.05,0.7297029702970297,-20.92,2.291,0.39,0.369,-2.223
0.,45,211.,3,8.85,0.7084745762711865,-36.64,2.291,0.39,0.369,-2.223
0.,45,211.,4,12.25,0.6893877551020408,-50.76,2.291,0.39,0.369,-2.223
0.,45,211.,5,29.9,0.5900535117056855,-124.4,2.291,0.39,0.369,-2.223
0.,45,211.,6,37.1,0.5490404312668463,-154.72,2.291,0.39,0.369,-2.223
0.,45,211.,7,44.3,0.5078510158013544,-185.36,2.291,0.39,0.369,-2.223
0.,45,211.,8,51.4,0.46667315175097274,-215.84,2.291,0.39,0.369,-2.223
0.,46,-211.,1,3.1,1.0935483870967742,-12.88,4.172,0.457,0.862,-4.054
0.,46,-211.,2,5.05,1.099009900990099,-21.,4.172,0.457,0.862,-4.054
0.,46,-211.,3,8.85,1.1107344632768361,-36.76,4.172,0.457,0.862,-4.054
0.,46,-211.,4,12.25,1.1208163265306121,-50.92,4.172,0.457,0.862,-4.054
0.,46,-211.,5,29.9,1.1753311036789298,-124.4,4.172,0.457,0.862,-4.054
0.,46,-211.,6,37.1,1.1975148247978435,-154.48,4.172,0.457,0.862,-4.054
0.,46,-211.,7,44.3,1.2198555304740406,-184.64000000000001,4.172,0.457,0.862,-4.054
0.,46,-211.,8,51.4,1.2418599221789883,-214.48000000000002,4.172,0.457,0.862,-4.054
0.,47,211.,1,3.1,0.15161290322580645,-5.84,1.392,0.639,0.107,-1.224
0.,47,211.,2,5.05,0.1425742574257426,-9.56,1.392,0.639,0.107,-1.224
0.,47,211.,3,8.85,0.1248587570621469,-16.72,1.392,0.639,0.107,-1.224
0.,47,211.,4,12.25,0.10938775510204081,-23.16,1.392,0.639,0.107,-1.224
0.,47,211.,5,29.9,0.027177257525083612,-56.68,1.392,0.639,0.107,-1.224
0.,47,211.,6,37.1,-0.00641509433962264,-70.44,1.392,0.639,0.107,-1.224
0.,47,211.,7,44.3,-0.04037020316027087,-84.28,1.392,0.639,0.107,-1.224
0.,47,211.,8,51.4,-0.07415175097276264,-98.04,1.392,0.639,0.107,-1.224
0.,48,-211.,1,3.1,-0.04838709677419355,-2.96,0.443,0.302,-0.024,-0.291
0.,48,-211.,2,5.05,-0.0297029702970297,-4.84,0.443,0.302,-0.024,-0.291
0.,48,-211.,3,8.85,0.00847457627118644,-8.52,0.443,0.302,-0.024,-0.291
0.,48,-211.,4,12.25,0.04204081632653061,-11.8,0.443,0.302,-0.024,-0.291
0.,48,-211.,5,29.9,0.22094314381270902,-29.16,0.443,0.302,-0.024,-0.291
0.,48,-211.,6,37.1,0.296377358490566,-36.480000000000004,0.443,0.302,-0.024,-0.291
0.,48,-211.,7,44.3,0.3741534988713318,-44.04,0.443,0.302,-0.024,-0.291
0.,48,-211.,8,51.4,0.4541712062256809,-51.800000000000004,0.443,0.302,-0.024,-0.291
0.,49,211.,1,3.1,0.7064516129032258,-9.44,3.278,0.771,0.67,-3.112
0.,49,211.,2,5.05,0.700990099009901,-15.4,3.278,0.771,0.67,-3.112
0.,49,211.,3,8.85,0.6892655367231638,-26.96,3.278,0.771,0.67,-3.112
0.,49,211.,4,12.25,0.6795918367346938,-37.32,3.278,0.771,0.67,-3.112
0.,49,211.,5,29.9,0.6275785953177258,-91.2,3.278,0.771,0.67,-3.112
0.,49,211.,6,37.1,0.6063180592991912,-113.24000000000001,3.278,0.771,0.67,-3.112
0.,49,211.,7,44.3,0.5850609480812641,-135.36,3.278,0.771,0.67,-3.112
0.,49,211.,8,51.4,0.5640428015564202,-157.20000000000002,3.278,0.771,0.67,-3.112
0.,50,-211.,1,3.1,-0.13225806451612904,-5.68,1.317,0.622,-0.092,-1.149
0.,50,-211.,2,5.05,-0.12277227722772277,-9.24,1.317,0.622,-0.092,-1.149
0.,50,-211.,3,8.85,-0.10451977401129944,-16.16,1.317,0.622,-0.092,-1.149
0.,50,-211.,4,12.25,-0.08857142857142856,-22.400000000000002,1.317,0.622,-0.092,-1.149
0.,50,-211.,5,29.9,-0.003866220735785953,-54.84,1.317,0.622,-0.092,-1.149
0.,50,-211.,6,37.1,0.03097574123989218,-68.16,1.317,0.622,-0.092,-1.149
