PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,550.799,-78.407,-98.381,193.787,500.0,1.0,1.0,634.0,648.0
15.0,698.989,-68.676,106.47,-471.735,500.0,-1.0,1.0,634.0,649.0
