PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,547.26,-203.069,26.423,-86.939,500.0,1.0,1.0,735.0,467.0
15.0,1069.576,168.631,-50.956,-928.957,500.0,-1.0,1.0,735.0,468.0
