val_loss,eff,pur,current_lr,epoch,step,train_loss
0.004960362799465656,0.9880717396736145,0.024079762399196625,0.0001250000059371814,0,70,
,,,,0,70,0.010752503760159016
0.00460028275847435,0.9327027201652527,0.06338644027709961,0.0002500000118743628,1,141,
,,,,1,141,0.009734160266816616
0.004464475903660059,0.9658358097076416,0.08417173475027084,0.00037500003236345947,2,212,
,,,,2,212,0.00871344842016697
0.004412517882883549,0.9628170132637024,0.07818099856376648,0.0003499999875202775,3,283,
,,,,3,283,0.008682992309331894
0.00442655710503459,0.9712538123130798,0.08494410663843155,0.0006249999278225005,4,354,
,,,,4,354,0.008610445074737072
0.004306810442358255,0.9802873730659485,0.11172661930322647,0.0007500000647269189,5,425,
,,,,5,425,0.008380991406738758
0.004112436436116695,0.9747953414916992,0.15484164655208588,0.0008749999688006938,6,496,
,,,,6,496,0.008014065213501453
0.004149443935602903,0.9721323251724243,0.145932137966156,0.000699999975040555,7,567,
,,,,7,567,0.00815489050000906
0.003846546169370413,0.9730709195137024,0.19926540553569794,0.000699999975040555,8,638,
,,,,8,638,0.007682196795940399
0.00374602060765028,0.9778629541397095,0.22065401077270508,0.000699999975040555,9,709,
,,,,9,709,0.007376562338322401
