particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
200.0,0.615,-0.282,-0.61,0.737,-0.338,-0.73,1.0,321.0,270.0,0.494
201.0,0.793,-0.34,-0.407,1.311,-0.563,-0.672,-1.0,-321.0,270.0,0.494
205.0,0.306,-0.778,-0.379,0.108,-0.273,-0.133,1.0,211.0,270.0,0.14
206.0,0.808,-0.078,0.578,1.35,-0.13,0.967,-1.0,-211.0,270.0,0.14
208.0,-0.806,0.463,0.217,-0.378,0.217,0.102,1.0,211.0,270.0,0.14
289.0,-0.187,0.099,0.97,-0.22,0.116,1.137,1.0,211.0,270.0,0.14
293.0,0.121,-0.574,-0.426,0.025,-0.116,-0.086,-1.0,-211.0,270.0,0.14
298.0,-0.483,-0.499,0.085,-0.094,-0.098,0.017,1.0,211.0,270.0,0.14
340.0,0.384,-0.172,-0.872,0.214,-0.096,-0.487,1.0,211.0,270.0,0.14
370.0,-0.16,-0.103,-0.981,-0.597,-0.384,-3.673,-1.0,-211.0,270.0,0.14
374.0,0.425,-0.201,-0.852,0.259,-0.122,-0.519,1.0,211.0,270.0,0.14
378.0,-0.238,-0.003,0.957,-0.2,-0.003,0.802,1.0,211.0,270.0,0.14
399.0,-0.716,0.002,0.69,-0.97,0.003,0.935,1.0,211.0,270.0,0.14
400.0,-0.792,0.127,0.591,-1.229,0.197,0.917,-1.0,-211.0,270.0,0.14
414.0,0.353,-0.351,-0.842,0.236,-0.235,-0.563,1.0,211.0,270.0,0.14
445.0,0.146,0.062,-0.896,0.173,0.073,-1.064,1.0,321.0,270.0,0.494
525.0,0.828,0.19,-0.414,0.353,0.081,-0.176,1.0,211.0,270.0,0.14
526.0,0.988,-0.079,0.049,1.113,-0.089,0.055,-1.0,-211.0,270.0,0.14
742.0,0.312,0.557,-0.645,0.367,0.656,-0.76,-1.0,-321.0,270.0,0.494
746.0,-0.239,0.634,-0.735,-1.618,4.296,-4.982,1.0,211.0,270.0,0.14
754.0,-0.083,0.189,-0.978,-0.284,0.644,-3.337,1.0,211.0,270.0,0.14
765.0,-0.12,-0.329,-0.911,-0.077,-0.213,-0.588,1.0,211.0,270.0,0.14
767.0,0.566,-0.084,0.675,0.169,-0.025,0.202,-1.0,-211.0,270.0,0.14
771.0,-0.32,-0.512,0.796,-1.377,-2.203,3.427,1.0,211.0,270.0,0.14
774.0,-0.505,-0.595,0.608,-0.474,-0.558,0.57,-1.0,-211.0,270.0,0.14
776.0,-0.14,0.835,-0.251,-0.042,0.248,-0.075,-1.0,-211.0,270.0,0.14
780.0,0.119,0.167,-0.979,0.637,0.895,-5.255,-1.0,-211.0,270.0,0.14
877.0,0.099,-0.641,-0.758,0.195,-1.264,-1.495,1.0,211.0,270.0,0.14
879.0,-0.086,0.306,-0.918,-0.05,0.178,-0.535,-1.0,-211.0,270.0,0.14
885.0,0.326,0.526,0.669,0.111,0.179,0.227,-1.0,-211.0,270.0,0.14
886.0,0.412,0.491,0.716,0.737,0.88,1.283,1.0,321.0,270.0,0.494
893.0,0.075,0.165,0.983,0.574,1.265,7.546,1.0,211.0,270.0,0.14
894.0,-0.151,0.309,0.917,-0.104,0.213,0.632,-1.0,-211.0,270.0,0.14
899.0,-0.874,0.389,-0.081,-0.435,0.194,-0.04,1.0,211.0,270.0,0.14
901.0,-0.568,0.226,0.771,-0.442,0.176,0.601,1.0,211.0,270.0,0.14
902.0,-0.88,-0.013,0.444,-0.733,-0.011,0.37,-1.0,-211.0,270.0,0.14
903.0,0.378,-0.011,-0.925,1.3,-0.037,-3.183,1.0,211.0,270.0,0.14
904.0,0.298,-0.155,-0.938,0.509,-0.264,-1.6,-1.0,-211.0,270.0,0.14
953.0,0.337,0.648,-0.657,0.893,1.719,-1.742,1.0,321.0,270.0,0.494
955.0,-0.286,0.635,-0.717,-1.012,2.246,-2.536,1.0,211.0,270.0,0.14
