"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-0.8064516129032258,-2.8000000000000003,1,111
2,5.05,-0.803960396039604,-4.6000000000000005,2,111
3,8.85,-0.7971751412429379,-8.040000000000001,3,111
4,12.25,-0.7918367346938775,-11.16,4,111
5,29.9,-0.7623277591973243,-27.2,5,111
6,37.1,-0.7503827493261455,-33.76,6,111
7,44.3,-0.7384063205417607,-40.32,7,111
8,51.4,-0.726568093385214,-46.800000000000004,8,111
9,3.1,-1.646774193548387,-3.52,1,112
10,5.05,-1.6544554455445544,-5.72,2,112
11,8.85,-1.6683615819209041,-10.040000000000001,3,112
12,12.25,-1.681224489795918,-13.88,4,112
13,29.9,-1.7477591973244146,-33.92,5,112
14,37.1,-1.7750566037735847,-42.160000000000004,6,112
15,44.3,-1.802613995485327,-50.4,7,112
16,51.4,-1.829715953307393,-58.56,8,112
17,3.1,-0.21129032258064517,-2.96,1,114
18,5.05,-0.20693069306930692,-4.84,2,114
19,8.85,-0.19943502824858758,-8.44,3,114
20,12.25,-0.19224489795918365,-11.68,4,114
21,29.9,-0.1554448160535117,-28.560000000000002,5,114
22,37.1,-0.14039892183288408,-35.480000000000004,6,114
23,44.3,-0.1253318284424379,-42.36,7,114
24,51.4,-0.1104669260700389,-49.160000000000004,8,114
25,3.1,-1.635483870967742,-2.24,1,115
26,5.05,-1.6445544554455447,-3.64,2,115
27,8.85,-1.6598870056497175,-6.4,3,115
28,12.25,-1.673877551020408,-8.84,4,115
29,29.9,-1.7474180602006688,-21.64,5,115
30,37.1,-1.7773477088948784,-26.92,6,115
31,44.3,-1.8077562076749434,-32.2,7,115
32,51.4,-1.8376536964980543,-37.4,8,115
33,3.1,-0.29516129032258065,11.6,1,118
34,5.05,-0.27623762376237626,18.92,2,118
35,8.85,-0.2384180790960452,33.2,3,118
36,12.25,-0.20367346938775507,46.,4,118
37,29.9,-0.02240133779264214,113.72,5,118
38,37.1,0.053978436657681934,142.36,6,118
39,44.3,0.13331376975169298,171.88,7,118
40,51.4,0.21458365758754863,202.20000000000002,8,118
41,3.1,-1.5903225806451613,5.24,1,231
42,5.05,-1.5772277227722773,8.52,2,231
43,8.85,-1.5514124293785312,14.92,3,231
44,12.25,-1.5281632653061223,20.64,4,231
45,29.9,-1.4062809364548494,50.72,5,231
46,37.1,-1.355876010781671,63.160000000000004,6,231
47,44.3,-1.3046636568848757,75.8,7,231
48,51.4,-1.2534357976653696,88.44,8,231
49,3.1,-1.2532258064516129,9.28,1,270
50,5.05,-1.2128712871287128,15.120000000000001,2,270
51,8.85,-1.136723163841808,26.6,3,270
52,12.25,-1.066938775510204,37.,4,270
53,29.9,-0.6735183946488293,95.8,5,270
54,37.1,-0.478566037735849,124.92,6,270
55,44.3,-0.22587358916478553,162.68,7,270
56,3.1,2.7483870967741937,0.56,1,272
57,5.05,2.743564356435644,0.92,2,272
58,8.85,2.7333333333333334,1.6,3,272
59,12.25,2.724081632653061,2.2,4,272
60,29.9,2.6765618729096987,5.36,5,272
61,37.1,2.6572237196765496,6.640000000000001,6,272
62,44.3,2.637647855530474,7.92,7,272
63,51.4,2.618463035019455,9.200000000000001,8,272
64,3.1,-2.982258064516129,-3.4,1,327
65,5.05,-2.976237623762376,-5.5200000000000005,2,327
66,8.85,-2.965536723163842,-9.68,3,327
67,12.25,-2.9559183673469387,-13.4,4,327
68,29.9,-2.906715719063545,-32.76,5,327
69,37.1,-2.886517520215633,-40.68,6,327
70,44.3,-2.866284424379232,-48.64,7,327
71,51.4,-2.8462762645914395,-56.480000000000004,8,327
72,3.1,-1.9516129032258065,-7.68,1,328
73,5.05,-1.9554455445544554,-12.52,2,328
74,8.85,-1.964406779661017,-21.92,3,328
75,12.25,-1.9718367346938774,-30.36,4,328
76,29.9,-2.0107759197324415,-74.12,5,328
77,37.1,-2.026711590296496,-92.,6,328
78,44.3,-2.042686230248307,-109.88,7,328
79,51.4,-2.058455252918288,-127.56,8,328
80,3.1,-2.2580645161290325,-8.64,1,329
81,5.05,-2.231683168316832,-14.08,2,329
82,8.85,-2.180225988700565,-24.72,3,329
83,12.25,-2.134285714285714,-34.32,4,329
84,29.9,-1.8871705685618727,-85.76,5,329
85,37.1,-1.7791805929919136,-108.24000000000001,6,329
86,44.3,-1.664004514672686,-132.24,7,329
87,51.4,-1.5397237354085602,-158.12,8,329
88,3.1,-2.7758064516129033,-5.,1,330
89,5.05,-2.7811881188118814,-8.16,2,330
90,8.85,-2.7898305084745765,-14.280000000000001,3,330
91,12.25,-2.797551020408163,-19.76,4,330
92,29.9,-2.838488294314381,-48.28,5,330
93,37.1,-2.8553584905660374,-59.92,6,330
94,44.3,-2.8721173814898417,-71.60000000000001,7,330
95,51.4,-2.8887431906614784,-83.12,8,330
96,3.1,-1.5370967741935484,-6.96,1,331
97,5.05,-1.5326732673267327,-11.36,2,331
98,8.85,-1.524858757062147,-19.92,3,331
99,12.25,-1.517551020408163,-27.560000000000002,4,331
100,29.9,-1.4797391304347824,-67.28,5,331
101,37.1,-1.4642911051212937,-83.52,6,331
102,44.3,-1.4487990970654625,-99.8,7,331
103,51.4,-1.4334902723735408,-115.84,8,331
104,3.1,-0.18064516129032257,-13.6,1,343
105,5.05,-0.15445544554455445,-22.16,2,343
106,8.85,-0.10225988700564972,-38.88,3,343
107,12.25,-0.05632653061224489,-53.92,4,343
108,29.9,0.192628762541806,-134.88,5,343
109,37.1,0.30141778975741235,-170.28,6,343
110,44.3,0.41751693002257334,-208.04,7,343
111,51.4,0.5430077821011673,-248.84,8,343
112,3.1,-1.956451612903226,-1.36,1,346
113,5.05,-1.9653465346534653,-2.2,2,346
114,8.85,-1.984180790960452,-3.84,3,346
115,12.25,-2.000408163265306,-5.32,4,346
116,29.9,-2.0863946488294314,-13.040000000000001,5,346
117,37.1,-2.1217466307277624,-16.2,6,346
118,44.3,-2.1571963882618506,-19.400000000000002,7,346
119,51.4,-2.192669260700389,-22.56,8,346
120,3.1,0.5387096774193548,2.6,1,677
121,5.05,0.5316831683168317,4.24,2,677
122,8.85,0.519774011299435,7.44,3,677
123,12.25,0.5093877551020408,10.32,4,677
124,29.9,0.45359866220735784,25.2,5,677
125,37.1,0.43072776280323444,31.28,6,677
126,44.3,0.40792325056433404,37.4,7,677
127,51.4,0.38531128404669257,43.44,8,677
128,3.1,-1.8516129032258064,0.04,1,683
129,5.05,-1.8554455445544555,0.08,2,683
130,8.85,-1.8627118644067797,0.16,3,683
131,12.25,-1.8689795918367345,0.2,4,683
132,29.9,-1.9027491638795986,0.52,5,683
133,37.1,-1.9163719676549862,0.68,6,683
134,44.3,-1.9302483069977425,0.8,7,683
135,51.4,-1.9438210116731516,0.92,8,683
136,3.1,-2.1,2.08,1,685
137,5.05,-2.096039603960396,3.4,2,685
138,8.85,-2.0898305084745763,5.96,3,685
139,12.25,-2.0844897959183672,8.28,4,685
140,29.9,-2.05466889632107,20.16,5,685
141,37.1,-2.0425660377358485,25.04,6,685
142,44.3,-2.0304830699774263,29.88,7,685
143,51.4,-2.018501945525292,34.68,8,685
144,3.1,-0.6790322580645162,9.64,1,686
145,5.05,-0.6851485148514852,15.68,2,686
146,8.85,-0.6971751412429379,27.48,3,686
147,12.25,-0.7077551020408163,38.04,4,686
148,29.9,-0.7641471571906354,93.,5,686
149,37.1,-0.7871320754716981,115.52,6,686
150,44.3,-0.8101670428893905,138.04,7,686
151,51.4,-0.833,160.36,8,686
152,3.1,-0.06935483870967742,3.3200000000000003,1,689
153,5.05,-0.08514851485148515,5.44,2,689
154,8.85,-0.11638418079096045,9.52,3,689
155,12.25,-0.1440816326530612,13.200000000000001,4,689
156,29.9,-0.290876254180602,32.480000000000004,5,689
157,37.1,-0.3519137466307277,40.56,6,689
158,44.3,-0.4144469525959367,48.76,7,689
159,51.4,-0.4775875486381323,57.04,8,689
160,3.1,-1.6370967741935485,2.88,1,691
161,5.05,-1.621782178217822,4.72,2,691
162,8.85,-1.5943502824858757,8.24,3,691
163,12.25,-1.5689795918367346,11.44,4,691
164,29.9,-1.4375518394648827,28.12,5,691
165,37.1,-1.3830943396226414,35.04,6,691
166,44.3,-1.3274582392776522,42.08,7,691
167,51.4,-1.2717587548638132,49.160000000000004,8,691
168,3.1,2.7451612903225806,1.56,1,695
169,5.05,2.734653465346535,2.56,2,695
170,8.85,2.7135593220338983,4.44,3,695
171,12.25,2.694285714285714,6.16,4,695
172,29.9,2.5958260869565217,15.120000000000001,5,695
173,37.1,2.5551320754716977,18.8,6,695
174,44.3,2.5141580135440176,22.52,7,695
175,51.4,2.473268482490272,26.240000000000002,8,695
176,3.1,1.6709677419354838,4.96,1,696
177,5.05,1.6821782178217821,8.08,2,696
178,8.85,1.7062146892655368,14.16,3,696
179,12.25,1.72734693877551,19.6,4,696
180,29.9,1.837478260869565,48.08,5,696
181,37.1,1.8829218328840969,59.88,6,696
182,44.3,1.9290203160270878,71.76,7,696
183,51.4,1.9749766536964979,83.64,8,696
184,3.1,2.932258064516129,0.12,1,697
185,5.05,2.911881188118812,0.2,2,697
186,8.85,2.8745762711864407,0.32,3,697
187,12.25,2.840816326530612,0.44,4,697
188,29.9,2.6620066889632104,1.12,5,697
189,37.1,2.586382749326145,1.36,6,697
190,44.3,2.508785553047404,1.68,7,697
191,51.4,2.428552529182879,1.96,8,697
192,3.1,-3.032258064516129,1.16,1,698
193,5.05,-3.021782178217822,1.92,2,698
194,8.85,-3.00225988700565,3.36,3,698
195,12.25,-2.984897959183673,4.64,4,698
196,29.9,-2.8939799331103675,11.4,5,698
197,37.1,-2.8564582210242584,14.16,6,698
198,44.3,-2.819006772009029,16.96,7,698
199,51.4,-2.7812529182879375,19.72,8,698
200,3.1,2.925806451612903,-0.92,1,700
201,5.05,2.9178217821782177,-1.48,2,700
202,8.85,2.9033898305084747,-2.6,3,700
203,12.25,2.8897959183673465,-3.6,4,700
204,29.9,2.8205217391304345,-8.76,5,700
205,37.1,2.7920323450134767,-10.88,6,700
206,44.3,2.7635169300225733,-13.040000000000001,7,700
207,51.4,2.735214007782101,-15.120000000000001,8,700
208,3.1,-0.667741935483871,-13.16,1,717
209,5.05,-0.6603960396039604,-21.44,2,717
210,8.85,-0.6463276836158193,-37.56,3,717
211,12.25,-0.6330612244897958,-52.,4,717
