val_loss,eff,pur,current_lr,epoch,step,train_loss
0.00987390149384737,0.7128235697746277,0.00869346596300602,0.0001250000059371814,0,79,
,,,,0,79,0.01575957052409649
0.009864681400358677,0.8140198588371277,0.009927620179951191,0.0002500000118743628,1,159,
,,,,1,159,0.009996533393859863
0.009832246229052544,0.8825495839118958,0.010763374157249928,0.00037500003236345947,2,239,
,,,,2,239,0.009959278628230095
0.009764062240719795,0.9327000379562378,0.011374959722161293,0.00034999995841644704,3,319,
,,,,3,319,0.009898905642330647
0.009691210463643074,0.9546679258346558,0.01164286956191063,0.0006249999278225005,4,399,
,,,,4,399,0.009839942678809166
0.009611302055418491,0.9709709286689758,0.01184169389307499,0.0007500000647269189,5,479,
,,,,5,479,0.009794090874493122
0.00950528308749199,0.981462299823761,0.011969640851020813,0.0008750000270083547,6,559,
,,,,6,559,0.00974941998720169
0.00928458757698536,0.9828599691390991,0.01198668498545885,0.0006999999168328941,7,639,
,,,,7,639,0.009703786112368107
0.008458523079752922,0.9866288900375366,0.01203865371644497,0.0006999999168328941,8,719,
,,,,8,719,0.00962756760418415
0.007041859440505505,0.9562129974365234,0.012019560672342777,0.0006999999168328941,9,799,
,,,,9,799,0.009643042460083961
