PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1101.528,-578.848,216.408,-762.538,500.0,1.0,1.0,237.0,1546.0
15.0,1031.398,864.07,-244.328,-86.419,500.0,-1.0,1.0,237.0,1547.0
