particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
66.0,0.028,0.818,0.551,0.025,0.707,0.477,1.0,211.0,965.0,0.14
67.0,0.652,0.736,0.169,1.303,1.472,0.338,-1.0,-211.0,965.0,0.14
69.0,-0.028,0.273,0.417,-0.016,0.156,0.238,1.0,321.0,965.0,0.494
189.0,0.411,-0.057,0.866,0.728,-0.101,1.534,-1.0,-321.0,965.0,0.494
516.0,-0.889,-0.335,0.189,-0.5,-0.189,0.106,1.0,211.0,965.0,0.14
517.0,0.072,0.348,-0.93,0.107,0.515,-1.377,-1.0,-211.0,965.0,0.14
518.0,0.13,0.092,-0.958,0.27,0.192,-1.985,1.0,321.0,965.0,0.494
538.0,-0.24,0.097,-0.964,-0.573,0.231,-2.305,1.0,211.0,965.0,0.14
539.0,-0.163,0.221,-0.961,-0.809,1.1,-4.776,-1.0,-211.0,965.0,0.14
625.0,0.053,-0.316,0.922,0.034,-0.203,0.591,-1.0,-211.0,965.0,0.14
626.0,0.064,-0.886,-0.069,0.02,-0.272,-0.021,1.0,211.0,965.0,0.14
627.0,0.716,0.661,0.05,0.459,0.423,0.032,-1.0,-211.0,965.0,0.14
628.0,-0.412,-0.589,-0.502,-0.12,-0.171,-0.146,1.0,211.0,965.0,0.14
629.0,0.742,-0.627,-0.164,0.608,-0.514,-0.134,-1.0,-211.0,965.0,0.14
711.0,-0.382,0.615,-0.458,-0.103,0.166,-0.124,1.0,211.0,965.0,0.14
730.0,-0.359,-0.07,-0.927,-0.61,-0.118,-1.575,1.0,211.0,965.0,0.14
733.0,-0.077,0.202,-0.976,-0.39,1.024,-4.943,-1.0,-211.0,965.0,0.14
737.0,-0.07,-0.153,-0.967,-0.051,-0.112,-0.706,1.0,211.0,965.0,0.14
739.0,0.84,0.227,-0.164,0.252,0.068,-0.049,-1.0,-211.0,965.0,0.14
741.0,-0.487,0.21,0.801,-0.245,0.106,0.403,1.0,211.0,965.0,0.14
744.0,0.368,0.348,-0.76,0.126,0.119,-0.26,-1.0,-211.0,965.0,0.14
786.0,0.288,0.195,0.899,0.151,0.102,0.471,-1.0,-211.0,965.0,0.14
908.0,-0.204,0.575,-0.779,-0.195,0.55,-0.745,1.0,211.0,965.0,0.14
909.0,-0.23,0.386,-0.892,-0.689,1.156,-2.671,-1.0,-211.0,965.0,0.14
1014.0,0.082,-0.142,0.982,0.115,-0.199,1.378,-1.0,-211.0,965.0,0.14
1018.0,0.073,-0.937,0.238,0.042,-0.532,0.135,1.0,211.0,965.0,0.14
1020.0,-0.098,-0.986,0.094,-0.151,-1.514,0.145,-1.0,-211.0,965.0,0.14
1033.0,-0.586,0.223,-0.042,-0.105,0.04,-0.008,1.0,211.0,965.0,0.14
1036.0,-0.233,0.154,-0.909,-0.106,0.07,-0.411,1.0,211.0,965.0,0.14
1037.0,-0.621,0.435,-0.61,-0.378,0.264,-0.371,-1.0,-211.0,965.0,0.14
1125.0,-0.318,-0.739,-0.525,-0.159,-0.369,-0.263,1.0,211.0,965.0,0.14
1126.0,0.228,0.36,-0.894,0.227,0.359,-0.89,-1.0,-211.0,965.0,0.14
1127.0,0.38,-0.618,0.481,0.107,-0.175,0.136,1.0,211.0,965.0,0.14
1130.0,0.384,-0.421,0.796,0.26,-0.285,0.538,1.0,211.0,965.0,0.14
1147.0,0.153,-0.361,0.92,3.075,-7.257,18.471,-1.0,-211.0,965.0,0.14
1150.0,0.178,-0.435,0.882,2.507,-6.121,12.394,-1.0,-321.0,965.0,0.494
1203.0,0.221,0.058,0.973,1.051,0.278,4.617,-1.0,-211.0,965.0,0.14
1206.0,0.221,-0.954,0.153,0.23,-0.993,0.16,-1.0,-211.0,965.0,0.14
1212.0,-0.276,-0.175,-0.171,-0.147,-0.093,-0.091,1.0,321.0,965.0,0.494
1213.0,-0.76,0.526,0.273,-0.397,0.275,0.143,-1.0,-211.0,965.0,0.14
1214.0,-0.286,-0.575,-0.566,-0.274,-0.55,-0.541,1.0,321.0,965.0,0.494
1215.0,-0.284,-0.561,-0.694,-0.4,-0.788,-0.976,-1.0,-321.0,965.0,0.494
1216.0,0.307,-0.765,-0.564,0.895,-2.235,-1.648,1.0,211.0,965.0,0.14
1218.0,0.125,-0.504,-0.852,0.251,-1.013,-1.715,-1.0,-211.0,965.0,0.14
1224.0,0.827,0.113,-0.538,0.976,0.134,-0.635,1.0,211.0,965.0,0.14
1227.0,-0.159,-0.88,-0.395,-0.106,-0.583,-0.262,-1.0,-211.0,965.0,0.14
1229.0,0.507,0.194,-0.837,0.979,0.375,-1.616,-1.0,-211.0,965.0,0.14
1289.0,0.169,-0.405,0.897,0.517,-1.239,2.747,1.0,211.0,965.0,0.14
1290.0,0.163,-0.413,0.896,1.751,-4.431,9.611,1.0,211.0,965.0,0.14
1291.0,0.103,-0.409,0.905,0.244,-0.972,2.15,-1.0,-211.0,965.0,0.14
1430.0,-0.396,0.678,0.381,-0.113,0.194,0.109,1.0,211.0,965.0,0.14
1433.0,-0.116,0.899,0.355,-0.072,0.553,0.218,-1.0,-211.0,965.0,0.14
1434.0,-0.324,0.854,0.405,-1.633,4.299,2.04,1.0,211.0,965.0,0.14
1436.0,-0.461,0.584,0.667,-1.903,2.414,2.757,-1.0,-211.0,965.0,0.14
1438.0,-0.282,0.694,0.662,-1.913,4.708,4.485,1.0,211.0,965.0,0.14
1442.0,-0.29,0.684,0.667,-0.801,1.888,1.841,1.0,211.0,965.0,0.14
1443.0,0.547,0.274,0.685,0.193,0.097,0.242,-1.0,-211.0,965.0,0.14
1445.0,0.267,0.246,0.922,0.284,0.262,0.981,1.0,211.0,965.0,0.14
1447.0,0.104,0.21,0.971,0.373,0.748,3.466,-1.0,-211.0,965.0,0.14
1560.0,0.541,0.455,0.706,2.207,1.856,2.882,1.0,211.0,965.0,0.14
1568.0,0.237,0.424,-0.809,0.1,0.179,-0.342,1.0,211.0,965.0,0.14
1578.0,-0.264,0.098,-0.951,-0.283,0.105,-1.018,1.0,211.0,965.0,0.14
1579.0,0.191,0.466,-0.862,0.473,1.153,-2.135,-1.0,-211.0,965.0,0.14
1582.0,0.153,-0.124,-0.98,2.921,-2.364,-18.734,1.0,211.0,965.0,0.14
1583.0,0.149,-0.086,-0.98,0.21,-0.12,-1.377,-1.0,-211.0,965.0,0.14
1589.0,0.211,0.018,-0.962,0.171,0.015,-0.778,1.0,211.0,965.0,0.14
1590.0,0.266,-0.054,-0.961,0.765,-0.156,-2.767,-1.0,-211.0,965.0,0.14
1612.0,-0.315,-0.045,-0.914,-0.174,-0.025,-0.504,-1.0,-211.0,965.0,0.14
1623.0,-0.24,0.877,0.417,-4.065,14.877,7.08,1.0,211.0,965.0,0.14
1624.0,-0.202,0.925,0.306,-0.3,1.374,0.455,-1.0,-211.0,965.0,0.14
1629.0,-0.308,0.655,0.689,-3.112,6.623,6.967,1.0,211.0,965.0,0.14
1630.0,-0.305,0.6,0.739,-1.134,2.233,2.75,-1.0,-211.0,965.0,0.14
1635.0,-0.238,0.679,0.694,-1.303,3.712,3.796,-1.0,-211.0,965.0,0.14
1636.0,0.655,-0.126,0.509,0.168,-0.032,0.13,1.0,211.0,965.0,0.14
1637.0,0.025,0.754,0.651,0.042,1.234,1.065,-1.0,-211.0,965.0,0.14
1642.0,-0.522,0.337,0.763,-0.412,0.266,0.602,1.0,211.0,965.0,0.14
1643.0,-0.396,0.549,0.695,-0.228,0.316,0.4,-1.0,-211.0,965.0,0.14
1646.0,0.228,-0.115,0.962,0.331,-0.167,1.396,-1.0,-211.0,965.0,0.14
1650.0,0.121,0.233,0.939,0.075,0.145,0.586,1.0,211.0,965.0,0.14
1651.0,0.516,0.546,0.652,0.659,0.698,0.833,-1.0,-211.0,965.0,0.14
1653.0,0.926,-0.241,-0.08,0.464,-0.121,-0.04,-1.0,-211.0,965.0,0.14
1655.0,0.812,0.025,-0.562,0.731,0.023,-0.506,1.0,211.0,965.0,0.14
1656.0,0.826,0.506,0.236,1.512,0.926,0.433,-1.0,-211.0,965.0,0.14
1658.0,0.848,0.137,0.478,0.64,0.103,0.361,1.0,211.0,965.0,0.14
1669.0,-0.163,0.359,-0.889,-0.343,0.755,-1.872,1.0,321.0,965.0,0.494
1672.0,-0.452,0.843,-0.134,-0.244,0.455,-0.072,-1.0,-211.0,965.0,0.14
1673.0,0.149,0.101,-0.754,0.116,0.079,-0.59,1.0,321.0,965.0,0.494
1678.0,0.284,-0.019,-0.958,0.977,-0.065,-3.294,1.0,211.0,965.0,0.14
1680.0,0.317,0.068,-0.944,0.794,0.171,-2.363,1.0,211.0,965.0,0.14
1681.0,0.262,-0.201,-0.943,0.825,-0.633,-2.965,-1.0,-211.0,965.0,0.14
1682.0,-0.069,0.192,-0.961,-0.052,0.144,-0.722,-1.0,-211.0,965.0,0.14
1684.0,0.029,-0.166,-0.985,0.092,-0.517,-3.067,1.0,211.0,965.0,0.14
1685.0,0.258,0.073,-0.962,0.719,0.203,-2.677,-1.0,-211.0,965.0,0.14
1705.0,0.352,-0.052,0.445,214.358,-31.718,270.543,1.0,-15.0,965.0,500.0
1707.0,-0.312,0.107,-0.781,-294.336,101.241,-735.436,-1.0,15.0,965.0,500.0
1766.0,-0.101,-0.626,0.772,-0.393,-2.426,2.993,1.0,211.0,965.0,0.14
1787.0,0.206,0.185,-0.892,0.081,0.072,-0.349,1.0,211.0,965.0,0.14
1788.0,-0.25,0.742,-0.588,-0.171,0.507,-0.402,-1.0,-211.0,965.0,0.14
1806.0,0.023,-0.527,0.849,0.093,-2.112,3.402,1.0,211.0,965.0,0.14
1807.0,-0.148,-0.493,0.849,-0.171,-0.569,0.978,-1.0,-211.0,965.0,0.14
1811.0,-0.128,-0.576,0.807,-1.059,-4.751,6.663,1.0,211.0,965.0,0.14
1812.0,0.004,-0.66,0.751,0.021,-3.261,3.712,-1.0,-211.0,965.0,0.14
1813.0,-0.092,-0.591,0.801,-1.614,-10.369,14.06,-1.0,-211.0,965.0,0.14
1815.0,-0.111,-0.596,0.796,-1.461,-7.838,10.47,1.0,211.0,965.0,0.14
1816.0,-0.117,-0.567,0.815,-2.27,-10.987,15.796,-1.0,-211.0,965.0,0.14
1817.0,-0.011,-0.562,0.826,-0.044,-2.302,3.386,1.0,211.0,965.0,0.14
1825.0,-0.303,-0.536,0.563,-0.077,-0.136,0.142,-1.0,-211.0,965.0,0.14
1846.0,-0.405,-0.91,-0.082,-0.266,-0.598,-0.054,-1.0,11.0,965.0,0.001
1848.0,0.166,-0.681,0.431,0.145,-0.592,0.374,1.0,321.0,965.0,0.494
1861.0,-0.565,0.195,0.702,-0.204,0.07,0.253,-1.0,-211.0,965.0,0.14
1863.0,0.968,0.105,0.161,0.836,0.091,0.139,-1.0,-211.0,965.0,0.14
1864.0,0.908,-0.339,-0.23,1.441,-0.538,-0.365,1.0,211.0,965.0,0.14
1865.0,0.7,0.443,0.552,1.031,0.652,0.814,-1.0,-211.0,965.0,0.14
1868.0,-0.32,-0.135,-0.573,-0.213,-0.09,-0.381,-1.0,-321.0,965.0,0.494
1869.0,-0.946,-0.256,-0.141,-0.957,-0.259,-0.143,1.0,211.0,965.0,0.14
1873.0,-0.851,-0.437,-0.22,-0.623,-0.32,-0.161,1.0,211.0,965.0,0.14
1874.0,-0.781,0.439,-0.067,-0.249,0.14,-0.021,-1.0,-211.0,965.0,0.14
1881.0,-0.332,0.589,0.293,-0.068,0.122,0.06,1.0,211.0,965.0,0.14
1885.0,0.822,-0.334,0.45,1.083,-0.44,0.592,1.0,211.0,965.0,0.14
1886.0,0.889,0.229,0.376,1.011,0.261,0.427,-1.0,-211.0,965.0,0.14
1891.0,0.081,-0.432,-0.811,0.029,-0.156,-0.293,1.0,211.0,965.0,0.14
1892.0,0.505,-0.533,-0.673,0.797,-0.841,-1.063,-1.0,-211.0,965.0,0.14
