PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1227.513,-25.547,273.296,1086.943,500.0,1.0,1.0,538.0,1933.0
15.0,600.258,49.308,-315.853,90.082,500.0,-1.0,1.0,538.0,1934.0
