PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1009.103,82.823,872.219,25.724,500.0,1.0,1.0,120.0,2029.0
15.0,1093.879,225.043,-922.654,211.271,500.0,-1.0,1.0,120.0,2030.0
