PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,873.015,40.182,-290.078,652.99,500.0,1.0,1.0,916.0,963.0
15.0,694.156,-66.427,318.415,-355.037,500.0,-1.0,1.0,916.0,964.0
