PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,580.797,240.149,138.17,102.778,500.0,1.0,1.0,592.0,2738.0
15.0,633.69,-351.415,112.092,124.524,500.0,-1.0,1.0,592.0,2739.0
