PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,891.128,-363.671,471.232,-435.651,500.0,1.0,1.0,509.0,900.0
15.0,2156.146,395.716,-208.813,-2049.09,500.0,-1.0,1.0,509.0,901.0
