val_loss,eff,pur,current_lr,epoch,step,train_loss
0.029407907277345657,1.0,1.0,0.00019999999494757503,0,70,
,,,,0,70,0.09092210978269577
0.01217647548764944,1.0,1.0,0.00039999998989515007,1,141,
,,,,1,141,0.018810419365763664
0.00524147879332304,1.0,1.0,0.0005999999702908099,2,212,
,,,,2,212,0.00803547352552414
0.0024860543198883533,1.0,1.0,0.0007999999797903001,3,283,
,,,,3,283,0.003620528383180499
0.001313433749601245,1.0,1.0,0.0010000000474974513,4,354,
,,,,4,354,0.0018107268260791898
0.0007587572908960283,1.0,1.0,0.0011999999405816197,5,425,
,,,,5,425,0.0010000085458159447
0.0004703743616119027,1.0,1.0,0.00139999995008111,6,496,
,,,,6,496,0.000598324288148433
0.0003084749332629144,1.0,1.0,0.001120000029914081,7,567,
,,,,7,567,0.0003813975490629673
0.00021179390023462474,1.0,1.0,0.0017999998526647687,8,638,
,,,,8,638,0.0002558535779826343
0.00015118146257009357,1.0,1.0,0.0020000000949949026,9,709,
,,,,9,709,0.00017907617439050227
0.00011439294758019969,1.0,1.0,0.0020000000949949026,10,780,
,,,,10,780,0.0001315976114710793
9.028409840539098e-05,1.0,1.0,0.0020000000949949026,11,851,
,,,,11,851,0.00010168796143261716
7.353588443947956e-05,1.0,1.0,0.0020000000949949026,12,922,
,,,,12,922,8.150560461217538e-05
6.137694435892627e-05,1.0,1.0,0.0020000000949949026,13,993,
,,,,13,993,6.719429075019434e-05
5.225769564276561e-05,1.0,1.0,0.0020000000949949026,14,1064,
,,,,14,1064,5.662196781486273e-05
4.516491026151925e-05,1.0,1.0,0.00139999995008111,15,1135,
,,,,15,1135,4.858143438468687e-05
4.1171482735080644e-05,1.0,1.0,0.00139999995008111,16,1206,
,,,,16,1206,4.311635348130949e-05
3.771448609768413e-05,1.0,1.0,0.00139999995008111,17,1277,
,,,,17,1277,3.939742236980237e-05
3.470450610620901e-05,1.0,1.0,0.00139999995008111,18,1348,
,,,,18,1348,3.617046240833588e-05
3.2111744076246396e-05,1.0,1.0,0.00139999995008111,19,1419,
,,,,19,1419,3.3371627068845555e-05
2.9802102289977483e-05,1.0,1.0,0.00139999995008111,20,1490,
,,,,20,1490,3.093205305049196e-05
2.7790472813649103e-05,1.0,1.0,0.00139999995008111,21,1561,
,,,,21,1561,2.877286715374794e-05
2.598745413706638e-05,1.0,1.0,0.00139999995008111,22,1632,
,,,,22,1632,2.6880670702666976e-05
2.436325121379923e-05,1.0,1.0,0.0009800000116229057,23,1703,
,,,,23,1703,2.5189952793880366e-05
2.3364886146737263e-05,1.0,1.0,0.0009800000116229057,24,1774,
,,,,24,1774,2.3870274162618443e-05
2.2411219106288627e-05,1.0,1.0,0.0009800000116229057,25,1845,
,,,,25,1845,2.2904849174665287e-05
2.156186383217573e-05,1.0,1.0,0.0009800000116229057,26,1916,
,,,,26,1916,2.199483606091235e-05
2.0742310880450532e-05,1.0,1.0,0.0009800000116229057,27,1987,
,,,,27,1987,2.1136867871973664e-05
2.0027060600114055e-05,1.0,1.0,0.0009800000116229057,28,2058,
,,,,28,2058,2.0359490008559078e-05
1.931181213876698e-05,1.0,1.0,0.0009800000116229057,29,2129,
,,,,29,2129,1.9607301510404795e-05
