val_loss,eff,pur,current_lr,auc,epoch,step,train_loss
0.04424906522035599,1.0,1.0,0.00019999995129182935,1.0,0,70,
,,,,,0,70,0.17529670894145966
0.01902538537979126,1.0,1.0,0.0003999999025836587,1.0,1,141,
,,,,,1,141,0.02865024097263813
0.008224021643400192,1.0,1.0,0.0005999999702908099,1.0,2,212,
,,,,,2,212,0.012622784823179245
0.003830621251836419,1.0,1.0,0.0007999998051673174,1.0,3,283,
,,,,,3,283,0.005636315792798996
0.001994628459215164,1.0,1.0,0.0010000000474974513,1.0,4,354,
,,,,,4,354,0.0027693265583366156
0.0011482367990538478,1.0,1.0,0.0011999999405816197,1.0,5,425,
,,,,,5,425,0.0015148335369303823
0.0007167961448431015,1.0,1.0,0.0013999997172504663,1.0,6,496,
,,,,,6,496,0.0009077551076188684
0.00047703355085104704,1.0,1.0,0.0011199999134987593,1.0,7,567,
,,,,,7,567,0.0005849655717611313
0.00033404125133529305,1.0,1.0,0.0018000002019107342,1.0,8,638,
,,,,,8,638,0.0003992923884652555
0.00024372343614231795,1.0,1.0,0.0020000000949949026,1.0,9,709,
,,,,,9,709,0.00028538500191643834
0.00018831202760338783,1.0,1.0,0.0020000000949949026,1.0,10,780,
,,,,,10,780,0.00021429314801935107
0.00015147944213822484,1.0,1.0,0.0020000000949949026,1.0,11,851,
,,,,,11,851,0.00016894430154934525
0.00012553833948913962,1.0,1.0,0.0020000000949949026,1.0,12,922,
,,,,,12,922,0.00013792213576380163
0.00010631698387442157,1.0,1.0,0.0020000000949949026,1.0,13,993,
,,,,,13,993,0.00011558097321540117
9.177414904115722e-05,1.0,1.0,0.0020000000949949026,1.0,14,1064,
,,,,,14,1064,9.883880557026714e-05
8.044974674703553e-05,1.0,1.0,0.0013999997172504663,1.0,15,1135,
,,,,,15,1135,8.594463724875823e-05
7.386368815787137e-05,1.0,1.0,0.0013999997172504663,1.0,16,1206,
,,,,,16,1206,7.707490294706076e-05
6.815674714744091e-05,1.0,1.0,0.0013999997172504663,1.0,17,1277,
,,,,,17,1277,7.098030619090423e-05
6.323953130049631e-05,1.0,1.0,0.0013999997172504663,1.0,18,1348,
,,,,,18,1348,6.563119677593932e-05
5.879911259398796e-05,1.0,1.0,0.0013999997172504663,1.0,19,1419,
,,,,,19,1419,6.097041114117019e-05
5.495472578331828e-05,1.0,1.0,0.0013999997172504663,1.0,20,1490,
,,,,,20,1490,5.687381781172007e-05
5.1557348342612386e-05,1.0,1.0,0.0013999997172504663,1.0,21,1561,
,,,,,21,1561,5.3222036513034254e-05
4.8472891648998484e-05,1.0,1.0,0.0013999997172504663,1.0,22,1632,
,,,,,22,1632,4.998160875402391e-05
4.568643635138869e-05,1.0,1.0,0.0009800000116229057,1.0,23,1703,
,,,,,23,1703,4.707706466433592e-05
4.3972850107820705e-05,1.0,1.0,0.0009800000116229057,1.0,24,1774,
,,,,,24,1774,4.482724398258142e-05
4.2318846681155264e-05,1.0,1.0,0.0009800000116229057,1.0,25,1845,
,,,,,25,1845,4.3129792175022885e-05
4.081386941834353e-05,1.0,1.0,0.0009800000116229057,1.0,26,1916,
,,,,,26,1916,4.1543138650013134e-05
3.935358108719811e-05,1.0,1.0,0.0009800000116229057,1.0,27,1987,
,,,,,27,1987,4.0062306652544066e-05
3.799760452238843e-05,1.0,1.0,0.0009800000116229057,1.0,28,2058,
,,,,,28,2058,3.868050407618284e-05
3.67608226952143e-05,1.0,1.0,0.0009800000116229057,1.0,29,2129,
,,,,,29,2129,3.7367593904491514e-05
