PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1432.855,-20.39,307.286,1306.994,500.0,1.0,1.0,650.0,616.0
15.0,573.925,60.949,-268.699,58.954,500.0,-1.0,1.0,650.0,617.0
