PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,587.171,-3.816,-162.097,-261.687,500.0,1.0,1.0,112.0,1775.0
15.0,1221.732,-13.769,186.188,-1098.988,500.0,-1.0,1.0,112.0,1776.0
