particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
81.0,0.329,-0.346,-0.759,0.367,-0.387,-0.848,1.0,321.0,174.0,0.494,81.0
186.0,0.098,0.225,0.964,0.138,0.318,1.36,1.0,211.0,174.0,0.14,186.0
191.0,0.716,0.347,-0.593,0.794,0.384,-0.658,-1.0,-211.0,174.0,0.14,191.0
192.0,-0.502,-0.307,-0.79,-0.409,-0.25,-0.642,1.0,211.0,174.0,0.14,192.0
193.0,0.976,0.105,0.028,0.722,0.078,0.02,-1.0,-211.0,174.0,0.14,193.0
195.0,-0.239,-0.697,-0.675,-1.005,-2.932,-2.841,-1.0,-211.0,174.0,0.14,195.0
197.0,-0.158,-0.732,-0.659,-0.342,-1.59,-1.432,-1.0,-211.0,174.0,0.14,197.0
202.0,-0.321,-0.476,-0.814,-1.873,-2.774,-4.744,-1.0,-321.0,174.0,0.494,202.0
203.0,-0.374,-0.543,-0.748,-2.535,-3.683,-5.074,1.0,321.0,174.0,0.494,203.0
205.0,-0.912,-0.088,-0.115,-0.331,-0.032,-0.042,-1.0,-211.0,174.0,0.14,205.0
207.0,-0.355,-0.05,-0.928,-0.467,-0.065,-1.222,1.0,211.0,174.0,0.14,207.0
215.0,-0.088,0.283,-0.945,-0.089,0.286,-0.954,-1.0,-211.0,174.0,0.14,215.0
221.0,-0.45,-0.497,-0.527,-0.12,-0.133,-0.141,-1.0,-211.0,174.0,0.14,221.0
222.0,0.858,0.046,0.231,0.929,0.05,0.25,1.0,321.0,174.0,0.494,222.0
223.0,0.261,-0.885,0.002,0.335,-1.134,0.002,-1.0,-321.0,174.0,0.494,223.0
224.0,0.744,-0.277,0.558,1.51,-0.562,1.132,1.0,321.0,174.0,0.494,224.0
225.0,0.644,-0.6,0.456,2.446,-2.279,1.731,-1.0,-321.0,174.0,0.494,225.0
265.0,-0.293,0.928,-0.193,-1.161,3.67,-0.762,1.0,321.0,174.0,0.494,265.0
268.0,-0.279,0.96,-0.017,-2.14,7.351,-0.126,-1.0,-211.0,174.0,0.14,268.0
269.0,0.085,0.772,-0.478,0.029,0.263,-0.163,1.0,211.0,174.0,0.14,269.0
270.0,-0.385,0.921,-0.026,-1.09,2.608,-0.074,-1.0,-211.0,174.0,0.14,270.0
272.0,-0.414,0.652,0.619,-0.396,0.623,0.592,1.0,211.0,174.0,0.14,272.0
276.0,-0.624,0.37,0.568,-0.225,0.133,0.204,1.0,211.0,174.0,0.14,276.0
281.0,0.048,-0.162,-0.984,0.132,-0.442,-2.682,-1.0,-211.0,174.0,0.14,281.0
300.0,0.113,0.12,-0.986,0.447,0.477,-3.904,-1.0,-211.0,174.0,0.14,300.0
305.0,-0.034,0.83,-0.431,-0.047,1.16,-0.603,-1.0,-321.0,174.0,0.494,305.0
332.0,-0.645,0.461,-0.077,-0.527,0.377,-0.063,-1.0,-321.0,174.0,0.494,332.0
359.0,-0.604,0.155,-0.344,-0.12,0.031,-0.069,1.0,211.0,174.0,0.14,359.0
363.0,-0.568,-0.362,-0.737,-1.317,-0.839,-1.709,1.0,211.0,174.0,0.14,363.0
367.0,-0.216,-0.616,-0.745,-0.218,-0.622,-0.752,1.0,211.0,174.0,0.14,367.0
368.0,-0.163,0.008,-0.966,-0.115,0.006,-0.678,-1.0,-211.0,174.0,0.14,368.0
371.0,-0.593,-0.136,-0.724,-0.901,-0.207,-1.101,-1.0,-321.0,174.0,0.494,371.0
372.0,-0.245,-0.536,-0.792,-0.215,-0.471,-0.697,1.0,211.0,174.0,0.14,372.0
379.0,0.138,-0.093,-0.985,0.452,-0.306,-3.232,1.0,211.0,174.0,0.14,379.0
