PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1232.685,-215.088,186.679,1090.138,500.0,1.0,1.0,678.0,1814.0
15.0,579.77,112.72,-160.439,218.372,500.0,-1.0,1.0,678.0,1815.0
