PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1210.495,132.52,380.099,1026.285,500.0,1.0,1.0,833.0,419.0
15.0,716.867,-121.277,-445.66,224.894,500.0,-1.0,1.0,833.0,421.0
