PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,639.174,84.976,171.69,-349.063,500.0,1.0,1.0,148.0,1916.0
15.0,691.26,54.016,-223.677,418.2,500.0,-1.0,1.0,148.0,1917.0
